b,profile_a,profile_NLL,optimizer_success,delta_NLL
-4.055167979092987,3.7721862432589295,2054769.1749283625,True,49629.802671520505
-4.0385013124263205,3.759794827586962,2053257.7996331519,True,48118.427376309875
-4.021834645759654,3.747410278527061,2051765.9143970287,True,46626.542140186764
-4.005167979092987,3.735032636601332,2050293.6838383446,True,45154.31158150267
-3.9885013124263202,3.7226619470515367,2048841.2742402721,True,43701.90198343014
-3.9718346457596536,3.7102982552547155,2047408.8535691507,True,42269.48131230869
-3.955167979092987,3.697941607140676,2045996.5914930338,True,40857.21923619183
-3.9385013124263204,3.6855920490513894,2044604.6594004212,True,39465.28714357922
-3.921834645759654,3.673249627823265,2043233.230419195,True,38093.85816235305
-3.905167979092987,3.6609143907870165,2041882.4794357438,True,36743.10717890179
-3.8885013124263206,3.6485863856754723,2040552.583114293,True,35413.21085745096
-3.8718346457596535,3.636265660792265,2039243.7199164259,True,34104.3476595839
-3.855167979092987,3.6239522649296174,2037956.07012081,True,32816.69786396809
-3.8385013124263203,3.6116462620252627,2036689.8158431225,True,31550.44358628057
-3.8218346457596537,3.5993476632688224,2035445.1410561753,True,30305.768799333367
-3.805167979092987,3.5870565219634503,2034222.2316102472,True,29082.85935340519
-3.7885013124263205,3.5747729323616375,2033021.2752536158,True,27881.90299677383
-3.771834645759654,3.562496921414726,2031842.4616532964,True,26703.089396454394
-3.7551679790929873,3.550228540704485,2030685.982415983,True,25546.61015914101
-3.7385013124263202,3.537967842315336,2029552.0311092034,True,24412.658852361375
-3.7218346457596536,3.5257148785331496,2028440.8032826676,True,23301.431025825674
-3.705167979092987,3.5134697027694726,2027352.4964898396,True,22213.124232997652
-3.6885013124263204,3.5012323684156215,2026287.3103097044,True,21147.938052862417
-3.671834645759654,3.4890029297256975,2025245.4463687497,True,20106.074111907743
-3.655167979092987,3.476781441145729,2024227.1083631588,True,19087.736106316792
-3.63850131242632,3.4645679580407975,2023232.5020812056,True,18093.129824363627
-3.6218346457596535,3.452362536078924,2022261.8354258689,True,17122.463169026887
-3.605167979092987,3.4401652266626725,2021315.3184376494,True,16175.946180807427
-3.5885013124263203,3.4279760965493526,2020393.1633176012,True,15253.79106075922
-3.5718346457596537,3.415795198077595,2019495.5844505723,True,14356.212193730287
-3.555167979092987,3.4036225892424326,2018622.7984286572,True,13483.426171815256
-3.5385013124263205,3.3914583285267,2017775.0240748597,True,12635.651818017708
-3.521834645759654,3.3793024750407112,2016952.4824669636,True,11813.11021012161
-3.505167979092987,3.367155088436936,2016155.3969616187,True,11016.024704776704
-3.4885013124263202,3.355016229012687,2015383.9932186329,True,10244.620961790904
-3.4718346457596536,3.3428859577776047,2014638.499225474,True,9499.126968631987
-3.455167979092987,3.3307643359696373,2013919.1453219838,True,8779.773065141868
-3.4385013124263204,3.318651425638167,2013226.1642252964,True,8086.791968454374
-3.421834645759654,3.3065472894329098,2012559.791054968,True,7420.4187981260475
-3.4051679790929867,3.2944519905959733,2011920.2633583108,True,6780.89110146882
