a,profile_b,profile_NLL,optimizer_success,delta_NLL
3.3644608984923474,-1.5344979942437051,2156951.7696152776,True,59277.39767578617
3.381127565159014,-1.5451070753249494,2154785.7269648947,True,57111.3550254032
3.3977942318256806,-1.5557105794543415,2152667.8549726075,True,54993.483033115976
3.4144608984923472,-1.5663086276203895,2150597.6468099547,True,52923.27487046318
3.4311275651590143,-1.5769011545714922,2148574.602287239,True,50900.23034774745
3.447794231825681,-1.5874883505580166,2146598.227755231,True,48923.85581573937
3.4644608984923475,-1.5980701479121784,2144668.036008316,True,46993.66406882461
3.481127565159014,-1.608646666402366,2142783.5461890786,True,45109.174249587115
3.4977942318256807,-1.6192179306474397,2140944.2836942994,True,43269.91175480792
3.5144608984923473,-1.6297839882969398,2139149.7800823622,True,41475.40814287076
3.531127565159014,-1.6403448863281287,2137399.572982041,True,39725.201042549685
3.5477942318256805,-1.6509006712599206,2135693.206002658,True,38018.83406316629
3.5644608984923476,-1.6614513888927849,2134030.228645593,True,36355.85670610145
3.581127565159014,-1.6719971343276052,2132410.196217137,True,34735.82427764544
3.597794231825681,-1.682537853074962,2130832.669742656,True,33158.29780316446
3.6144608984923474,-1.6930736387431229,2129297.2158820657,True,31622.843942574225
3.631127565159014,-1.7036045348375768,2127803.406846592,True,30129.034907100722
3.6477942318256806,-1.7141305590141909,2126350.820316802,True,28676.4483773103
3.6644608984923472,-1.724651804769201,2124939.03936189,True,27264.66742239846
3.681127565159014,-1.7351682628297782,2123567.6523602013,True,25893.280420709867
3.697794231825681,-1.7456800521575635,2122236.252920979,True,24561.880981487688
3.7144608984923475,-1.7561871366038928,2120944.4398073163,True,23270.067867824808
3.731127565159014,-1.7666895561612523,2119691.8168602954,True,22017.444920803886
3.7477942318256807,-1.777187403353497,2118477.992924302,True,20803.620984810404
3.7644608984923473,-1.7876806916134336,2117302.581773496,True,19628.209834004287
3.781127565159014,-1.7981694869251654,2116165.202039423,True,18490.830099931452
3.797794231825681,-1.8086537747915985,2115065.477139753,True,17391.105200261343
3.8144608984923476,-1.8191336200762118,2114003.0352081205,True,16328.663268628996
3.831127565159014,-1.8296090605799404,2112977.5090250676,True,15303.137085576076
3.847794231825681,-1.8400801065077645,2111988.5359500586,True,14314.164010567125
3.8644608984923474,-1.850546877033078,2111035.7578545567,True,13361.385915065184
3.881127565159014,-1.86100932647634,2110118.8210561518,True,12444.449116660282
3.8977942318256806,-1.8714675466634445,2109237.3762537153,True,11563.00431422377
3.9144608984923472,-1.8819214896255818,2108391.0784635707,True,10716.7065240792
3.931127565159014,-1.892371302600468,2107579.5869566696,True,9905.215017178096
3.947794231825681,-1.902816936880922,2106802.565196751,True,9128.19325725967
3.9644608984923475,-1.9132584549050249,2106059.680779472,True,8385.308839980513
3.981127565159014,-1.923695862661126,2105350.605372496,True,7676.233433004469
3.9977942318256807,-1.9341292512370463,2104675.014656524,True,7000.642717032693
4.014460898492348,-1.9445585969174322,2104032.5882672546,True,6358.216327763163
4.031127565159014,-1.9549840195434107,2103423.009738254,True,5748.637798762415
4.047794231825681,-1.9654054364491045,2102845.9664447326,True,5171.594505241141
4.064460898492348,-1.9758229965897343,2102301.149548202,True,4626.777608710341
4.081127565159014,-1.986236615294234,2101788.253942008,True,4113.88200251665
4.097794231825681,-1.996646442383576,2101306.978197721,True,3632.6062582293525
4.114460898492347,-2.0070524507085623,2100857.0245123724,True,3182.6525728809647
4.131127565159014,-2.017454611869827,2100438.098656524,True,2763.726717032492
4.147794231825681,-2.0278530461645676,2100049.9099231567,True,2375.537983665243
4.164460898492347,-2.0382477849484797,2099692.171077364,True,2017.7991378726438
4.181127565159014,-2.0486387679128613,2099364.5983068426,True,1690.2263673511334
4.1977942318256805,-2.059026146842715,2099066.911173161,True,1392.5392336696386
4.214460898492347,-2.0694097985827042,2098798.8325637984,True,1124.4606243069284
4.231127565159014,-2.0797899058696734,2098560.0886449423,True,885.7167054507881
4.247794231825681,-2.0901664682705463,2098350.408815025,True,676.0368755334057
4.264460898492348,-2.100539452426359,2098169.5256590005,True,495.15371950902045
4.281127565159014,-2.1109088871260724,2098017.174903336,True,342.8029638445005
4.297794231825681,-2.1212748634017804,2097893.0953717134,True,218.72343222191557
4.314460898492348,-2.131637378156281,2097797.0289414343,True,122.65700194286183
4.331127565159014,-2.1419964594722574,2097728.7205005046,True,54.34856101311743
4.347794231825681,-2.1523521672748536,2097687.9179053996,True,13.54596590809524
4.364460898492347,-2.1627044655309584,2097674.3719394915,True,0.0
4.381127565159014,-2.173053380395516,2097687.836272131,True,13.46433263970539
4.397794231825681,-2.1833990037467776,2097728.0674183713,True,53.69547887984663
4.414460898492347,-2.1937413304690745,2097794.824699329,True,120.45275983773172
4.431127565159014,-2.204080452309817,2097887.8702031616,True,213.49826367013156
4.4477942318256805,-2.2144161992734204,2098006.968746662,True,332.5968071706593
4.464460898492348,-2.2247488271972617,2098151.887837451,True,477.51589795947075
4.481127565159014,-2.2350782304672836,2098322.3976367684,True,648.0256972769275
4.497794231825681,-2.2454044674617393,2098518.2709228382,True,843.898983346764
4.514460898492347,-2.255727530125017,2098739.2830548165,True,1064.911115325056
4.531127565159014,-2.266047544519624,2098985.211937294,True,1310.8399978023954
4.547794231825681,-2.276364435194493,2099255.8379853615,True,1581.46604586998
4.564460898492348,-2.2866782602500146,2099550.9440902136,True,1876.572150722146
4.581127565159014,-2.2969890444625602,2099870.3155852924,True,2195.9436458009295
4.597794231825681,-2.3072968462551007,2100213.740212959,True,2539.368273467291
4.614460898492347,-2.317601587658861,2100581.0080916793,True,2906.636152187828
4.631127565159014,-2.327903394986672,2100971.91168373,True,3297.539744238369
4.647794231825681,-2.338202292676397,2101386.2457633927,True,3711.8738239011727
4.664460898492347,-2.348498200867687,2101823.807385653,True,4149.435446161311
4.681127565159014,-2.358791245886892,2102284.395855379,True,4610.023915887345
4.6977942318256805,-2.3690814525842416,2102767.812696979,True,5093.440757487435
4.714460898492348,-2.379368772993813,2103273.8616245277,True,5599.489685036242
4.731127565159014,-2.3896532305120064,2103802.348512355,True,6127.976572863292
4.747794231825681,-2.399934953661938,2104353.0813660882,True,6678.709426596761
4.764460898492347,-2.41021385841615,2104925.8702941393,True,7251.498354647774
4.781127565159014,-2.4204900030798573,2105520.5274796346,True,7846.15554014314
4.797794231825681,-2.430763409410997,2106136.867152773,True,8462.495213281363
4.814460898492348,-2.4410340640232335,2106774.7055636086,True,9100.333624117076
4.831127565159014,-2.4513020603194526,2107433.860955256,True,9759.489015764557
4.847794231825681,-2.461567383711573,2108114.1535374974,True,10439.78159800591
4.864460898492347,-2.4718300937145514,2108815.405460802,True,11141.033521310426
4.881127565159014,-2.4820901008362846,2109537.4407907357,True,11863.06885124417
4.897794231825681,-2.4923475373054695,2110280.0854827682,True,12605.713543276768
4.914460898492347,-2.5026023823906565,2111043.1673574573,True,13368.795417965855
4.931127565159014,-2.512854626096252,2111826.516076015,True,14152.144136523362
4.9477942318256805,-2.523104398655833,2112629.9631162426,True,14955.59117675107
4.964460898492348,-2.533351608864598,2113453.341748834,True,15778.969809342641
4.981127565159014,-2.5435962765767783,2114296.4870140366,True,16622.115074545145
4.997794231825681,-2.5538385349775283,2115159.235698661,True,17484.863759169355
5.014460898492347,-2.5640782916686957,2116041.426313447,True,18367.054373955354
5.031127565159014,-2.574315565673749,2116942.899070765,True,19268.52713127341
5.047794231825681,-2.5845504532362717,2117863.495862652,True,20189.1239231606
5.064460898492348,-2.594782974371935,2118803.060239184,True,21128.6882996927
5.081127565159014,-2.605013071867377,2119761.43738717,True,22087.065447678324
5.097794231825681,-2.6152407645399856,2120738.4741091607,True,23064.102169669233
5.114460898492347,-2.6254661882562855,2121734.0188027825,True,24059.64686329104
5.131127565159014,-2.635689245670495,2122747.9214403694,True,25073.54950087797
5.147794231825681,-2.6459099944575275,2123780.0335489074,True,26105.661609415896
5.164460898492347,-2.65612841403473,2124830.2081902707,True,27155.83625077922
5.181127565159014,-2.6663446412655016,2125898.299941757,True,28223.928002265748
5.1977942318256805,-2.676558576857449,2126984.1648769113,True,29309.792937419843
5.214460898492347,-2.686770278553383,2128087.6605466316,True,30413.28860714007
5.231127565159014,-2.696979764241411,2129208.6459605545,True,31534.274021063
5.247794231825681,-2.7071870122020654,2130346.981568721,True,32672.609629229642
5.264460898492347,-2.717392161347928,2131502.5292435056,True,33828.15730401408
5.281127565159014,-2.7275951082097865,2132675.1522618164,True,35000.78032232495
5.297794231825681,-2.737795870532681,2133864.7152875564,True,36190.343348064926
5.314460898492348,-2.747994588088965,2135071.0843543382,True,37396.712414846756
5.331127565159014,-2.758191156501741,2136294.1268484592,True,38619.75490896776
5.347794231825681,-2.7683856338443484,2137533.7114921208,True,39859.33955262927
5.364460898492347,-2.778578037424154,2138789.708326892,True,41115.336387400515
