graph_type,n,sigma,amplitude,repetition,edges,mean_degree,degree_std,degree_cv,trace_L,trace_L2,lambda2,lambda_max,tau_empirical,tau_spectral,tau_relative_error,pfa_empirical,pfa_spectral_at_emp_tau,pfa_spectral_at_spec_tau,pd_mc_emp_tau,pd_spectral_emp_tau,pd_error_emp_tau,pd_mc_spec_tau,pd_spectral_spec_tau,pd_error_spec_tau
star,30,0.25,1.0,1,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.288124557619126,14.224920733057044,-0.004423521387093376,0.01,0.009812524801509848,0.010000000000129239,0.0464,0.044006269613304116,0.0023937303866958803,0.0468,0.04429993426981773,0.0025000657301822715
star,30,0.25,1.0,2,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,13.929502864767366,14.224920733057044,0.021208069746472664,0.01,0.010926211535015606,0.010000000000129239,0.0427,0.04573832876466043,-0.003038328764660425,0.0412,0.04429993426981773,-0.0030999342698177293
star,30,0.25,1.0,3,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.232729272213515,14.224920733057044,-0.0005486325923247802,0.01,0.0099766409784115,0.010000000000129239,0.0447,0.04426339370525608,0.0004366062947439159,0.0448,0.04429993426981773,0.0005000657301822697
star,30,0.25,1.0,4,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,13.648405302715945,14.224920733057044,0.0422404975199832,0.01,0.011889324267783885,0.010000000000129239,0.0471,0.04721514882069835,-0.00011514882069834503,0.0448,0.04429993426981773,0.0005000657301822697
star,30,0.25,1.5,0,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.104525857669655,14.224920733057044,0.008535903766089451,0.01,0.010367340627266575,0.010000000000129239,0.0569,0.055717291260040845,0.001182708739959154,0.0556,0.05493271613882582,0.0006672838611741783
star,30,0.25,1.5,1,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,13.883776059197073,14.224920733057044,0.02457146185629988,0.01,0.011077252121417802,0.010000000000129239,0.0593,0.05723335026794593,0.002066649732054067,0.0565,0.05493271613882582,0.0015672838611741832
star,30,0.25,1.5,2,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.472956680098456,14.224920733057044,-0.01713789051704153,0.01,0.009284673901551854,0.010000000000129239,0.0545,0.05340461656125425,0.0010953834387457465,0.0556,0.05493271613882582,0.0006672838611741783
star,30,0.25,1.5,3,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.310634663593245,14.224920733057044,-0.0059895268484674805,0.01,0.0097466282965325,0.010000000000129239,0.0545,0.05439150756323889,0.00010849243676110815,0.055,0.05493271613882582,6.728386117418189e-05
star,30,0.25,1.5,4,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.208648372780884,14.224920733057044,0.0011452433651136283,0.01,0.010048858594615462,0.010000000000129239,0.0526,0.055037074553131636,-0.002437074553131635,0.0525,0.05493271613882582,-0.0024327161388258203
star,30,0.25,2.0,0,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.03304724531498,14.224920733057044,0.013672973830122398,0.01,0.010591951827525259,0.010000000000129239,0.0793,0.07497898865872027,0.004321011341279726,0.0777,0.07267801880453065,0.005021981195469358
star,30,0.25,2.0,1,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.046042760383862,14.224920733057044,0.012735115201108253,0.01,0.010550747139417449,0.010000000000129239,0.0743,0.07481875742150285,-0.0005187574215028412,0.0725,0.07267801880453065,-0.00017801880453065244
star,30,0.25,2.0,2,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.347912266142574,14.224920733057044,-0.008572085666829661,0.01,0.009638496693748666,0.010000000000129239,0.0731,0.07127375147753376,0.0018262485224662395,0.0742,0.07267801880453065,0.0015219811954693546
star,30,0.25,2.0,3,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.370807182523064,14.224920733057044,-0.010151583527154924,0.01,0.009572695282708377,0.010000000000129239,0.0731,0.07101821384804527,0.0020817861519547287,0.0745,0.07267801880453065,0.0018219811954693493
star,30,0.25,2.0,4,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.08297423503132,14.224920733057044,0.010079298282931717,0.01,0.010434544239946941,0.010000000000129239,0.0771,0.07436693807052115,0.00273306192947885,0.0744,0.07267801880453065,0.0017219811954693465
star,30,0.25,3.0,0,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.73910982362661,14.224920733057044,-0.03488603428039646,0.01,0.008575186898983012,0.010000000000129239,0.2097,0.21466686313316832,-0.0049668631331683255,0.2428,0.24868032368928397,-0.005880323689283984
star,30,0.25,3.0,1,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.28219270510849,14.224920733057044,-0.004010026557824027,0.01,0.009829965693471832,0.010000000000129239,0.2462,0.24454160588255697,0.001658394117443035,0.2502,0.24868032368928397,0.001519676310716006
star,30,0.25,3.0,2,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.348633828613046,14.224920733057044,-0.008621942481332445,0.01,0.009636415819989252,0.010000000000129239,0.2404,0.2398562360999272,0.0005437639000727967,0.2473,0.24868032368928397,-0.0013803236892839799
star,30,0.25,3.0,3,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,14.802891810849907,14.224920733057044,-0.039044470849218436,0.01,0.008413560950623067,0.010000000000129239,0.2146,0.21090623888626048,0.0036937611137395354,0.2528,0.24868032368928397,0.004119676310716053
star,30,0.25,3.0,4,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,13.570186846194684,14.224920733057044,0.04824796403197341,0.01,0.012172524841242427,0.010000000000129239,0.3023,0.3032555387309132,-0.0009555387309131969,0.25,0.24868032368928397,0.001319676310716028
star,30,0.35,1.0,0,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,28.324445843594695,27.880844428258317,-0.015661433158689463,0.01,0.009345131045579269,0.01000000000012774,0.0309,0.030287215824710206,0.0006127841752897947,0.032,0.031349435054623655,0.000650564945376346
star,30,0.35,1.0,1,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,28.743992237108948,27.880844428258317,-0.030028807471506797,0.01,0.008766186722404368,0.01000000000012774,0.0287,0.02933053310730131,-0.0006305331073013093,0.0312,0.031349435054623655,-0.00014943505462365614
star,30,0.35,1.0,2,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,27.660393321973135,27.880844428258317,0.007969919433866404,0.01,0.010342756305265932,0.01000000000012774,0.0336,0.031897788502934406,0.0017022114970655922,0.0332,0.031349435054623655,0.0018505649453763456
star,30,0.35,1.0,3,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,27.88399354871033,27.880844428258317,-0.0001129364933509388,0.01,0.009995189071912158,0.01000000000012774,0.0321,0.03134170261528198,0.0007582973847180194,0.0321,0.031349435054623655,0.0007505649453763419
star,30,0.35,1.0,4,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,27.418135088120138,27.880844428258317,0.016876032547474905,0.01,0.010733345063481281,0.01000000000012774,0.0299,0.032516813129469774,-0.0026168131294697743,0.0288,0.031349435054623655,-0.0025494350546236555
star,30,0.35,1.5,0,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,28.2642685274534,27.880844428258317,-0.013565682721371616,0.01,0.009431326577277355,0.01000000000012774,0.0435,0.04538694977284971,-0.0018869497728497137,0.0446,0.04628558564827537,-0.0016855856482753673
star,30,0.35,1.5,1,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,26.879597828970248,27.880844428258317,0.03724931472780251,0.01,0.011656768526165207,0.01000000000012774,0.0482,0.048872915508844865,-0.0006729155088448652,0.0455,0.04628558564827537,-0.0007855856482753693
star,30,0.35,1.5,2,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,27.380617241296726,27.880844428258317,0.01826939044336538,0.01,0.010795173308963513,0.01000000000012774,0.0474,0.047532523378195905,-0.0001325233781959076,0.0463,0.04628558564827537,1.4414351724632846e-05
star,30,0.35,1.5,3,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,27.654171253805707,27.880844428258317,0.008196708278553682,0.01,0.010352603389691628,0.01000000000012774,0.0461,0.04683980478643788,-0.0007398047864378768,0.0457,0.04628558564827537,-0.0005855856482753705
star,30,0.35,1.5,4,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,28.19122096368292,27.880844428258317,-0.011009687584104352,0.01,0.009537053082132374,0.01000000000012774,0.0466,0.04555449864625776,0.0010455013537422411,0.0471,0.04628558564827537,0.0008144143517246349
star,30,0.35,2.0,0,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,27.14636359673262,27.880844428258317,0.027056324833654735,0.01,0.01118956902577245,0.01000000000012774,0.0547,0.05575385253247179,-0.0010538525324717898,0.0531,0.0533877023723794,-0.00028770237237939894
star,30,0.35,2.0,1,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,28.886212342845646,27.880844428258317,-0.03480442166161433,0.01,0.008578375785400605,0.01000000000012774,0.052,0.050557350929389844,0.0014426490706101538,0.0555,0.0533877023723794,0.0021122976276206004
star,30,0.35,2.0,2,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,27.472052547164985,27.880844428258317,0.01488028171144126,0.01,0.010645125925706989,0.01000000000012774,0.052,0.05467107951088625,-0.00267107951088625,0.0512,0.0533877023723794,-0.002187702372379398
star,30,0.35,2.0,3,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,27.306442221604417,27.880844428258317,0.021035409959025805,0.01,0.010918482705466692,0.01000000000012774,0.0529,0.05521476564331475,-0.002314765643314745,0.0518,0.0533877023723794,-0.0015877023723794015
star,30,0.35,2.0,4,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,27.86168413013812,27.880844428258317,0.0006876934657181172,0.01,0.010029322495321014,0.01000000000012774,0.0528,0.05344604645090666,-0.0006460464509066635,0.0526,0.0533877023723794,-0.0007877023723793994
star,30,0.35,3.0,0,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,27.252090576930613,27.880844428258317,0.02307176579913309,0.01,0.011009725691127126,0.01000000000012774,0.0908,0.08615198036532225,0.004648019634677758,0.086,0.08134500620186629,0.004654993798133708
star,30,0.35,3.0,1,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,27.723310026604953,27.880844428258317,0.005682380693437594,0.01,0.010243722187827764,0.01000000000012774,0.0877,0.08250410224595099,0.005195897754049009,0.0858,0.08134500620186629,0.004454993798133716
star,30,0.35,3.0,2,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,26.869239977623423,27.880844428258317,0.0376491650481128,0.01,0.011675307408954838,0.01000000000012774,0.0855,0.08932764405649098,-0.0038276440564909697,0.0786,0.08134500620186629,-0.002745006201866282
star,30,0.35,3.0,3,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,27.78522222320838,27.880844428258317,0.003441477065821966,0.01,0.010147218847110506,0.01000000000012774,0.0813,0.08204506935003515,-0.0007450693500351546,0.0808,0.08134500620186629,-0.0005450062018662882
star,30,0.35,3.0,4,29,1.9333333333333333,5.026153819992203,2.5997347344787256,58.0,928.0,0.9999999999999982,30.0,28.08914174166397,27.880844428258317,-0.007415581270562249,0.01,0.009686837371681245,0.01000000000012774,0.0833,0.0798566623216816,0.003443337678318392,0.0849,0.08134500620186629,0.003554993798133718
star,60,0.15,1.0,0,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.161965345214771,10.27479454030676,0.011103087961731657,0.01,0.010480735020712673,0.010000000000009057,0.0341,0.032999946451256264,0.0011000535487437346,0.0331,0.03224997078798272,0.0008500292120172809
star,60,0.15,1.0,1,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.25324355029055,10.27479454030676,0.002101870487178496,0.01,0.010090041729347854,0.010000000000009057,0.0349,0.032390426026805474,0.002509573973194526,0.0348,0.03224997078798272,0.002550029212017281
star,60,0.15,1.0,2,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.30758773646822,10.27479454030676,-0.003181461754183087,0.01,0.009864564359969297,0.010000000000009057,0.03,0.03203872259428744,-0.0020387225942874385,0.03,0.03224997078798272,-0.0022499707879827177
star,60,0.15,1.0,3,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,9.850759917582868,10.27479454030676,0.04304587933028607,0.01,0.011933421855311654,0.010000000000009057,0.0387,0.035267729443306355,0.0034322705566936437,0.0346,0.03224997078798272,0.002350029212017282
star,60,0.15,1.0,4,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.166021893622876,10.27479454030676,0.010699627427727287,0.01,0.01046304650166302,0.010000000000009057,0.0315,0.03297234756991412,-0.0014723475699141217,0.03,0.03224997078798272,-0.0022499707879827177
star,60,0.15,1.5,0,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.79842115541786,10.27479454030676,-0.04849103471467978,0.01,0.008047663790571757,0.010000000000009057,0.0421,0.0387960522393583,0.003303947760641697,0.0475,0.044196801247249125,0.0033031987527508758
star,60,0.15,1.5,1,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.626283144695662,10.27479454030676,-0.03307728578306859,0.01,0.008642234353242961,0.010000000000009057,0.0411,0.040438284315359986,0.0006617156846400116,0.044,0.044196801247249125,-0.00019680124724912734
star,60,0.15,1.5,2,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,9.990901560592821,10.27479454030676,0.02841515132465114,0.01,0.011255248065535461,0.010000000000009057,0.0513,0.04768225872108737,0.00361774127891263,0.0476,0.044196801247249125,0.0034031987527508786
star,60,0.15,1.5,3,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.516110071763574,10.27479454030676,-0.022947223812801495,0.01,0.009046207494489089,0.010000000000009057,0.0418,0.04155530777616274,0.00024469222383725897,0.044,0.044196801247249125,-0.00019680124724912734
star,60,0.15,1.5,4,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,9.984465607787355,10.27479454030676,0.029078064257436403,0.01,0.011285508731220972,0.010000000000009057,0.0464,0.04776641333695981,-0.001366413336959811,0.0433,0.044196801247249125,-0.0008968012472491266
star,60,0.15,2.0,0,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,9.843829030845749,10.27479454030676,0.04378027169210025,0.01,0.011968030302811572,0.010000000000009057,0.0918,0.08996639864572581,0.0018336013542741975,0.0778,0.0775228482289608,0.0002771517710391941
star,60,0.15,2.0,1,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.32823901869733,10.27479454030676,-0.005174597362998608,0.01,0.009780239492375442,0.010000000000009057,0.0788,0.07614507734008387,0.0026549226599161257,0.0796,0.0775228482289608,0.002077151771039204
star,60,0.15,2.0,2,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.548155936007925,10.27479454030676,-0.025915562621519457,0.01,0.00892675318094932,0.010000000000009057,0.0683,0.070816073058985,-0.002516073058985005,0.0749,0.0775228482289608,-0.0026228482289608057
star,60,0.15,2.0,3,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.469268375663674,10.27479454030676,-0.01857568536584453,0.01,0.009223764964155556,0.010000000000009057,0.068,0.07266671352311398,-0.004666713523113972,0.0735,0.0775228482289608,-0.004022848228960804
star,60,0.15,2.0,4,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.64408924202541,10.27479454030676,-0.0346948144948454,0.01,0.008578698082877423,0.010000000000009057,0.0687,0.06865272833937709,4.727166062290511e-05,0.0791,0.0775228482289608,0.0015771517710392036
star,60,0.15,3.0,0,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.060978856573959,10.27479454030676,0.02125197625210104,0.01,0.010931102601832887,0.010000000000009057,0.7898,0.7907614908029942,-0.000961490802994236,0.7331,0.7362366530355655,-0.0031366530355655398
star,60,0.15,3.0,1,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.129326931315552,10.27479454030676,0.014361034052665828,0.01,0.010624174578421353,0.010000000000009057,0.7741,0.7738213981084726,0.0002786018915273969,0.7354,0.7362366530355655,-0.00083665303556546
star,60,0.15,3.0,2,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.463079595649656,10.27479454030676,-0.017995185224547294,0.01,0.009247489811802956,0.010000000000009057,0.679,0.6853769687660247,-0.006376968766024671,0.7325,0.7362366530355655,-0.0037366530355654737
star,60,0.15,3.0,3,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.691263194820747,10.27479454030676,-0.03895411112091424,0.01,0.008412676299832667,0.010000000000009057,0.6324,0.6223408742119608,0.010059125788039136,0.7432,0.7362366530355655,0.006963346964434458
star,60,0.15,3.0,4,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,10.113394526011227,10.27479454030676,0.015959034711878217,0.01,0.010694923409183765,0.010000000000009057,0.7809,0.7778157716388219,0.003084228361178165,0.7409,0.7362366530355655,0.004663346964434489
star,60,0.25,1.0,0,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,28.04851642852129,28.541095600509987,0.017561683636422788,0.01,0.010766133204149098,0.010000000000009779,0.0274,0.027858968781029482,-0.00045896878102948124,0.0263,0.026905401790009092,-0.0006054017900090913
star,60,0.25,1.0,1,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,27.937238948449913,28.541095600509987,0.021614757749479702,0.01,0.01094739369149933,0.010000000000009779,0.0274,0.02808368462645148,-0.0006836846264514779,0.0261,0.026905401790009092,-0.0008054017900090901
star,60,0.25,1.0,2,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,30.154694517348958,28.541095600509987,-0.05351070347970581,0.01,0.0078592641450837,0.010000000000009779,0.0253,0.024199409864544823,0.0011005901354551768,0.0275,0.026905401790009092,0.0005945982099909083
star,60,0.25,1.0,3,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,29.302849133820693,28.541095600509987,-0.02599588626457171,0.01,0.008923528085336307,0.010000000000009779,0.0265,0.025553532279549315,0.0009464677204506847,0.0273,0.026905401790009092,0.00039459820999090955
star,60,0.25,1.0,4,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,28.939392622448434,28.541095600509987,-0.01376314379277905,0.01,0.009421499384123622,0.010000000000009779,0.025,0.02618083547836047,-0.0011808354783604674,0.0253,0.026905401790009092,-0.0016054017900090922
star,60,0.25,1.5,0,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,27.37555103312752,28.541095600509987,0.0425761134806758,0.01,0.011911310287279264,0.010000000000009779,0.0329,0.03367906720198872,-0.0007790672019887188,0.0302,0.03094497396030216,-0.0007449739603021602
star,60,0.25,1.5,1,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,29.381340963501305,28.541095600509987,-0.02859792424161665,0.01,0.008819574056766033,0.010000000000009779,0.0286,0.029257447703139924,-0.0006574477031399233,0.0303,0.03094497396030216,-0.0006449739603021608
star,60,0.25,1.5,2,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,29.1452954967559,28.541095600509987,-0.020730614871040328,0.01,0.009135995894438809,0.010000000000009779,0.0315,0.029709734424278763,0.0017902655757212373,0.034,0.03094497396030216,0.003055026039697841
star,60,0.25,1.5,3,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,27.826248181820052,28.541095600509987,0.025689680262284586,0.01,0.011131307465298668,0.010000000000009779,0.0309,0.032563006519251855,-0.001663006519251855,0.0294,0.03094497396030216,-0.0015449739603021623
star,60,0.25,1.5,4,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,28.828518154856187,28.541095600509987,-0.009970077296455966,0.01,0.009579005588567668,0.010000000000009779,0.0298,0.030343042425171274,-0.0005430424251712737,0.0304,0.03094497396030216,-0.0005449739603021614
star,60,0.25,2.0,0,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,27.51281619857828,28.541095600509987,0.03737456007810794,0.01,0.011667980564699865,0.010000000000009779,0.0391,0.03890708462722216,0.00019291537277784515,0.0359,0.03571873110275744,0.0001812688972425633
star,60,0.25,2.0,1,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,28.231253118681117,28.541095600509987,0.010975158648690718,0.01,0.0104751255026867,0.010000000000009779,0.0387,0.036626302943549585,0.002073697056450413,0.0379,0.03571873110275744,0.002181268897242565
star,60,0.25,2.0,2,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,28.187060610417053,28.541095600509987,0.012560195438118654,0.01,0.01054475383874165,0.010000000000009779,0.0381,0.03675934772187427,0.0013406522781257285,0.0372,0.03571873110275744,0.0014812688972425589
star,60,0.25,2.0,3,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,28.96623442752419,28.541095600509987,-0.01467704848132513,0.01,0.009383768771601353,0.010000000000009779,0.0371,0.034542349672125966,0.002557650327874035,0.0389,0.03571873110275744,0.003181268897242559
star,60,0.25,2.0,4,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,28.760417463432304,28.541095600509987,-0.007625823345616463,0.01,0.00967708301568515,0.010000000000009779,0.0371,0.03510218472203041,0.001997815277969592,0.0377,0.03571873110275744,0.0019812688972425593
star,60,0.25,3.0,0,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,28.57561135475875,28.541095600509987,-0.0012078745689902447,0.01,0.009948457631800578,0.010000000000009779,0.0611,0.05954639144599863,0.0015536085540013705,0.0613,0.05977247072870275,0.0015275292712972482
star,60,0.25,3.0,1,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,28.330777791534214,28.541095600509987,0.007423651073872754,0.01,0.010320038699795475,0.010000000000009779,0.0596,0.06117749519663152,-0.0015774951966315218,0.0571,0.05977247072870275,-0.002672470728702754
star,60,0.25,3.0,2,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,27.651532189718054,28.541095600509987,0.03217049256759479,0.01,0.011427262045587805,0.010000000000009779,0.0683,0.06605511593215542,0.0022448840678445797,0.0629,0.05977247072870275,0.0031275292712972455
star,60,0.25,3.0,3,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,27.67830557439097,28.541095600509987,0.03117206809499585,0.01,0.01138139144534045,0.010000000000009779,0.0644,0.06585252248376955,-0.00145252248376955,0.057,0.05977247072870275,-0.00277247072870275
star,60,0.25,3.0,4,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,27.841028741102594,28.541095600509987,0.025145150558817605,0.01,0.011106633985075332,0.010000000000009779,0.0634,0.0646399711434275,-0.0012399711434274985,0.0589,0.05977247072870275,-0.0008724707287027511
star,60,0.35,1.0,0,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,55.39603382614032,55.940548071964,0.00982948070854016,0.01,0.010424956171885824,0.010000000000009834,0.0209,0.021268367168633076,-0.00036836716863307764,0.0201,0.02072091310737816,-0.0006209131073781592
star,60,0.35,1.0,1,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,53.60853237476056,55.940548071964,0.04350083081739768,0.01,0.01195485178775696,0.010000000000009834,0.0216,0.023211102553692024,-0.0016111025536920225,0.0193,0.02072091310737816,-0.0014209131073781578
star,60,0.35,1.0,2,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,55.020212180475426,55.940548071964,0.01672723268441282,0.01,0.010729019264893336,0.010000000000009834,0.02,0.021657846534486287,-0.001657846534486286,0.019,0.02072091310737816,-0.0017209131073781594
star,60,0.35,1.0,3,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,55.9904723533115,55.940548071964,-0.0008916567274601316,0.01,0.009961936351039924,0.010000000000009834,0.0194,0.020671691634440412,-0.0012716916344404118,0.0194,0.02072091310737816,-0.0013209131073781584
star,60,0.35,1.0,4,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,55.821142310652775,55.940548071964,0.0021390777108558153,0.01,0.010091643895494551,0.010000000000009834,0.0209,0.020839292936686026,6.070706331397224e-05,0.0209,0.02072091310737816,0.00017908689262183947
star,60,0.35,1.5,0,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,55.26050999843526,55.940548071964,0.012306040489818093,0.01,0.010533570556049865,0.010000000000009834,0.0295,0.028445241282657917,0.001054758717342081,0.029,0.027780957652972036,0.0012190423470279654
star,60,0.35,1.5,1,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,58.58128005571341,55.940548071964,-0.04507808605817337,0.01,0.00817721916577241,0.010000000000009834,0.0253,0.02549211676598937,-0.00019211676598937175,0.0276,0.027780957652972036,-0.0001809576529720365
star,60,0.35,1.5,2,59,1.9666666666666666,7.425107556272989,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,56.36801648759976,55.940548071964,-0.007583527721430389,0.01,0.009678854924970892,0.010000000000009834,0.0301,0.02738004963287411,0.0027199503671258875,0.0307,0.027780957652972036,0.0029190423470279656
