graph_type,num_sensors,noise,amplitude,num_edges,mean_degree,degree_std,degree_cv,min_degree,max_degree,trace_L,trace_L2,lambda_2,lambda_max,tau,pfa,observed_pd,gesnr_mean,predicted_pd_mean,mean_local_gesnr,median_local_gesnr,predicted_pd_local,residual_mean,residual_local,star_center_observed_pd,star_center_predicted_pd,star_leaf_observed_pd,star_leaf_predicted_pd,repetition
star,15,0.15,1.75,14,1.8666666666666667,3.2427697352040816,1.737198072430758,1.0,14.0,28.0,238.0,0.999999999999998,15.000000000000002,2.598361574796875,0.006,0.9435,11.645466091876907,0.9722295085819187,11.368366385315731,6.2386425492197715,0.8840570863903752,-0.028729508581918695,0.05944291360962484,1.0,0.9998359792116538,0.9396850813984521,0.8762396164454103,1
star,15,0.15,1.75,14,1.8666666666666667,3.2427697352040816,1.737198072430758,1.0,14.0,28.0,238.0,0.999999999999998,15.000000000000002,2.5007047037827586,0.009666666666666667,0.96175,11.645466091876907,0.9722295085819187,11.55084667988041,6.2386425492197715,0.8843351782065992,-0.010479508581918706,0.07741482179340076,1.0,0.9998359792116537,0.9590690208667737,0.8762396164454104,2
star,15,0.15,1.75,14,1.8666666666666667,3.2427697352040816,1.737198072430758,1.0,14.0,28.0,238.0,0.999999999999998,15.000000000000002,2.550428560568657,0.008666666666666666,0.95475,11.645466091876907,0.9722295085819187,12.219941093284229,6.2386425492197715,0.8853548481994208,-0.017479508581918712,0.0693951518005792,1.0,0.9998359792116536,0.9511470985155196,0.8762396164454104,3
star,15,0.15,1.75,14,1.8666666666666667,3.2427697352040816,1.737198072430758,1.0,14.0,28.0,238.0,0.999999999999998,15.000000000000002,2.603541075310694,0.011,0.9415,11.645466091876907,0.9722295085819187,11.449468738455588,6.2386425492197715,0.8841806827531414,-0.030729508581918696,0.05731931724685857,1.0,0.9998359792116537,0.9374833021640395,0.8762396164454104,4
star,15,0.15,1.75,14,1.8666666666666667,3.2427697352040816,1.737198072430758,1.0,14.0,28.0,238.0,0.999999999999998,15.000000000000002,2.397223915827904,0.011333333333333334,0.97725,11.645466091876907,0.9722295085819187,11.97663403386466,6.2386425492197715,0.8849840591111221,0.005020491418081252,0.09226594088887785,1.0,0.9998359792116538,0.975517890772128,0.8762396164454104,5
star,15,0.15,1.75,14,1.8666666666666667,3.2427697352040816,1.737198072430758,1.0,14.0,28.0,238.0,0.999999999999998,15.000000000000002,2.615207179109875,0.011,0.94225,11.645466091876907,0.9722295085819187,11.854980504154874,6.2386425492197715,0.8847986645669726,-0.029979508581918668,0.057451335433027384,1.0,0.9998359792116537,0.9379532634971797,0.8762396164454103,6
star,15,0.15,1.75,14,1.8666666666666667,3.2427697352040816,1.737198072430758,1.0,14.0,28.0,238.0,0.999999999999998,15.000000000000002,2.3673233813405954,0.012666666666666666,0.9815,11.645466091876907,0.9722295085819187,12.138838740144372,6.2386425492197715,0.8852312518366545,0.00927049141808134,0.09626874816334552,1.0,0.9998359792116538,0.9800485306012402,0.8762396164454104,7
star,15,0.15,1.75,14,1.8666666666666667,3.2427697352040816,1.737198072430758,1.0,14.0,28.0,238.0,0.999999999999998,15.000000000000002,2.5114806595560464,0.016,0.9575,11.645466091876907,0.9722295085819187,12.057736387004516,6.2386425492197715,0.8851076554738884,-0.014729508581918682,0.07239234452611165,1.0,0.9998359792116536,0.9542149205494209,0.8762396164454104,8
star,15,0.15,1.75,14,1.8666666666666667,3.2427697352040816,1.737198072430758,1.0,14.0,28.0,238.0,0.999999999999998,15.000000000000002,2.5699606944552915,0.012666666666666666,0.94225,11.645466091876907,0.9722295085819187,11.692775797875157,6.2386425492197715,0.8845514718414401,-0.029979508581918668,0.057698528158559914,1.0,0.9998359792116537,0.9380863039399625,0.8762396164454104,9
star,15,0.15,1.75,14,1.8666666666666667,3.2427697352040816,1.737198072430758,1.0,14.0,28.0,238.0,0.999999999999998,15.000000000000002,2.4943302428712433,0.011,0.9585,11.645466091876907,0.9722295085819187,11.733326974445088,6.2386425492197715,0.8846132700228234,-0.013729508581918681,0.0738867299771766,1.0,0.9998359792116536,0.9554840439796192,0.8762396164454104,10
