graph_type,num_sensors,noise,amplitude,num_edges_mean,num_edges_ci95,mean_degree_mean,mean_degree_ci95,degree_std_mean,degree_std_ci95,degree_cv_mean,degree_cv_ci95,min_degree_mean,min_degree_ci95,max_degree_mean,max_degree_ci95,trace_L_mean,trace_L_ci95,trace_L2_mean,trace_L2_ci95,lambda_2_mean,lambda_2_ci95,lambda_max_mean,lambda_max_ci95,tau_mean,tau_ci95,pfa_mean,pfa_ci95,observed_pd_mean,observed_pd_ci95,gesnr_mean_mean,gesnr_mean_ci95,predicted_pd_mean_mean,predicted_pd_mean_ci95,mean_local_gesnr_mean,mean_local_gesnr_ci95,median_local_gesnr_mean,median_local_gesnr_ci95,predicted_pd_local_mean,predicted_pd_local_ci95,residual_mean_mean,residual_mean_ci95,residual_local_mean,residual_local_ci95,star_center_observed_pd_mean,star_center_observed_pd_ci95,star_center_predicted_pd_mean,star_center_predicted_pd_ci95,star_leaf_observed_pd_mean,star_leaf_observed_pd_ci95,star_leaf_predicted_pd_mean,star_leaf_predicted_pd_ci95,local_abs_error,old_abs_error
barabasi_albert,15,0.35,1.75,26.0,0.0,3.4666666666666672,1.9968686188423001e-16,1.9873153634356129,0.14648896277210502,0.5732640471448883,0.04225643156887646,1.85,0.16055889229418857,8.65,0.6711013728428656,52.0,0.0,293.1,8.954681645285948,0.8664240799292531,0.05700887737799915,9.965392717023969,0.5897807480888303,15.716742218817732,0.3062966426137102,0.009683333333333334,0.0010346133441676772,0.45168749999999996,0.025415516011773928,3.585614369356594,0.05364006819908801,0.6310371016422164,0.009011558961271792,3.589847790780419,0.05470595914010848,2.802972155339277,0.23850983066105,0.522609751036247,0.017704502932647147,-0.17934960164221647,0.01763916565194126,-0.07092225103624696,0.010977591751043413,,,,,,,,,0.070922251036247,0.17934960164221642
barabasi_albert,15,0.35,2.5,26.0,0.0,3.4666666666666672,1.9968686188423001e-16,1.983623890799065,0.13795330472374445,0.5721991992689611,0.03979422251646474,1.95,0.098,8.65,0.5910011131880155,52.0,0.0,292.7,8.389527858241518,0.8752079288999374,0.051500970946702695,9.955131912739855,0.5164129701445247,15.874323986986465,0.32858174969769577,0.009666666666666667,0.000978279190946325,0.835625,0.02352527819064779,7.321137171917196,0.10308823864886098,0.9139659718032147,0.002886666384738796,7.31104629553751,0.10758102464561513,5.514547522289414,0.5199178886002576,0.8319481925412744,0.012036163740294445,-0.0783409718032149,0.020972159602457935,0.003676807458725623,0.013451093216116657,,,,,,,,,0.0036768074587255617,0.07834097180321475
barabasi_albert,30,0.15,0.75,56.0,0.0,3.7333333333333334,0.0,2.6804701166380527,0.1540041078479585,0.7179830669566211,0.04125110031641746,1.85,0.16055889229418857,13.9,1.1187282253100002,112.0,0.0,749.2,24.596407371381442,0.7353695610983081,0.03311190649319618,15.144066534047866,1.058214899909942,5.125784870644272,0.07488620227699136,0.010783333333333334,0.0010811214775050984,0.2864,0.015415539193670098,2.415981782556145,0.039775860015423485,0.3839738139032055,0.009953759959875465,2.415174064470219,0.040493503575925245,1.7513748752036293,0.1454239389851061,0.3217384590516828,0.01231627663428012,-0.09757381390320549,0.00800935070646511,-0.03533845905168278,0.008159486957777294,,,,,,,,,0.03533845905168281,0.09757381390320552
barabasi_albert,30,0.15,1.25,56.0,0.0,3.7333333333333334,0.0,2.639410460919482,0.08500098974902456,0.706984944889147,0.022768122254203008,1.85,0.16055889229418857,13.15,0.7823864975694221,112.0,0.0,740.2,13.93175535092024,0.7385771238794472,0.05232837366265912,14.460021307390562,0.7264110705894076,5.115323594525687,0.054081417826476616,0.010933333333333333,0.0012581410588549317,0.8164625000000001,0.012360513578901585,6.742484576106557,0.0614523899073761,0.8960926730349656,0.0022437461590764005,6.751977973075325,0.06286995830267583,5.061420458585582,0.3392704092240994,0.7823877086239744,0.007378576671736434,-0.07963017303496575,0.01078455651694884,0.034074791376025565,0.008771006493469227,,,,,,,,,0.03407479137602565,0.07963017303496556
barabasi_albert,30,0.15,1.75,56.0,0.0,3.7333333333333334,0.0,2.637160613659027,0.12792617194022426,0.7063823072300967,0.03426593891256007,1.95,0.098,12.9,0.9633533537651313,112.0,0.0,741.2,20.557440266623402,0.7452416275875366,0.03164583586328731,14.279053765407559,0.8515499666344832,5.1189840588634405,0.08014486017480986,0.010783333333333334,0.0009435313907762247,0.9973500000000002,0.0017857157491723312,13.216490437699909,0.18038781543433932,0.9796784415101291,0.0007087055587587562,13.236555028725451,0.20523564440515152,9.919986725057305,0.6703469422888308,0.9469759551593293,0.003198461623321843,0.01767155848987125,0.0014816676507032741,0.05037404484067061,0.0022846682463587816,,,,,,,,,0.05037404484067087,0.01767155848987112
barabasi_albert,30,0.15,2.5,56.0,0.0,3.7333333333333334,0.0,2.5540229874875076,0.11539186483284934,0.684113300219868,0.03090853522308466,1.9,0.13489645151589028,11.9,0.7904210736589772,112.0,0.0,727.8,18.484916092516308,0.7477075635053394,0.027415384513438484,13.37397704872418,0.696038310933713,5.094735573468364,0.07262008195417018,0.010483333333333334,0.0014223086331570992,1.0,0.0,27.212589047571022,0.33197593686029203,0.9967493424528892,0.0001061649900822347,27.150295574991663,0.3902109322329799,18.982977261290483,1.6883621337796908,0.9907425004001646,0.0006720600398677462,0.0032506575471109413,0.0001061649900822347,0.009257499599835451,0.0006720600398677462,,,,,,,,,0.00925749959983535,0.0032506575471108468
barabasi_albert,30,0.25,0.75,56.0,0.0,3.7333333333333334,0.0,2.6105770759081013,0.14012326503392866,0.6992617167610986,0.03753301741980231,1.85,0.16055889229418857,12.6,1.176,112.0,0.0,737.5,22.345402541391866,0.7518220486159526,0.020828527659763476,14.004512773788406,1.0838654571045465,14.246802273753087,0.21687181961699864,0.009416666666666669,0.0009872799777094464,0.0729625,0.004769346213332764,0.8763331661165538,0.013056120913966145,0.044486079517173045,0.0016085111411734973,0.8755705165251854,0.016009586251753943,0.6582266358167569,0.04571292316520884,0.06867311917589475,0.002185238951337475,0.028476420482826958,0.004032825791141662,0.0042893808241052465,0.003492148094779826,,,,,,,,,0.004289380824105252,0.028476420482826954
barabasi_albert,30,0.25,1.25,56.0,0.0,3.7333333333333334,0.0,2.583182607723464,0.09993050197337089,0.6919239127830706,0.026767098742867194,1.9,0.13489645151589028,12.4,0.7023833111552933,112.0,0.0,731.8,15.545056171285486,0.7378004684989731,0.040614234938716715,13.812915300297675,0.60546605766267,14.016599683293563,0.19645448473835764,0.0115,0.0015237483790990617,0.3036,0.016220460818296582,2.4416721849476266,0.025825423907236487,0.39049354756721466,0.00644700522478718,2.4411417354815392,0.02750653906279996,1.7673818402884816,0.1395820511786999,0.3275871505019469,0.008846829011849775,-0.08689354756721464,0.01106806046002705,-0.02398715050194691,0.009783087729955835,,,,,,,,,0.02398715050194694,0.08689354756721468
barabasi_albert,30,0.25,1.75,56.0,0.0,3.7333333333333334,0.0,2.6440382655175823,0.13335169014673154,0.7082245354064953,0.03571920271787451,1.95,0.098,12.9,0.9737908561795738,112.0,0.0,742.5,21.3192829937693,0.7614567333622917,0.04165227839988058,14.277764432596749,0.875150022484338,14.288223515744097,0.191285950669778,0.009866666666666666,0.0011738967546778868,0.5989875,0.0249490946304987,4.754296335215074,0.06759471284506333,0.7787452186443489,0.006316297269665913,4.769273944029694,0.0736177787312698,3.4515795306429653,0.2942909972146586,0.6265340550306358,0.013860620464473363,-0.17975771864434886,0.019918169729872717,-0.027546555030635772,0.01367820025822728,,,,,,,,,0.027546555030635744,0.17975771864434886
barabasi_albert,30,0.25,2.5,56.0,0.0,3.7333333333333334,0.0,2.6818654149590895,0.1322373529933475,0.7183568075783275,0.03542071955178951,1.85,0.16055889229418857,12.8,0.938906867193524,112.0,0.0,748.5,21.038609419726143,0.7340275856095178,0.049079087773883666,14.195775588524594,0.8412679894807062,14.404013585044385,0.2506869809776426,0.009983333333333332,0.0008229693634026816,0.9551374999999999,0.011943366788724185,9.663350064573844,0.13686411745921007,0.955791839284716,0.0015190082358211702,9.68532674480599,0.13174223494666626,7.012572065937453,0.5929672563035749,0.8889289082421057,0.006984873402416797,-0.0006543392847160545,0.010883768336271074,0.06620859175789434,0.006873896695217521,,,,,,,,,0.06620859175789418,0.0006543392847161433
barabasi_albert,30,0.35,0.75,56.0,0.0,3.7333333333333334,0.0,2.699368089971175,0.14614414314909174,0.7230450240994217,0.039145752629220994,1.95,0.098,12.8,0.928077129281148,112.0,0.0,751.9,24.603105991338833,0.7432085346970053,0.03409132271915217,14.20668699463485,0.8549689568810386,28.11528664120156,0.4971794804286691,0.0103,0.0009140524253330932,0.033350000000000005,0.002390318344797128,0.44290866657183126,0.006975399286788168,0.008049957178121287,0.00031621536605331196,0.4415599708198782,0.008161641187353538,0.315017801908708,0.027218715880154287,0.016546592382576025,0.00037761204647006433,0.02530004282187871,0.002180584661062411,0.01680340761742398,0.0026155959674539647,,,,,,,,,0.01680340761742398,0.02530004282187872
barabasi_albert,30,0.35,1.25,56.0,0.0,3.7333333333333334,0.0,2.7702210423579534,0.15882701643287742,0.7420234934887375,0.04254295083023502,1.85,0.16055889229418857,13.35,1.057167118193464,112.0,0.0,764.1,26.28304651091149,0.7503219425364078,0.02880408013303148,14.704142350049844,0.9540083606321356,28.317897706247635,0.5206936348351162,0.01005,0.0010462731520840673,0.11391250000000001,0.007054555910339449,1.2208036034605132,0.02103400539512344,0.09814463020560135,0.0039032902526036466,1.221026711315784,0.02221577090043254,0.9011125153473462,0.06966620618395954,0.12367219574999033,0.004170846839792668,0.015767869794398637,0.005200253099042937,-0.009759695749990329,0.005132316325378657,,,,,,,,,0.009759695749990319,0.015767869794398662
barabasi_albert,30,0.35,1.75,56.0,0.0,3.7333333333333334,0.0,2.6673515820202227,0.1707057175267248,0.7144691737554167,0.045724745766087004,1.8,0.1798619353545204,12.2,0.9171195181252636,112.0,0.0,747.9,27.76737864928253,0.7325480704924858,0.035388458648911505,13.703646151870625,0.8454007440012301,27.84193475922968,0.4973177815466517,0.01075,0.0011334661944826972,0.2865,0.018889216514358553,2.419272564640831,0.044034478924126,0.38476561934172177,0.01103469998997098,2.422355694044874,0.04521771160671518,1.6899183798336364,0.1564732272892417,0.3216008914930058,0.014465422717145739,-0.09826561934172173,0.011966491445251698,-0.03510089149300587,0.011966827640102743,,,,,,,,,0.035100891493005826,0.09826561934172179
barabasi_albert,30,0.35,2.5,56.0,0.0,3.7333333333333334,0.0,2.7599499090316817,0.19335091222282577,0.7392722970620575,0.051790422916828324,1.85,0.16055889229418857,13.75,1.3022535123877823,112.0,0.0,764.2,33.3895892504803,0.7307284405568043,0.03972836713693472,15.07598338858698,1.2278746162477192,28.31518216969498,0.5791731677110419,0.01015,0.001192951413940816,0.6100125000000001,0.03542026440118706,4.8886689562246435,0.10245353210963937,0.7901424984001123,0.009194548977193932,4.900220512919242,0.10763844772080365,3.5559824721169955,0.320004518340892,0.6367977126490837,0.020165263120306483,-0.1801299984001123,0.027025573051346518,-0.02678521264908377,0.017736663717293967,,,,,,,,,0.026785212649083623,0.18012999840011223
barabasi_albert,60,0.15,0.75,116.0,0.0,3.866666666666666,3.9937372376846002e-16,3.361242906501301,0.1849980479137502,0.8692869585779226,0.047844322736314705,1.95,0.098,19.65,1.684105947411048,232.0,0.0,1817.1,77.72890963368845,0.6496686711576143,0.025756933771653064,21.01273695328743,1.6003808081922415,9.216228637729559,0.15204901506833646,0.010216666666666666,0.0010526950208951992,0.16262500000000002,0.013860956838316904,1.608678860124882,0.03279832853665849,0.18068104271341048,0.007638585583559479,1.6073866034284165,0.03234454030307712,1.1474470934209078,0.09124519377191578,0.17824722344237087,0.008363139943109336,-0.018056042713410457,0.008743650174101213,-0.015622223442370877,0.007807490547327218,,,,,,,,,0.015622223442370853,0.018056042713410464
barabasi_albert,60,0.15,1.25,116.0,0.0,3.866666666666666,3.9937372376846002e-16,3.394813349641919,0.1964111052350146,0.8779689697349788,0.05079597549181411,1.95,0.098,19.6,2.0917409520603445,232.0,0.0,1832.0,85.17986675883351,0.6509151446979454,0.023513141619050743,21.015991686285524,1.9873474019899067,9.272979775140783,0.18841640673457494,0.009483333333333331,0.0009110674800564304,0.5439125,0.030685921710083407,4.452433587714553,0.09604853319287504,0.7477401018275239,0.0109839233832369,4.451686263993128,0.0864833471514209,3.0661380033522763,0.2841799767806893,0.5682871954254683,0.015148067688012226,-0.20382760182752407,0.020667625520016015,-0.024374695425468343,0.01748185020320613,,,,,,,,,0.02437469542546833,0.2038276018275239
barabasi_albert,60,0.15,1.75,116.0,0.0,3.866666666666666,3.9937372376846002e-16,3.292393408621539,0.2064014641744925,0.8514810539538461,0.05337968901064462,2.0,0.0,19.4,2.218398474006346,232.0,0.0,1792.1,82.52090046706189,0.6656794999782143,0.022830616623943888,20.80263133389347,2.076804216929495,9.136043559039948,0.162766296087607,0.010116666666666666,0.0011955849677896919,0.9444374999999999,0.014307526375542428,8.824689690170148,0.19935468253193916,0.944518750250837,0.003094277928936558,8.790660306577543,0.2196614913641953,6.080354017583444,0.5720562832633835,0.855695828575814,0.010170751840027635,-8.125025083702831e-05,0.011509287377311168,0.08874167142418592,0.006599239152280986,,,,,,,,,0.08874167142418588,8.125025083705051e-05
barabasi_albert,60,0.15,2.5,116.0,0.0,3.866666666666666,3.9937372376846002e-16,3.2888939243645945,0.14128918486849362,0.8505760149218778,0.03654030643150698,1.8,0.1798619353545204,19.15,1.4589549973218934,232.0,0.0,1784.0,58.65402230564906,0.6346423698450796,0.021454200761273388,20.497540901806694,1.3949754195708663,9.129920262733698,0.14783645951792393,0.010100000000000001,0.001219606724072768,0.9997375000000002,0.0003149089049567391,18.01512640121829,0.27937203968185054,0.9906890564537413,0.0003922724977420413,18.073840036770402,0.3319028488204485,12.825270054452739,0.9602233153774974,0.9712930911834372,0.0017636055932501212,0.009048443546258767,0.00034727945670775336,0.02844440881656269,0.0015728880882734974,,,,,,,,,0.02844440881656296,0.009048443546258889
barabasi_albert,60,0.25,0.75,116.0,0.0,3.866666666666666,3.9937372376846002e-16,3.324703097797034,0.13997551238398712,0.859837008050957,0.03620056354758287,1.8,0.1798619353545204,18.95,1.3374869600938366,232.0,0.0,1798.1,56.25214377388558,0.6531240518642037,0.025325156487420536,20.324191743622098,1.2487981711700042,25.332960387174175,0.32296213425850107,0.010433333333333333,0.0011435543645998301,0.047,0.00334059803974646,0.5813493229441953,0.009010531240743644,0.0160221370641984,0.0006232378005710254,0.5799984512505987,0.011227518278196083,0.399573526202902,0.03522134679937478,0.03416897314425847,0.0008859782805523131,0.030977862935801605,0.0032161915888673587,0.012831026855741537,0.0029855376158107886,,,,,,,,,0.012831026855741529,0.0309778629358016
barabasi_albert,60,0.25,1.25,116.0,0.0,3.866666666666666,3.9937372376846002e-16,3.267968724312284,0.14976677163783322,0.8451643252531771,0.038732785768405144,1.85,0.16055889229418857,18.7,1.3194132667292127,232.0,0.0,1776.5,58.51657834368507,0.6563369830951746,0.028273905766846758,20.019643684968123,1.2753827604081742,25.202460252246237,0.33653501640659744,0.01075,0.0012725885118402714,0.1778875,0.01144681128834806,1.6250127033584398,0.02685818374213653,0.18444233567929819,0.006364122727861238,1.6264217137620887,0.026387070298208498,1.0736916040766704,0.10030261147234161,0.18389986400124095,0.0070120601903460285,-0.006554835679298166,0.0071866672859434415,-0.006012364001240974,0.007310159788892351,,,,,,,,,0.006012364001240944,0.006554835679298182
barabasi_albert,60,0.25,1.75,116.0,0.0,3.866666666666666,3.9937372376846002e-16,3.3303079014110337,0.17584791223570775,0.8612865262269915,0.04547790833682097,1.8,0.1798619353545204,19.2,1.868098047691682,232.0,0.0,1803.7,74.96611967942233,0.6592541303273498,0.014446698348414984,20.58938158062796,1.7969944669409266,25.52319369551269,0.3393598267425591,0.009716666666666665,0.0012922090519409497,0.3787375,0.0195170879713542,3.1638159440888574,0.06089150342646073,0.5536903213012697,0.012517212860446917,3.1587781674086557,0.06873887653269288,2.1266876352628943,0.1828109818891434,0.4093871103472825,0.014479302973505536,-0.17495282130126974,0.009908026320117445,-0.03064961034728255,0.009504269866101233,,,,,,,,,0.030649610347282474,0.1749528213012697
barabasi_albert,60,0.25,2.5,116.0,0.0,3.866666666666666,3.9937372376846002e-16,3.2871038764627074,0.13651325950208357,0.850113071498976,0.03530515331950436,1.95,0.098,19.5,1.3224745545258785,232.0,0.0,1782.9,53.12589614550665,0.67506137739315,0.02680960595896194,20.83204229260199,1.2484685157285624,25.119327124910463,0.28741807446657175,0.01035,0.0012862844537295912,0.8004624999999999,0.02090784017231461,6.486069835417647,0.09777381137710495,0.8862155834591166,0.0038442653338578176,6.4823836925793845,0.09904879393333149,4.126373863356783,0.4172122373453443,0.7443722174026886,0.011187911990298637,-0.08575308345911664,0.017695617794114243,0.05609028259731136,0.01158524050630399,,,,,,,,,0.0560902825973113,0.0857530834591167
barabasi_albert,60,0.35,0.75,116.0,0.0,3.866666666666666,3.9937372376846002e-16,3.10731613387027,0.13374894776841345,0.8036162415181731,0.034590245112520714,1.85,0.16055889229418857,17.6,1.3444604474423343,232.0,0.0,1713.7,54.39766195440078,0.6565920428677176,0.024560484566947968,19.021269024035398,1.2860591028631136,49.17702469486867,0.6982929400399194,0.0094,0.0009592636552241088,0.0243,0.002324708991408783,0.3037849220817565,0.004369547654292435,0.0030794873351047683,0.0001081600643346547,0.3052381835860212,0.00467921669572145,0.2356951981668801,0.0033901662835027517,0.007762601750982168,0.0002572141850253858,0.02122051266489523,0.002323948520513647,0.016537398249017832,0.002247886529566166,,,,,,,,,0.01653739824901783,0.02122051266489523
barabasi_albert,60,0.35,1.25,116.0,0.0,3.866666666666666,3.9937372376846002e-16,3.3027505638798162,0.13036961382100548,0.8541596285896077,0.03371627943646695,1.85,0.16055889229418857,18.65,1.409615923800373,232.0,0.0,1788.6,52.726780204530236,0.6408834142022759,0.02222559301272236,20.017807963960216,1.3450443404305723,50.16610208633189,0.6235919813578255,0.009933333333333332,0.001237436172374864,0.06875,0.004636162716821111,0.8259056702485715,0.011888638122501752,0.03845972879833238,0.0013492241507148976,0.8274059949893353,0.01112940841791799,0.5670336315675106,0.048686859908199875,0.06568469763426513,0.0015427797278399235,0.030290271201667624,0.004182524914292245,0.0030653023657348922,0.003774029773159097,,,,,,,,,0.003065302365734879,0.030290271201667628
barabasi_albert,60,0.35,1.75,116.0,0.0,3.866666666666666,3.9937372376846002e-16,3.3719802292564,0.18189537118967208,0.8720638523938966,0.047041906342156575,1.95,0.098,18.75,1.969647310133413,232.0,0.0,1821.1,77.89884322632781,0.670179337243286,0.0287105646065253,20.203346826719837,1.903049587302681,49.858965635942354,0.7392795223324925,0.01065,0.0012409486938704248,0.16890000000000002,0.011390920631893862,1.6067770008534545,0.032070992684132694,0.18022556826164754,0.007436261829529849,1.6017110716446818,0.034307769485221705,1.060126302409741,0.09687043115787207,0.17834363759046473,0.008655935023030557,-0.011325568261647526,0.0065695542030049505,-0.009443637590464727,0.0056033255249414386,,,,,,,,,0.00944363759046471,0.011325568261647517
