graph_type,num_sensors,noise,amplitude,num_edges_mean,num_edges_ci95,mean_degree_mean,mean_degree_ci95,degree_std_mean,degree_std_ci95,degree_cv_mean,degree_cv_ci95,min_degree_mean,min_degree_ci95,max_degree_mean,max_degree_ci95,trace_L_mean,trace_L_ci95,trace_L2_mean,trace_L2_ci95,lambda_2_mean,lambda_2_ci95,lambda_max_mean,lambda_max_ci95,tau_mean,tau_ci95,pfa_mean,pfa_ci95,observed_pd_mean,observed_pd_ci95,gesnr_mean_mean,gesnr_mean_ci95,predicted_pd_mean_mean,predicted_pd_mean_ci95,mean_local_gesnr_mean,mean_local_gesnr_ci95,median_local_gesnr_mean,median_local_gesnr_ci95,predicted_pd_local_mean,predicted_pd_local_ci95,residual_mean_mean,residual_mean_ci95,residual_local_mean,residual_local_ci95,star_center_observed_pd_mean,star_center_observed_pd_ci95,star_center_predicted_pd_mean,star_center_predicted_pd_ci95,star_leaf_observed_pd_mean,star_leaf_observed_pd_ci95,star_leaf_predicted_pd_mean,star_leaf_predicted_pd_ci95
star,15,0.35,1.75,14.0,0.0,1.8666666666666667,0.0,3.2427697352040807,3.9937372376846002e-16,1.737198072430758,0.0,1.0,0.0,14.0,0.0,28.0,0.0,238.0,0.0,0.9999999999999977,1.497651464131725e-16,15.000000000000004,7.9874744753692005e-16,13.696704341390372,0.23362258349932016,0.010199999999999999,0.000818761523734804,0.099975,0.003626087125553557,2.138963159732493,1.9968686188423001e-16,0.3134844544022333,2.4960857735528752e-17,2.133314960138824,0.03011067465144815,1.145873121285264,9.984343094211501e-17,0.14439998319601727,0.0018253541854231475,-0.21350945440223335,0.003626087125553557,-0.04442498319601727,0.002650155045859755,0.9899564481561411,0.003046666284116644,0.9875788582362995,1.743690558613922e-16,0.03679598675404143,0.002782862502986688,0.08453978031854407,7.383521290899366e-18
star,15,0.35,2.5,14.0,0.0,1.8666666666666667,0.0,3.2427697352040807,3.9937372376846002e-16,1.737198072430758,0.0,1.0,0.0,14.0,0.0,28.0,0.0,238.0,0.0,0.9999999999999977,1.497651464131725e-16,15.000000000000004,7.9874744753692005e-16,13.995947092739987,0.20381415183528714,0.009166666666666667,0.0008694618891062374,0.16609999999999997,0.008130892240804754,4.365230938229577,3.9937372376846002e-16,0.7394009491990442,4.9921715471057503e-17,4.417545502754923,0.06346241943557605,2.33851657405156,0.0,0.4079121503942992,0.0013222068475576402,-0.5733009491990441,0.008130892240804752,-0.24181215039429915,0.007659047174180517,1.0,0.0,0.9979799133734059,4.602554751697408e-17,0.10490447829816726,0.008076850215801814,0.364596652651693,2.0883751895320773e-17
star,30,0.15,0.75,29.0,0.0,1.933333333333333,1.9968686188423001e-16,5.026153819992203,0.0,2.599734734478725,1.9968686188423001e-16,1.0,0.0,29.0,0.0,58.0,0.0,928.0,0.0,0.9999999999999986,1.497651464131725e-16,30.0,0.0,5.090155436873662,0.09181258068720238,0.010166666666666668,0.0012490911783892419,0.0506625,0.0021896952774061364,1.1219093348196882,9.984343094211501e-17,0.08044422061331274,6.240214433882188e-18,1.1187273678269671,0.019265197414733454,0.580297931803287,4.9921715471057503e-17,0.0481595034938361,0.0011537553912846267,-0.029781720613312763,0.0021896952774061364,0.0025029965061639002,0.0016130321443139906,0.9871891240826647,0.0043899658536788524,0.9889957706499505,8.646694759686888e-17,0.01856760134616503,0.0016694999276348759,0.01591400653549326,2.233656841519988e-18
star,30,0.15,1.25,29.0,0.0,1.933333333333333,1.9968686188423001e-16,5.026153819992203,0.0,2.599734734478725,1.9968686188423001e-16,1.0,0.0,29.0,0.0,58.0,0.0,928.0,0.0,0.9999999999999986,1.497651464131725e-16,30.0,0.0,5.0562987353464255,0.08422301303154356,0.011149999999999998,0.0012263803918430352,0.0827625,0.004067990288439994,3.11641481894358,1.9968686188423001e-16,0.5448549713619592,4.9921715471057503e-17,3.153274483871083,0.06826735920868578,1.6119386994535752,9.984343094211501e-17,0.2091278295645061,0.0012372480709946562,-0.46209247136195924,0.004067990288439994,-0.12636532956450608,0.004046780551473855,1.0,0.0,0.9991875477088138,5.906817032719493e-17,0.050325331111625606,0.00421615233813681,0.1811933269247296,1.5786632559140735e-17
star,30,0.15,1.75,29.0,0.0,1.933333333333333,1.9968686188423001e-16,5.026153819992203,0.0,2.599734734478725,1.9968686188423001e-16,1.0,0.0,29.0,0.0,58.0,0.0,928.0,0.0,0.9999999999999986,1.497651464131725e-16,30.0,0.0,5.032926946676423,0.07380168384725448,0.010633333333333335,0.0008903973224425518,0.23378749999999998,0.012823949598412791,6.108173045129416,3.9937372376846002e-16,0.8702499232682295,0.0,6.0609926740222075,0.12379175160248104,3.1593998509290073,1.9968686188423001e-16,0.5681789234190606,0.0006245549728267824,-0.6364624232682294,0.012823949598412786,-0.33439142341906064,0.012627663191976854,1.0,0.0,0.9998548949337298,5.1154536058417e-17,0.20782718209675455,0.012912430466206134,0.5535397879086374,8.353500758128309e-17
star,30,0.15,2.5,29.0,0.0,1.933333333333333,1.9968686188423001e-16,5.026153819992203,0.0,2.599734734478725,1.9968686188423001e-16,1.0,0.0,29.0,0.0,58.0,0.0,928.0,0.0,0.9999999999999986,1.497651464131725e-16,30.0,0.0,5.191416945594144,0.1124145287495582,0.00935,0.001057167118193464,0.9902874999999998,0.00429609769533873,12.46565927577432,7.9874744753692005e-16,0.9765671980824531,0.0,12.563450223541164,0.2648069532132568,6.447754797814301,3.9937372376846002e-16,0.8889994346239959,0.00016848580621125244,0.01372030191754694,0.004296097695338729,0.10128806537600413,0.004318442226334749,1.0,0.0,0.9999766442448129,1.9270040831830381e-16,0.9899430972063958,0.004453454535844136,0.8851082683919811,4.602554751697408e-17
star,30,0.25,0.75,29.0,0.0,1.933333333333333,1.9968686188423001e-16,5.026153819992203,0.0,2.599734734478725,1.9968686188423001e-16,1.0,0.0,29.0,0.0,58.0,0.0,928.0,0.0,0.9999999999999986,1.497651464131725e-16,30.0,0.0,13.976377573404221,0.2780659140478303,0.010899999999999998,0.0015034140018034662,0.035375000000000004,0.002095392753035498,0.40388736053508784,2.4960857735528752e-17,0.006352356058773506,3.9001340211763674e-19,0.4047891435211102,0.006694378289078928,0.2089072554491834,1.2480428867764376e-17,0.03020335183092713,0.0009918773114037747,0.029022643941226493,0.002095392753035498,0.005171648169072876,0.0018798907434914535,0.672415693173918,0.025393505678050723,0.867861343305597,6.881233598410334e-17,0.013269501007854845,0.001390037499185793,0.001180372832199209,1.5721942865815978e-19
star,30,0.25,1.25,29.0,0.0,1.933333333333333,1.9968686188423001e-16,5.026153819992203,0.0,2.599734734478725,1.9968686188423001e-16,1.0,0.0,29.0,0.0,58.0,0.0,928.0,0.0,0.9999999999999986,1.497651464131725e-16,30.0,0.0,14.00490828551229,0.24748617626661,0.0106,0.001196829183119818,0.051750000000000004,0.00165824510917574,1.1219093348196882,9.984343094211501e-17,0.08044422061331274,6.240214433882188e-18,1.1201490977598854,0.024728496915926004,0.580297931803287,4.9921715471057503e-17,0.04824464814819611,0.0014809418258696651,-0.02869422061331276,0.0016582451091757403,0.0035053518518038938,0.0014668398125076536,0.989230447881787,0.004035128568997042,0.9889957706499504,2.953408516359746e-17,0.019532434690931057,0.0015003543036586605,0.01591400653549326,2.1503854995032294e-18
star,30,0.25,1.75,29.0,0.0,1.933333333333333,1.9968686188423001e-16,5.026153819992203,0.0,2.599734734478725,1.9968686188423001e-16,1.0,0.0,29.0,0.0,58.0,0.0,928.0,0.0,0.9999999999999986,1.497651464131725e-16,30.0,0.0,13.886377953090843,0.25690095735688945,0.010516666666666665,0.0010957758233191496,0.06332499999999999,0.002784844047414693,2.1989422962465897,1.9968686188423001e-16,0.3289230700154925,2.4960857735528752e-17,2.1648397342556613,0.04143350861209668,1.1373839463344424,9.984343094211501e-17,0.11259592962149514,0.0011903628662056872,-0.26559807001549246,0.002784844047414692,-0.04927092962149515,0.0025760383634200155,1.0,0.0,0.9980180242895751,6.697700960801252e-17,0.03209671795731821,0.002667276200817334,0.08307766632258515,3.946658139785184e-18
star,30,0.25,2.5,29.0,0.0,1.933333333333333,1.9968686188423001e-16,5.026153819992203,0.0,2.599734734478725,1.9968686188423001e-16,1.0,0.0,29.0,0.0,58.0,0.0,928.0,0.0,0.9999999999999986,1.497651464131725e-16,30.0,0.0,14.21273523758891,0.3190116024148389,0.009983333333333334,0.0015163401537875017,0.11895000000000003,0.008182575312017734,4.487637339278753,3.9937372376846002e-16,0.7528138927866977,0.0,4.4708473857852455,0.09750625506949259,2.321191727213148,1.9968686188423001e-16,0.381347639115581,0.000959385090877672,-0.6338638927866976,0.008182575312017729,-0.262397639115581,0.00805139779783128,1.0,0.0,0.9996804935572611,1.0411999274271736e-16,0.0888142278379949,0.008302823355951379,0.36019671307616885,3.107601726870134e-17
