noise,fixed_pfa_mean,fixed_pfa_ci95,empirical_pfa_mean,empirical_pfa_ci95,gaussian_pfa_mean,gaussian_pfa_ci95,fixed_pd_mean,fixed_pd_ci95,empirical_pd_mean,empirical_pd_ci95,gaussian_pd_mean,gaussian_pd_ci95,fixed_tau_mean,fixed_tau_ci95,empirical_tau_mean,empirical_tau_ci95,gaussian_tau_mean,gaussian_tau_ci95
0.05,0.0,0.0,0.010311111111111111,0.000990548423677972,0.023777777777777776,0.0011226104104603272,1.0,0.0,1.0,0.0,1.0,0.0,0.8808068954250499,4.0407995041904695e-17,0.21209285528996116,0.0018714556683396073,0.1899229013661636,0.0007230373756830685
0.1,0.008055555555555555,0.000710242980625863,0.010733333333333334,0.0011378327453197324,0.026766666666666668,0.0014176566781896934,1.0,0.0,1.0,0.0,1.0,0.0,0.8808068954250499,4.0407995041904695e-17,0.8538340125133949,0.0055723196419052295,0.7592445583040954,0.0025485655204829315
0.15,0.46426666666666677,0.003600242330427679,0.010088888888888889,0.0010298871583631188,0.025344444444444447,0.0013802476662773033,1.0,0.0,0.9999444444444444,5.5004779389073385e-05,0.9999666666666667,3.639628628269815e-05,0.8808068954250499,4.0407995041904695e-17,1.920322954188773,0.01765484684150696,1.7094385728921169,0.007124321050317715
0.2,0.9017222222222223,0.002045756542141506,0.009955555555555556,0.0009088191113178887,0.024377777777777773,0.0012707786827852994,1.0,0.0,0.9705333333333335,0.0018822611439565267,0.9876888888888887,0.0008663671591717181,0.8808068954250499,4.0407995041904695e-17,3.4300956463267673,0.02564096215103737,3.051634011184982,0.01243189192822954
0.25,0.9871666666666665,0.0006478660126680276,0.010388888888888888,0.0008294209667349866,0.02564444444444445,0.0014845287699452754,1.0,0.0,0.7849999999999999,0.007026847111760453,0.8696333333333334,0.0027653638330228936,0.8808068954250499,4.0407995041904695e-17,5.311170875068717,0.03904481257922003,4.742602168214722,0.017419597154746114
0.3,0.9982333333333334,0.00026422727165372124,0.010511111111111112,0.0008886202046031525,0.025566666666666665,0.0011800606777048097,1.0,0.0,0.5218222222222221,0.00965492924580974,0.6553555555555557,0.005870391013351503,0.8808068954250499,4.0407995041904695e-17,7.697187588784613,0.056803146992167874,6.85520611167463,0.026083609434167127
0.4,0.9999666666666667,3.639628628269815e-05,0.010433333333333333,0.0011097828351761423,0.025644444444444445,0.00124472119528046,1.0,0.0,0.21980000000000002,0.008969363530116101,0.3350666666666667,0.00519893909602122,0.8808068954250499,4.0407995041904695e-17,13.653715854153129,0.13053602273256687,12.156926818212195,0.04776780254828743
0.5,1.0,0.0,0.010444444444444445,0.0008895031594003627,0.025599999999999998,0.0011317799406120885,1.0,0.0,0.1065777777777778,0.004773424127792213,0.18304444444444445,0.004115235064439165,0.8808068954250499,4.0407995041904695e-17,21.36836532626229,0.1552910180435138,19.017105345095352,0.07020918866679843
