noise,fixed_tau,empirical_tau,gaussian_tau,fixed_pfa,empirical_pfa,gaussian_pfa,fixed_pd,empirical_pd,gaussian_pd,repetition
0.15,0.88080689542505,1.8924654065802038,1.688790292500609,0.455,0.012333333333333333,0.030666666666666665,1.0,0.9993333333333333,0.9996666666666667,4
0.15,0.88080689542505,1.9525335871293559,1.7197129635732655,0.4623333333333333,0.009,0.028,1.0,1.0,1.0,5
0.15,0.88080689542505,1.8591118630518508,1.66719158447257,0.46366666666666667,0.013,0.030666666666666665,1.0,1.0,1.0,6
0.15,0.88080689542505,1.9342252414935701,1.7092596568193064,0.4543333333333333,0.008,0.023333333333333334,1.0,1.0,1.0,7
0.15,0.88080689542505,1.9195386364644371,1.7083466453697267,0.4713333333333333,0.010666666666666666,0.026,1.0,1.0,1.0,8
0.15,0.88080689542505,1.8891697922653232,1.7182051738325963,0.4683333333333333,0.012,0.021666666666666667,1.0,1.0,1.0,9
0.15,0.88080689542505,1.8033299559171176,1.6670724853434744,0.4716666666666667,0.015666666666666666,0.028,1.0,1.0,1.0,10
0.15,0.88080689542505,1.9547499337781495,1.7140534667100438,0.4666666666666667,0.010333333333333333,0.025,1.0,1.0,1.0,11
0.15,0.88080689542505,1.9166561540463267,1.7060779390447385,0.45566666666666666,0.007666666666666666,0.021,1.0,1.0,1.0,12
0.15,0.88080689542505,2.009693600558856,1.739814416015065,0.4776666666666667,0.007333333333333333,0.025666666666666667,1.0,1.0,1.0,13
0.15,0.88080689542505,1.8539136150849367,1.6886066234210433,0.461,0.011,0.022333333333333334,1.0,1.0,1.0,14
0.15,0.88080689542505,1.9759933927639797,1.7319514341299835,0.4786666666666667,0.008333333333333333,0.022333333333333334,1.0,1.0,1.0,15
0.15,0.88080689542505,1.9145898305245632,1.712746372716869,0.46066666666666667,0.009333333333333334,0.026,1.0,0.9996666666666667,0.9996666666666667,16
0.15,0.88080689542505,1.9259990043179693,1.6974325832191766,0.4653333333333333,0.008666666666666666,0.028,1.0,1.0,1.0,17
0.15,0.88080689542505,1.9471901049562625,1.696114228736676,0.468,0.010333333333333333,0.029666666666666668,1.0,0.9996666666666667,0.9996666666666667,18
0.15,0.88080689542505,1.8303060799500457,1.6913009342603147,0.4573333333333333,0.016666666666666666,0.028333333333333332,1.0,1.0,1.0,19
0.15,0.88080689542505,1.9591626358251975,1.6983200450519713,0.4776666666666667,0.009,0.029666666666666668,1.0,1.0,1.0,20
0.15,0.88080689542505,1.9163953121389785,1.7244155823830534,0.443,0.010666666666666666,0.023333333333333334,1.0,1.0,1.0,21
0.15,0.88080689542505,1.8663719252591178,1.6853807130852003,0.4693333333333333,0.017666666666666667,0.036,1.0,1.0,1.0,22
0.15,0.88080689542505,1.8985919314422661,1.6929307903742707,0.46066666666666667,0.010666666666666666,0.025333333333333333,1.0,1.0,1.0,23
0.15,0.88080689542505,1.896798540571425,1.714044361956256,0.45866666666666667,0.010333333333333333,0.021666666666666667,1.0,1.0,1.0,24
0.15,0.88080689542505,1.9315381259277977,1.7319216880226243,0.4686666666666667,0.009666666666666667,0.019666666666666666,1.0,1.0,1.0,25
0.15,0.88080689542505,1.9212319065639927,1.707069278661179,0.48633333333333334,0.007666666666666666,0.027333333333333334,1.0,1.0,1.0,26
0.15,0.88080689542505,2.0223616867708323,1.747254036573529,0.457,0.004333333333333333,0.019,1.0,1.0,1.0,27
