noise,fixed_tau,empirical_tau,gaussian_tau,fixed_pfa,empirical_pfa,gaussian_pfa,fixed_pd,empirical_pd,gaussian_pd,repetition
0.4,0.88080689542505,13.367023801671769,12.14326966711133,0.9996666666666667,0.013333333333333334,0.022,1.0,0.23266666666666666,0.32866666666666666,19
0.4,0.88080689542505,13.860568377858918,12.154208901204138,1.0,0.007666666666666666,0.027333333333333334,1.0,0.197,0.31466666666666665,20
0.4,0.88080689542505,13.436669084329171,12.16560781035767,1.0,0.011,0.026333333333333334,1.0,0.241,0.3496666666666667,21
0.4,0.88080689542505,14.097338078851815,12.352762614425007,1.0,0.009333333333333334,0.024666666666666667,1.0,0.183,0.31166666666666665,22
0.4,0.88080689542505,13.261420081261374,11.997546573991123,1.0,0.013,0.026333333333333334,1.0,0.23633333333333334,0.346,23
0.4,0.88080689542505,13.867557052340944,12.267002693115083,1.0,0.006333333333333333,0.02,1.0,0.21066666666666667,0.337,24
0.4,0.88080689542505,13.756404805940505,12.168739762431176,1.0,0.009666666666666667,0.025666666666666667,1.0,0.21666666666666667,0.339,25
0.4,0.88080689542505,13.303535778391126,12.150411435479322,0.9996666666666667,0.013666666666666667,0.026333333333333334,1.0,0.24133333333333334,0.33,26
0.4,0.88080689542505,14.90966422455371,12.46152011412,1.0,0.0036666666666666666,0.021,1.0,0.152,0.31066666666666665,27
0.4,0.88080689542505,13.927076004941364,12.286644517488448,1.0,0.007666666666666666,0.02,1.0,0.20066666666666666,0.3263333333333333,28
0.4,0.88080689542505,13.30190174878019,12.141865543326112,1.0,0.015,0.029666666666666668,1.0,0.24433333333333335,0.3403333333333333,29
0.5,0.88080689542505,20.390980423770923,18.784705770378185,1.0,0.013333333333333334,0.028,1.0,0.13633333333333333,0.198,0
0.5,0.88080689542505,21.070816109828126,19.051068998767697,1.0,0.009666666666666667,0.023333333333333334,1.0,0.123,0.18833333333333332,1
0.5,0.88080689542505,21.377975386015148,19.176411354480912,1.0,0.009333333333333334,0.022,1.0,0.098,0.16866666666666666,2
0.5,0.88080689542505,21.353673948418013,18.93654026289032,1.0,0.013666666666666667,0.024666666666666667,1.0,0.105,0.19266666666666668,3
0.5,0.88080689542505,21.575890321447307,19.1466738507265,1.0,0.007,0.028333333333333332,1.0,0.10433333333333333,0.17966666666666667,4
0.5,0.88080689542505,21.547524639291215,18.943532001273198,1.0,0.009,0.026,1.0,0.098,0.18133333333333335,5
0.5,0.88080689542505,21.666398472150934,19.21622523927995,1.0,0.010666666666666666,0.024666666666666667,1.0,0.10466666666666667,0.18233333333333332,6
0.5,0.88080689542505,21.404921195592486,18.90053056586767,1.0,0.009666666666666667,0.025333333333333333,1.0,0.097,0.16766666666666666,7
0.5,0.88080689542505,21.466846066730486,19.06404224241466,1.0,0.009,0.02666666666666667,1.0,0.10733333333333334,0.183,8
0.5,0.88080689542505,20.97053439032971,18.96666583196047,1.0,0.012666666666666666,0.024333333333333332,1.0,0.10933333333333334,0.18133333333333335,9
0.5,0.88080689542505,21.174706624108182,19.065327063014166,1.0,0.013666666666666667,0.028333333333333332,1.0,0.11866666666666667,0.18966666666666668,10
0.5,0.88080689542505,21.291625927274563,18.8634570899048,1.0,0.014,0.028666666666666667,1.0,0.10566666666666667,0.185,11
0.5,0.88080689542505,21.496397418914615,19.031885300699635,1.0,0.012333333333333333,0.028666666666666667,1.0,0.09533333333333334,0.17333333333333334,12
0.5,0.88080689542505,21.616205762070848,19.434138871078694,1.0,0.007,0.018666666666666668,1.0,0.10666666666666667,0.17933333333333334,13
0.5,0.88080689542505,21.50025880593159,18.906338574707384,1.0,0.008666666666666666,0.025333333333333333,1.0,0.106,0.18466666666666667,14
0.5,0.88080689542505,20.946178366347088,18.662912089965857,1.0,0.013666666666666667,0.033666666666666664,1.0,0.11966666666666667,0.20566666666666666,15
0.5,0.88080689542505,21.32485818526898,18.940105736469185,1.0,0.011333333333333334,0.028,1.0,0.10866666666666666,0.18733333333333332,16
0.5,0.88080689542505,21.460973225008058,19.155266933520227,1.0,0.008,0.024666666666666667,1.0,0.1,0.17266666666666666,17
0.5,0.88080689542505,21.137075825940233,18.84623330463987,1.0,0.014,0.026,1.0,0.11733333333333333,0.19233333333333333,18
0.5,0.88080689542505,21.053122636183893,18.64602752151832,1.0,0.011333333333333334,0.032,1.0,0.12066666666666667,0.20966666666666667,19
0.5,0.88080689542505,21.32518972187265,18.785391871791415,1.0,0.009,0.020666666666666667,1.0,0.10666666666666667,0.18766666666666668,20
0.5,0.88080689542505,21.138785173489598,19.00222215893953,1.0,0.012333333333333333,0.025,1.0,0.09533333333333334,0.17333333333333334,21
0.5,0.88080689542505,20.613978303327233,18.84788106699643,1.0,0.014333333333333333,0.025666666666666667,1.0,0.131,0.203,22
0.5,0.88080689542505,21.603879316716572,18.905420681000237,1.0,0.008333333333333333,0.023666666666666666,1.0,0.09533333333333334,0.175,23
0.5,0.88080689542505,21.969802314020907,19.25763034484107,1.0,0.008333333333333333,0.024333333333333332,1.0,0.08966666666666667,0.17333333333333334,24
0.5,0.88080689542505,20.89150329845915,18.92383236678962,1.0,0.011666666666666667,0.02666666666666667,1.0,0.11933333333333333,0.18833333333333332,25
0.5,0.88080689542505,21.570610474625475,19.32995848106524,1.0,0.009666666666666667,0.02,1.0,0.10366666666666667,0.16866666666666666,26
0.5,0.88080689542505,22.08342524446299,19.288729103527068,1.0,0.006666666666666667,0.025,1.0,0.086,0.162,27
0.5,0.88080689542505,22.703011219390355,19.272964628011415,1.0,0.006666666666666667,0.023666666666666666,1.0,0.073,0.17366666666666666,28
0.5,0.88080689542505,21.32381099088135,19.16104104634083,1.0,0.008333333333333333,0.026,1.0,0.11566666666666667,0.18366666666666667,29
