weight_mode,R2,MAE,RMSE,bias,max_abs_error
unweighted,0.9999610359009187,0.0016998826997440847,0.002484822488105588,-0.00012539275976657406,0.00979864203623515
weighted,0.9999639263365381,0.0014919387335223095,0.002363103801158715,-0.0003458547203030957,0.008364163381949563
