mean_mc_PFA_emp_tau,mean_theory_PFA_emp_tau,mean_mc_PFA_spec_tau,mean_theory_PFA_spec_tau,mean_tau_relative_error,mean_abs_tau_relative_error,max_abs_tau_relative_error,max_abs_mean_moment_difference,max_abs_variance_moment_difference,max_abs_constant_shift
0.010070987654320988,0.01015539136542498,0.009896913580246915,0.010000000002685309,0.0016273811223318434,0.0160191046346981,0.08686902027877186,2.264626158068493e-15,9.14890124899098e-15,0.0
