graph_type,weight_mode,n,noise_model,sigma,amplitude,tau_empirical_mean,tau_spectral_mean,tau_relative_error_mean,pfa_mc_emp_mean,pfa_mc_spec_mean,pfa_theory_emp_mean,pfa_theory_spec_mean,pd_mc_emp_mean,pd_theory_emp_mean,pd_mc_spec_mean,pd_theory_spec_mean,variance_cv_mean,mean_abs_correlation_mean,sigma_condition_number_mean,max_abs_constant_shift
barabasi_albert,weighted,15,correlated,0.3,3.0,10.812926304353539,10.863917437863401,0.005308401820723973,0.0106,0.0098,0.010403912867369433,0.00999999999329291,1.0,0.9999712938423645,1.0,0.9999761980223486,0.03796160435735265,0.12208100013048252,5.631203284264821,0.0
barabasi_albert,weighted,15,heteroscedastic,0.15,1.0,4.283050008705854,4.273747088215129,-0.0020576147441101734,0.008733333333333334,0.008933333333333333,0.00986765247561803,0.010000000011617901,0.7524000000000001,0.7529189713425334,0.7534666666666666,0.7544442007727296,0.46819366839553894,0.0,5.444444444444444,0.0
barabasi_albert,weighted,15,heteroscedastic,0.15,1.75,4.283050008705854,4.273747088215129,-0.0020576147441101734,0.008733333333333334,0.008933333333333333,0.00986765247561803,0.010000000011617901,0.9994,0.9995313824721902,0.9994,0.9995769805993135,0.46819366839553894,0.0,5.444444444444444,0.0
barabasi_albert,weighted,15,heteroscedastic,0.15,3.0,4.283050008705854,4.273747088215129,-0.0020576147441101734,0.008733333333333334,0.008933333333333333,0.00986765247561803,0.010000000011617901,1.0,0.999999999996655,1.0,0.9999999999965846,0.46819366839553894,0.0,5.444444444444444,0.0
barabasi_albert,weighted,15,heteroscedastic,0.3,1.0,15.915225024063957,15.959499585283892,0.002647609397290035,0.0104,0.010133333333333333,0.010196726837717144,0.010000000001026021,0.1684,0.1716013124029215,0.16779999999999998,0.17022455336117392,0.46819366839553894,0.0,5.444444444444444,0.0
barabasi_albert,weighted,15,heteroscedastic,0.3,1.75,15.915225024063957,15.959499585283892,0.002647609397290035,0.0104,0.010133333333333333,0.010196726837717144,0.010000000001026021,0.6569999999999999,0.6590572567473577,0.6544666666666666,0.6567844362091103,0.46819366839553894,0.0,5.444444444444444,0.0
barabasi_albert,weighted,15,heteroscedastic,0.3,3.0,15.915225024063957,15.959499585283892,0.002647609397290035,0.0104,0.010133333333333333,0.010196726837717144,0.010000000001026021,0.9914666666666667,0.9909678324986341,0.9912,0.9907475626729613,0.46819366839553894,0.0,5.444444444444444,0.0
barabasi_albert,weighted,15,iid,0.15,1.0,3.7985161809369514,3.806090473556212,0.002469064056156184,0.010799999999999999,0.0106,0.010239867743782124,0.010000000057022193,0.8387333333333333,0.8401380204417751,0.8385333333333334,0.8402256306344248,1.541976423090495e-16,0.0,1.0,0.0
barabasi_albert,weighted,15,iid,0.15,1.75,3.7985161809369514,3.806090473556212,0.002469064056156184,0.010799999999999999,0.0106,0.010239867743782124,0.010000000057022193,0.9870000000000001,0.9872663679042883,0.9860000000000001,0.9863439157171091,1.541976423090495e-16,0.0,1.0,0.0
barabasi_albert,weighted,15,iid,0.15,3.0,3.7985161809369514,3.806090473556212,0.002469064056156184,0.010799999999999999,0.0106,0.010239867743782124,0.010000000057022193,1.0,0.9999999987197805,1.0,0.9999999966805081,1.541976423090495e-16,0.0,1.0,0.0
barabasi_albert,weighted,15,iid,0.3,1.0,15.188170624641998,15.232504779478234,0.003960536350741581,0.009466666666666667,0.009333333333333332,0.010367843177544763,0.010000000033976312,0.1966,0.1887596803545267,0.19466666666666665,0.1863025032847171,1.541976423090495e-16,0.0,1.0,0.0
barabasi_albert,weighted,15,iid,0.3,1.75,15.188170624641998,15.232504779478234,0.003960536350741581,0.009466666666666667,0.009333333333333332,0.010367843177544763,0.010000000033976312,0.717,0.7253948768155235,0.7153333333333333,0.7222611900877384,1.541976423090495e-16,0.0,1.0,0.0
barabasi_albert,weighted,15,iid,0.3,3.0,15.188170624641998,15.232504779478234,0.003960536350741581,0.009466666666666667,0.009333333333333332,0.010367843177544763,0.010000000033976312,0.9979333333333334,0.9979943231238758,0.9980666666666665,0.9980557422599277,1.541976423090495e-16,0.0,1.0,0.0
barabasi_albert,weighted,30,correlated,0.15,1.0,5.566412074764813,5.589684599827174,0.0043045969122628746,0.008866666666666667,0.008266666666666667,0.010464206906027673,0.009999999991306944,0.7942,0.7954834962120229,0.7906,0.7916791270645538,0.03675133070075422,0.059855018470208916,5.730121634834237,0.0
barabasi_albert,weighted,30,correlated,0.15,1.75,5.566412074764813,5.589684599827174,0.0043045969122628746,0.008866666666666667,0.008266666666666667,0.010464206906027673,0.009999999991306944,0.9999333333333333,0.9999726235516072,0.9999333333333333,0.9999716405929066,0.03675133070075422,0.059855018470208916,5.730121634834237,0.0
barabasi_albert,weighted,30,correlated,0.15,3.0,5.566412074764813,5.589684599827174,0.0043045969122628746,0.008866666666666667,0.008266666666666667,0.010464206906027673,0.009999999991306944,1.0,0.9999999999599151,1.0,0.9999999999610303,0.03675133070075422,0.059855018470208916,5.730121634834237,0.0
barabasi_albert,weighted,30,correlated,0.3,1.0,22.26844847445959,22.506545575758086,0.010559127243763441,0.011866666666666666,0.010933333333333331,0.011069622119277941,0.010000000080109392,0.17233333333333334,0.1704835271841616,0.1638666666666667,0.16280763398063144,0.035589644858051925,0.05993423891505911,5.7562570929322066,0.0
barabasi_albert,weighted,30,correlated,0.3,1.75,22.26844847445959,22.506545575758086,0.010559127243763441,0.011866666666666666,0.010933333333333331,0.011069622119277941,0.010000000080109392,0.6488666666666667,0.6497524103010911,0.6372,0.6378349895051084,0.035589644858051925,0.05993423891505911,5.7562570929322066,0.0
barabasi_albert,weighted,30,correlated,0.3,3.0,22.26844847445959,22.506545575758086,0.010559127243763441,0.011866666666666666,0.010933333333333331,0.011069622119277941,0.010000000080109392,0.9983333333333334,0.9982633071493637,0.9981333333333332,0.9980146017364314,0.035589644858051925,0.05993423891505911,5.7562570929322066,0.0
barabasi_albert,weighted,30,heteroscedastic,0.15,1.0,8.075031235600242,8.105898896572095,0.0031042183191909885,0.01,0.0098,0.010185498273486656,0.009999999992124642,0.5371333333333334,0.5313643895866532,0.5346000000000001,0.5289587408255233,0.45434452223505745,0.0,5.444444444444444,0.0
barabasi_albert,weighted,30,heteroscedastic,0.15,1.75,8.075031235600242,8.105898896572095,0.0031042183191909885,0.01,0.0098,0.010185498273486656,0.009999999992124642,0.9886666666666667,0.988414553968579,0.9878666666666667,0.9871100814497534,0.45434452223505745,0.0,5.444444444444444,0.0
barabasi_albert,weighted,30,heteroscedastic,0.15,3.0,8.075031235600242,8.105898896572095,0.0031042183191909885,0.01,0.0098,0.010185498273486656,0.009999999992124642,1.0,0.999999996145943,1.0,0.9999999891961275,0.45434452223505745,0.0,5.444444444444444,0.0
barabasi_albert,weighted,30,heteroscedastic,0.3,1.0,30.287373197416798,30.360951444784078,0.0009481400879041563,0.011733333333333332,0.011666666666666667,0.010131031470672366,0.00999999998504956,0.09626666666666667,0.09241084746723953,0.09546666666666666,0.09313013448129975,0.45434452223505745,0.0,5.444444444444444,0.0
barabasi_albert,weighted,30,heteroscedastic,0.3,1.75,30.287373197416798,30.360951444784078,0.0009481400879041563,0.011733333333333332,0.011666666666666667,0.010131031470672366,0.00999999998504956,0.43039999999999995,0.4307571361641056,0.4308666666666667,0.43070825218838843,0.45434452223505745,0.0,5.444444444444444,0.0
barabasi_albert,weighted,30,heteroscedastic,0.3,3.0,30.287373197416798,30.360951444784078,0.0009481400879041563,0.011733333333333332,0.011666666666666667,0.010131031470672366,0.00999999998504956,0.9360666666666667,0.9379040720348456,0.9343333333333333,0.9357682889226052,0.45434452223505745,0.0,5.444444444444444,0.0
barabasi_albert,weighted,30,iid,0.15,1.0,7.077894737778237,7.083868325767841,0.0010797070332518252,0.009,0.008533333333333334,0.010120305207084864,0.009999999999854015,0.6548666666666666,0.6496899060019201,0.6536666666666666,0.6483741139616572,1.5419764230904954e-16,0.0,1.0,0.0
barabasi_albert,weighted,30,iid,0.15,1.75,7.077894737778237,7.083868325767841,0.0010797070332518252,0.009,0.008533333333333334,0.010120305207084864,0.009999999999854015,0.9969333333333333,0.9969265211584947,0.9974,0.9970934802661725,1.5419764230904954e-16,0.0,1.0,0.0
barabasi_albert,weighted,30,iid,0.15,3.0,7.077894737778237,7.083868325767841,0.0010797070332518252,0.009,0.008533333333333334,0.010120305207084864,0.009999999999854015,1.0,0.9999999999914843,1.0,0.9999999999917838,1.5419764230904954e-16,0.0,1.0,0.0
barabasi_albert,weighted,30,iid,0.3,1.0,28.501917476938388,28.366141475291204,-0.004759798082548384,0.008599999999999998,0.009133333333333334,0.009569282499690005,0.009999999980090712,0.10506666666666668,0.10252009386522525,0.10759999999999999,0.10555209648277153,1.5419764230904954e-16,0.0,1.0,0.0
barabasi_albert,weighted,30,iid,0.3,1.75,28.501917476938388,28.366141475291204,-0.004759798082548384,0.008599999999999998,0.009133333333333334,0.009569282499690005,0.009999999980090712,0.4938,0.49306676351882534,0.49993333333333334,0.4991567360695486,1.5419764230904954e-16,0.0,1.0,0.0
barabasi_albert,weighted,30,iid,0.3,3.0,28.501917476938388,28.366141475291204,-0.004759798082548384,0.008599999999999998,0.009133333333333334,0.009569282499690005,0.009999999980090712,0.9810666666666666,0.9816700554468544,0.9820666666666668,0.9819723340105182,1.5419764230904954e-16,0.0,1.0,0.0
