graph_type,num_sensors,noise,amplitude,num_edges_mean,num_edges_ci95,mean_degree_mean,mean_degree_ci95,mean_anomaly_degree_mean,mean_anomaly_degree_ci95,trace_L_mean,trace_L_ci95,trace_L2_mean,trace_L2_ci95,lambda_2_mean,lambda_2_ci95,lambda_max_mean,lambda_max_ci95,tau_mean,tau_ci95,pfa_mean,pfa_ci95,pd_mean,pd_ci95
grid,20,0.1,2.0,31.0,0.0,3.1000000000000005,1.9968686188423001e-16,3.104375,0.006180045285986352,62.0,0.0,264.0,0.0,0.3819660112501049,2.4960857735528752e-17,7.032247551122994,3.9937372376846002e-16,1.297608828275679,0.01571375090719803,0.010275000000000001,0.0018870441798861269,1.0,0.0
grid,20,0.1,3.0,31.0,0.0,3.1000000000000005,1.9968686188423001e-16,3.101125,0.0050121263215483665,62.0,0.0,264.0,0.0,0.3819660112501049,2.4960857735528752e-17,7.032247551122994,3.9937372376846002e-16,1.2910142055029674,0.017773911052433863,0.009925,0.0016371928960716169,1.0,0.0
grid,20,0.2,0.5,31.0,0.0,3.1000000000000005,1.9968686188423001e-16,3.1004499999999995,0.007289368162641139,62.0,0.0,264.0,0.0,0.3819660112501049,2.4960857735528752e-17,7.032247551122994,3.9937372376846002e-16,5.154260672850528,0.0614172337845762,0.010275000000000001,0.0013423439632931171,0.07007500000000001,0.0046914511894676995
grid,20,0.2,1.0,31.0,0.0,3.1000000000000005,1.9968686188423001e-16,3.1017750000000004,0.008701859507871676,62.0,0.0,264.0,0.0,0.3819660112501049,2.4960857735528752e-17,7.032247551122994,3.9937372376846002e-16,5.241327873203279,0.05391375973733185,0.008500000000000002,0.0011308618045776555,0.522125,0.013782099593694948
grid,20,0.2,1.5,31.0,0.0,3.1000000000000005,1.9968686188423001e-16,3.0951500000000003,0.007333682940629782,62.0,0.0,264.0,0.0,0.3819660112501049,2.4960857735528752e-17,7.032247551122994,3.9937372376846002e-16,5.177293321137406,0.0682995117389871,0.010125000000000002,0.001710573234174347,0.9568500000000002,0.004261117249093989
grid,20,0.2,2.0,31.0,0.0,3.1000000000000005,1.9968686188423001e-16,3.10005,0.005823811358280943,62.0,0.0,264.0,0.0,0.3819660112501049,2.4960857735528752e-17,7.032247551122994,3.9937372376846002e-16,5.164130747200108,0.07426090122576161,0.0108,0.0017172458978504535,0.9996000000000003,0.00015248537462223428
grid,20,0.2,3.0,31.0,0.0,3.1000000000000005,1.9968686188423001e-16,3.1023000000000005,0.005706543317243747,62.0,0.0,264.0,0.0,0.3819660112501049,2.4960857735528752e-17,7.032247551122994,3.9937372376846002e-16,5.171353811371281,0.05050279952663442,0.009950000000000002,0.0014586084933394926,1.0,0.0
grid,20,0.3,0.5,31.0,0.0,3.1000000000000005,1.9968686188423001e-16,3.102175,0.006588738122936098,62.0,0.0,264.0,0.0,0.3819660112501049,2.4960857735528752e-17,7.032247551122994,3.9937372376846002e-16,11.576463831411818,0.12210669244540416,0.011525,0.0015502906179165245,0.028999999999999998,0.0020334145511533316
grid,20,0.3,1.0,31.0,0.0,3.1000000000000005,1.9968686188423001e-16,3.098775,0.007043766258562477,62.0,0.0,264.0,0.0,0.3819660112501049,2.4960857735528752e-17,7.032247551122994,3.9937372376846002e-16,11.646050657480437,0.1237884247948835,0.009575000000000004,0.0014951868568316485,0.16075,0.008357866700867734
grid,20,0.3,1.5,31.0,0.0,3.1000000000000005,1.9968686188423001e-16,3.09315,0.007659359063469891,62.0,0.0,264.0,0.0,0.3819660112501049,2.4960857735528752e-17,7.032247551122994,3.9937372376846002e-16,11.591847035710792,0.16239257875092503,0.010400000000000001,0.0014459042699621358,0.5445249999999999,0.01840531716508489
grid,20,0.3,2.0,31.0,0.0,3.1000000000000005,1.9968686188423001e-16,3.1026499999999997,0.0049165289638760015,62.0,0.0,264.0,0.0,0.3819660112501049,2.4960857735528752e-17,7.032247551122994,3.9937372376846002e-16,11.577154973576445,0.10496673167311583,0.010675,0.0013991330210263483,0.889875,0.005655593947123224
grid,20,0.3,3.0,31.0,0.0,3.1000000000000005,1.9968686188423001e-16,3.100925,0.005707816482684073,62.0,0.0,264.0,0.0,0.3819660112501049,2.4960857735528752e-17,7.032247551122994,3.9937372376846002e-16,11.538311654167195,0.09186553146188513,0.010625,0.0010201195750344275,0.9997750000000002,0.00011185022880713194
