graph_type,num_sensors,noise,amplitude,num_edges,mean_degree,mean_anomaly_degree,trace_L,trace_L2,lambda_2,lambda_max,tau,pfa,pd,repetition
ring,80,0.3,2.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.388219134694538,0.013,0.593,12
ring,80,0.3,2.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.614143868886636,0.0115,0.5715,13
ring,80,0.3,2.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.58889853476741,0.0045,0.5445,14
ring,80,0.3,2.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,22.070182971319895,0.0115,0.519,15
ring,80,0.3,2.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.54861184882771,0.008,0.568,16
ring,80,0.3,2.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.614867162165908,0.01,0.5565,17
ring,80,0.3,2.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,22.474704401687198,0.009,0.474,18
ring,80,0.3,2.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,22.38855348785969,0.0085,0.486,19
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.97780760257167,0.0085,0.981,0
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.51202288622809,0.009,0.9915,1
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.405205848666,0.0105,0.9915,2
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.670128488761463,0.0135,0.99,3
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,22.160737675222727,0.0055,0.9845,4
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.71444619981803,0.01,0.99,5
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.52820331728627,0.009,0.993,6
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.021706356674095,0.018,0.996,7
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.711687128462458,0.0115,0.9915,8
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.517932779657226,0.0085,0.988,9
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.501450812698504,0.0105,0.995,10
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.230246430603245,0.0105,0.988,11
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,22.26467190640943,0.0025,0.9775,12
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.99314682507859,0.009,0.9865,13
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,22.339703916864874,0.0055,0.9885,14
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.617501740165803,0.009,0.988,15
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,22.10781593160283,0.008,0.988,16
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.36499804105212,0.012,0.9935,17
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.79497761490355,0.01,0.986,18
ring,80,0.3,3.0,80,2.0,2.0,160.0,480.0,0.006165332533743071,3.9999999999999996,21.62797096381485,0.0135,0.989,19
grid,10,0.1,0.5,13,2.6,2.6075,26.0,98.0,0.45685272851040637,5.941623247098443,0.6710685141952842,0.019,0.711,0
grid,10,0.1,0.5,13,2.6,2.584,26.0,98.0,0.45685272851040637,5.941623247098443,0.6906106948412608,0.0055,0.6885,1
grid,10,0.1,0.5,13,2.6,2.6065,26.0,98.0,0.45685272851040637,5.941623247098443,0.7053377465031798,0.011,0.647,2
grid,10,0.1,0.5,13,2.6,2.6145,26.0,98.0,0.45685272851040637,5.941623247098443,0.6923776565342111,0.009,0.677,3
grid,10,0.1,0.5,13,2.6,2.595,26.0,98.0,0.45685272851040637,5.941623247098443,0.7244419159192195,0.0085,0.6495,4
grid,10,0.1,0.5,13,2.6,2.6005,26.0,98.0,0.45685272851040637,5.941623247098443,0.6768363210075294,0.018,0.6985,5
grid,10,0.1,0.5,13,2.6,2.591,26.0,98.0,0.45685272851040637,5.941623247098443,0.678888393948324,0.0165,0.697,6
grid,10,0.1,0.5,13,2.6,2.6115,26.0,98.0,0.45685272851040637,5.941623247098443,0.7165637747481377,0.0075,0.6665,7
grid,10,0.1,0.5,13,2.6,2.613,26.0,98.0,0.45685272851040637,5.941623247098443,0.7265646791103839,0.01,0.6515,8
grid,10,0.1,0.5,13,2.6,2.622,26.0,98.0,0.45685272851040637,5.941623247098443,0.7324294183319792,0.0055,0.6495,9
grid,10,0.1,0.5,13,2.6,2.6075,26.0,98.0,0.45685272851040637,5.941623247098443,0.7231285856809575,0.0075,0.6495,10
grid,10,0.1,0.5,13,2.6,2.6025,26.0,98.0,0.45685272851040637,5.941623247098443,0.7164639306478607,0.0085,0.642,11
grid,10,0.1,0.5,13,2.6,2.588,26.0,98.0,0.45685272851040637,5.941623247098443,0.7211974876965888,0.009,0.6295,12
grid,10,0.1,0.5,13,2.6,2.622,26.0,98.0,0.45685272851040637,5.941623247098443,0.6990958774975528,0.01,0.678,13
grid,10,0.1,0.5,13,2.6,2.6105,26.0,98.0,0.45685272851040637,5.941623247098443,0.7413197353239417,0.006,0.62,14
grid,10,0.1,0.5,13,2.6,2.6155,26.0,98.0,0.45685272851040637,5.941623247098443,0.6993825191264738,0.0095,0.7005,15
grid,10,0.1,0.5,13,2.6,2.583,26.0,98.0,0.45685272851040637,5.941623247098443,0.6506213104086522,0.016,0.721,16
grid,10,0.1,0.5,13,2.6,2.5985,26.0,98.0,0.45685272851040637,5.941623247098443,0.6796780016455592,0.0095,0.6785,17
grid,10,0.1,0.5,13,2.6,2.5855,26.0,98.0,0.45685272851040637,5.941623247098443,0.6994440549120108,0.0105,0.6735,18
grid,10,0.1,0.5,13,2.6,2.615,26.0,98.0,0.45685272851040637,5.941623247098443,0.6934000427385123,0.01,0.6945,19
grid,10,0.1,1.0,13,2.6,2.6215,26.0,98.0,0.45685272851040637,5.941623247098443,0.7044744596026111,0.013,1.0,0
grid,10,0.1,1.0,13,2.6,2.604,26.0,98.0,0.45685272851040637,5.941623247098443,0.7399800806058751,0.01,1.0,1
grid,10,0.1,1.0,13,2.6,2.576,26.0,98.0,0.45685272851040637,5.941623247098443,0.6680593499948567,0.0145,1.0,2
grid,10,0.1,1.0,13,2.6,2.5995,26.0,98.0,0.45685272851040637,5.941623247098443,0.7235389440534814,0.012,1.0,3
grid,10,0.1,1.0,13,2.6,2.59,26.0,98.0,0.45685272851040637,5.941623247098443,0.7369418808605874,0.0065,1.0,4
grid,10,0.1,1.0,13,2.6,2.591,26.0,98.0,0.45685272851040637,5.941623247098443,0.7356591949669792,0.01,1.0,5
grid,10,0.1,1.0,13,2.6,2.616,26.0,98.0,0.45685272851040637,5.941623247098443,0.6597737483213344,0.013,1.0,6
grid,10,0.1,1.0,13,2.6,2.597,26.0,98.0,0.45685272851040637,5.941623247098443,0.7141692513693491,0.0095,1.0,7
grid,10,0.1,1.0,13,2.6,2.602,26.0,98.0,0.45685272851040637,5.941623247098443,0.7424033020556249,0.008,1.0,8
grid,10,0.1,1.0,13,2.6,2.6075,26.0,98.0,0.45685272851040637,5.941623247098443,0.7118313898818547,0.0055,1.0,9
grid,10,0.1,1.0,13,2.6,2.567,26.0,98.0,0.45685272851040637,5.941623247098443,0.6952405310102621,0.014,1.0,10
grid,10,0.1,1.0,13,2.6,2.613,26.0,98.0,0.45685272851040637,5.941623247098443,0.7448374071472396,0.0095,1.0,11
grid,10,0.1,1.0,13,2.6,2.6,26.0,98.0,0.45685272851040637,5.941623247098443,0.7117212653256335,0.009,1.0,12
grid,10,0.1,1.0,13,2.6,2.585,26.0,98.0,0.45685272851040637,5.941623247098443,0.6480234739955922,0.02,1.0,13
grid,10,0.1,1.0,13,2.6,2.598,26.0,98.0,0.45685272851040637,5.941623247098443,0.7306717908254065,0.009,1.0,14
grid,10,0.1,1.0,13,2.6,2.6255,26.0,98.0,0.45685272851040637,5.941623247098443,0.6970939759114146,0.013,1.0,15
grid,10,0.1,1.0,13,2.6,2.582,26.0,98.0,0.45685272851040637,5.941623247098443,0.6872315843773181,0.0155,1.0,16
grid,10,0.1,1.0,13,2.6,2.5815,26.0,98.0,0.45685272851040637,5.941623247098443,0.6874653738937169,0.012,1.0,17
grid,10,0.1,1.0,13,2.6,2.5905,26.0,98.0,0.45685272851040637,5.941623247098443,0.7238574853313214,0.009,1.0,18
grid,10,0.1,1.0,13,2.6,2.59,26.0,98.0,0.45685272851040637,5.941623247098443,0.6830472121398673,0.012,1.0,19
grid,10,0.1,1.5,13,2.6,2.5945,26.0,98.0,0.45685272851040637,5.941623247098443,0.6755941708852967,0.0105,1.0,0
grid,10,0.1,1.5,13,2.6,2.5915,26.0,98.0,0.45685272851040637,5.941623247098443,0.7012230679395804,0.0085,1.0,1
grid,10,0.1,1.5,13,2.6,2.588,26.0,98.0,0.45685272851040637,5.941623247098443,0.7153579416717806,0.007,1.0,2
grid,10,0.1,1.5,13,2.6,2.6055,26.0,98.0,0.45685272851040637,5.941623247098443,0.6600089312341025,0.017,1.0,3
grid,10,0.1,1.5,13,2.6,2.61,26.0,98.0,0.45685272851040637,5.941623247098443,0.6972559389096595,0.013,1.0,4
grid,10,0.1,1.5,13,2.6,2.6015,26.0,98.0,0.45685272851040637,5.941623247098443,0.6961236213081348,0.009,1.0,5
grid,10,0.1,1.5,13,2.6,2.59,26.0,98.0,0.45685272851040637,5.941623247098443,0.6389990836533053,0.017,1.0,6
grid,10,0.1,1.5,13,2.6,2.595,26.0,98.0,0.45685272851040637,5.941623247098443,0.7099407698828815,0.01,1.0,7
grid,10,0.1,1.5,13,2.6,2.6155,26.0,98.0,0.45685272851040637,5.941623247098443,0.701948154603331,0.0085,1.0,8
grid,10,0.1,1.5,13,2.6,2.6055,26.0,98.0,0.45685272851040637,5.941623247098443,0.6963454379037185,0.006,1.0,9
grid,10,0.1,1.5,13,2.6,2.594,26.0,98.0,0.45685272851040637,5.941623247098443,0.6918779348120615,0.01,1.0,10
grid,10,0.1,1.5,13,2.6,2.6005,26.0,98.0,0.45685272851040637,5.941623247098443,0.7112485557451282,0.0045,1.0,11
grid,10,0.1,1.5,13,2.6,2.604,26.0,98.0,0.45685272851040637,5.941623247098443,0.6821670219660018,0.0125,1.0,12
grid,10,0.1,1.5,13,2.6,2.58,26.0,98.0,0.45685272851040637,5.941623247098443,0.725087373292097,0.0095,1.0,13
grid,10,0.1,1.5,13,2.6,2.619,26.0,98.0,0.45685272851040637,5.941623247098443,0.7061046980495087,0.0095,1.0,14
grid,10,0.1,1.5,13,2.6,2.593,26.0,98.0,0.45685272851040637,5.941623247098443,0.6959856445799861,0.009,1.0,15
grid,10,0.1,1.5,13,2.6,2.5895,26.0,98.0,0.45685272851040637,5.941623247098443,0.68093860651987,0.013,1.0,16
grid,10,0.1,1.5,13,2.6,2.576,26.0,98.0,0.45685272851040637,5.941623247098443,0.7104984110067974,0.0075,1.0,17
grid,10,0.1,1.5,13,2.6,2.5865,26.0,98.0,0.45685272851040637,5.941623247098443,0.7096135362960337,0.0105,1.0,18
grid,10,0.1,1.5,13,2.6,2.588,26.0,98.0,0.45685272851040637,5.941623247098443,0.7437127352458016,0.01,1.0,19
grid,10,0.1,2.0,13,2.6,2.5815,26.0,98.0,0.45685272851040637,5.941623247098443,0.7024322949471167,0.009,1.0,0
grid,10,0.1,2.0,13,2.6,2.62,26.0,98.0,0.45685272851040637,5.941623247098443,0.6599791777957891,0.011,1.0,1
grid,10,0.1,2.0,13,2.6,2.617,26.0,98.0,0.45685272851040637,5.941623247098443,0.7418805428775638,0.005,1.0,2
grid,10,0.1,2.0,13,2.6,2.599,26.0,98.0,0.45685272851040637,5.941623247098443,0.731489159779541,0.007,1.0,3
grid,10,0.1,2.0,13,2.6,2.597,26.0,98.0,0.45685272851040637,5.941623247098443,0.7025358336317583,0.0115,1.0,4
grid,10,0.1,2.0,13,2.6,2.624,26.0,98.0,0.45685272851040637,5.941623247098443,0.6641998634068991,0.013,1.0,5
grid,10,0.1,2.0,13,2.6,2.5925,26.0,98.0,0.45685272851040637,5.941623247098443,0.686440474072531,0.014,1.0,6
grid,10,0.1,2.0,13,2.6,2.585,26.0,98.0,0.45685272851040637,5.941623247098443,0.6993391145559628,0.012,1.0,7
grid,10,0.1,2.0,13,2.6,2.5835,26.0,98.0,0.45685272851040637,5.941623247098443,0.7244807289467842,0.012,1.0,8
grid,10,0.1,2.0,13,2.6,2.6065,26.0,98.0,0.45685272851040637,5.941623247098443,0.6677124854420735,0.0145,1.0,9
grid,10,0.1,2.0,13,2.6,2.61,26.0,98.0,0.45685272851040637,5.941623247098443,0.70580072466654,0.009,1.0,10
grid,10,0.1,2.0,13,2.6,2.6105,26.0,98.0,0.45685272851040637,5.941623247098443,0.6860521492972851,0.0105,1.0,11
grid,10,0.1,2.0,13,2.6,2.595,26.0,98.0,0.45685272851040637,5.941623247098443,0.6992605468821184,0.008,1.0,12
grid,10,0.1,2.0,13,2.6,2.589,26.0,98.0,0.45685272851040637,5.941623247098443,0.7244340829174222,0.007,1.0,13
grid,10,0.1,2.0,13,2.6,2.583,26.0,98.0,0.45685272851040637,5.941623247098443,0.7058284074249446,0.0155,1.0,14
grid,10,0.1,2.0,13,2.6,2.608,26.0,98.0,0.45685272851040637,5.941623247098443,0.7353905764220314,0.0115,1.0,15
grid,10,0.1,2.0,13,2.6,2.601,26.0,98.0,0.45685272851040637,5.941623247098443,0.7409279343613887,0.0095,1.0,16
grid,10,0.1,2.0,13,2.6,2.575,26.0,98.0,0.45685272851040637,5.941623247098443,0.711152037672914,0.0055,1.0,17
grid,10,0.1,2.0,13,2.6,2.6075,26.0,98.0,0.45685272851040637,5.941623247098443,0.7086187753976838,0.0055,1.0,18
grid,10,0.1,2.0,13,2.6,2.5995,26.0,98.0,0.45685272851040637,5.941623247098443,0.7467838391208613,0.0065,1.0,19
grid,10,0.1,3.0,13,2.6,2.6235,26.0,98.0,0.45685272851040637,5.941623247098443,0.6709664499932981,0.0145,1.0,0
grid,10,0.1,3.0,13,2.6,2.6045,26.0,98.0,0.45685272851040637,5.941623247098443,0.6916702572656441,0.0115,1.0,1
grid,10,0.1,3.0,13,2.6,2.602,26.0,98.0,0.45685272851040637,5.941623247098443,0.6729447034648002,0.016,1.0,2
grid,10,0.1,3.0,13,2.6,2.6015,26.0,98.0,0.45685272851040637,5.941623247098443,0.6768928860086796,0.012,1.0,3
grid,10,0.1,3.0,13,2.6,2.6055,26.0,98.0,0.45685272851040637,5.941623247098443,0.7063799144692146,0.015,1.0,4
grid,10,0.1,3.0,13,2.6,2.5695,26.0,98.0,0.45685272851040637,5.941623247098443,0.7365691291154065,0.009,1.0,5
grid,10,0.1,3.0,13,2.6,2.616,26.0,98.0,0.45685272851040637,5.941623247098443,0.7144425012722513,0.01,1.0,6
grid,10,0.1,3.0,13,2.6,2.6085,26.0,98.0,0.45685272851040637,5.941623247098443,0.7045498874697299,0.008,1.0,7
grid,10,0.1,3.0,13,2.6,2.572,26.0,98.0,0.45685272851040637,5.941623247098443,0.7208625310149981,0.0055,1.0,8
grid,10,0.1,3.0,13,2.6,2.602,26.0,98.0,0.45685272851040637,5.941623247098443,0.6893371354136205,0.009,1.0,9
grid,10,0.1,3.0,13,2.6,2.5845,26.0,98.0,0.45685272851040637,5.941623247098443,0.6983039059630448,0.0095,1.0,10
grid,10,0.1,3.0,13,2.6,2.612,26.0,98.0,0.45685272851040637,5.941623247098443,0.6909418067607881,0.0115,1.0,11
grid,10,0.1,3.0,13,2.6,2.6205,26.0,98.0,0.45685272851040637,5.941623247098443,0.7192798171798438,0.011,1.0,12
grid,10,0.1,3.0,13,2.6,2.5955,26.0,98.0,0.45685272851040637,5.941623247098443,0.746724340747562,0.005,1.0,13
grid,10,0.1,3.0,13,2.6,2.613,26.0,98.0,0.45685272851040637,5.941623247098443,0.685663061605941,0.0115,1.0,14
grid,10,0.1,3.0,13,2.6,2.616,26.0,98.0,0.45685272851040637,5.941623247098443,0.6788670680585529,0.0155,1.0,15
grid,10,0.1,3.0,13,2.6,2.588,26.0,98.0,0.45685272851040637,5.941623247098443,0.7067140481054465,0.0105,1.0,16
grid,10,0.1,3.0,13,2.6,2.5955,26.0,98.0,0.45685272851040637,5.941623247098443,0.7015838159438285,0.0085,1.0,17
grid,10,0.1,3.0,13,2.6,2.5825,26.0,98.0,0.45685272851040637,5.941623247098443,0.7418493934018422,0.008,1.0,18
grid,10,0.1,3.0,13,2.6,2.602,26.0,98.0,0.45685272851040637,5.941623247098443,0.6883183635186089,0.009,1.0,19
grid,10,0.2,0.5,13,2.6,2.608,26.0,98.0,0.45685272851040637,5.941623247098443,2.7810853268072644,0.0115,0.094,0
grid,10,0.2,0.5,13,2.6,2.6005,26.0,98.0,0.45685272851040637,5.941623247098443,2.8285139027580524,0.008,0.1,1
grid,10,0.2,0.5,13,2.6,2.606,26.0,98.0,0.45685272851040637,5.941623247098443,2.7505966754273294,0.0075,0.112,2
grid,10,0.2,0.5,13,2.6,2.61,26.0,98.0,0.45685272851040637,5.941623247098443,2.749568136573522,0.0115,0.11,3
grid,10,0.2,0.5,13,2.6,2.589,26.0,98.0,0.45685272851040637,5.941623247098443,2.662000677985692,0.012,0.1195,4
grid,10,0.2,0.5,13,2.6,2.6215,26.0,98.0,0.45685272851040637,5.941623247098443,2.6450456724001015,0.013,0.1405,5
grid,10,0.2,0.5,13,2.6,2.589,26.0,98.0,0.45685272851040637,5.941623247098443,2.768837490641699,0.012,0.106,6
grid,10,0.2,0.5,13,2.6,2.6225,26.0,98.0,0.45685272851040637,5.941623247098443,2.944218502151459,0.006,0.077,7
grid,10,0.2,0.5,13,2.6,2.619,26.0,98.0,0.45685272851040637,5.941623247098443,3.0803561669797284,0.0105,0.0615,8
grid,10,0.2,0.5,13,2.6,2.591,26.0,98.0,0.45685272851040637,5.941623247098443,2.8338883557480075,0.01,0.099,9
grid,10,0.2,0.5,13,2.6,2.597,26.0,98.0,0.45685272851040637,5.941623247098443,2.8833594212342812,0.0075,0.095,10
grid,10,0.2,0.5,13,2.6,2.617,26.0,98.0,0.45685272851040637,5.941623247098443,2.862085624669851,0.0115,0.105,11
grid,10,0.2,0.5,13,2.6,2.6225,26.0,98.0,0.45685272851040637,5.941623247098443,2.7241677193053286,0.01,0.121,12
grid,10,0.2,0.5,13,2.6,2.6075,26.0,98.0,0.45685272851040637,5.941623247098443,2.7660853933222262,0.0135,0.1115,13
grid,10,0.2,0.5,13,2.6,2.5915,26.0,98.0,0.45685272851040637,5.941623247098443,2.9724371480939595,0.005,0.078,14
grid,10,0.2,0.5,13,2.6,2.604,26.0,98.0,0.45685272851040637,5.941623247098443,2.8091360880092893,0.0115,0.092,15
grid,10,0.2,0.5,13,2.6,2.5905,26.0,98.0,0.45685272851040637,5.941623247098443,2.8615757635492596,0.0055,0.109,16
grid,10,0.2,0.5,13,2.6,2.591,26.0,98.0,0.45685272851040637,5.941623247098443,2.7323838062591963,0.014,0.101,17
grid,10,0.2,0.5,13,2.6,2.5965,26.0,98.0,0.45685272851040637,5.941623247098443,2.8167653437806037,0.0115,0.111,18
grid,10,0.2,0.5,13,2.6,2.5985,26.0,98.0,0.45685272851040637,5.941623247098443,2.7884685623996095,0.0105,0.099,19
grid,10,0.2,1.0,13,2.6,2.604,26.0,98.0,0.45685272851040637,5.941623247098443,2.708559308008384,0.0105,0.6975,0
grid,10,0.2,1.0,13,2.6,2.598,26.0,98.0,0.45685272851040637,5.941623247098443,2.609328909749593,0.0145,0.7355,1
grid,10,0.2,1.0,13,2.6,2.6115,26.0,98.0,0.45685272851040637,5.941623247098443,2.9383423935529396,0.009,0.637,2
grid,10,0.2,1.0,13,2.6,2.619,26.0,98.0,0.45685272851040637,5.941623247098443,2.9163498806288537,0.007,0.6385,3
grid,10,0.2,1.0,13,2.6,2.5935,26.0,98.0,0.45685272851040637,5.941623247098443,2.6003463013275288,0.0185,0.7325,4
grid,10,0.2,1.0,13,2.6,2.597,26.0,98.0,0.45685272851040637,5.941623247098443,2.9071383387508782,0.0065,0.6475,5
grid,10,0.2,1.0,13,2.6,2.583,26.0,98.0,0.45685272851040637,5.941623247098443,2.7037486637461363,0.0165,0.7135,6
grid,10,0.2,1.0,13,2.6,2.596,26.0,98.0,0.45685272851040637,5.941623247098443,2.815031990086722,0.008,0.6905,7
grid,10,0.2,1.0,13,2.6,2.5935,26.0,98.0,0.45685272851040637,5.941623247098443,2.853305063690421,0.006,0.667,8
grid,10,0.2,1.0,13,2.6,2.6045,26.0,98.0,0.45685272851040637,5.941623247098443,2.7686233837452425,0.016,0.675,9
grid,10,0.2,1.0,13,2.6,2.609,26.0,98.0,0.45685272851040637,5.941623247098443,2.7646795893535514,0.0115,0.699,10
grid,10,0.2,1.0,13,2.6,2.608,26.0,98.0,0.45685272851040637,5.941623247098443,2.712836583088259,0.019,0.7015,11
grid,10,0.2,1.0,13,2.6,2.5915,26.0,98.0,0.45685272851040637,5.941623247098443,2.7384545232246764,0.0135,0.711,12
grid,10,0.2,1.0,13,2.6,2.612,26.0,98.0,0.45685272851040637,5.941623247098443,2.740032972868676,0.016,0.696,13
grid,10,0.2,1.0,13,2.6,2.602,26.0,98.0,0.45685272851040637,5.941623247098443,2.7853614405224496,0.0115,0.6925,14
grid,10,0.2,1.0,13,2.6,2.625,26.0,98.0,0.45685272851040637,5.941623247098443,2.875117082258093,0.009,0.669,15
grid,10,0.2,1.0,13,2.6,2.6215,26.0,98.0,0.45685272851040637,5.941623247098443,2.7486496168026164,0.0115,0.705,16
grid,10,0.2,1.0,13,2.6,2.588,26.0,98.0,0.45685272851040637,5.941623247098443,2.8429319868653096,0.0075,0.6565,17
grid,10,0.2,1.0,13,2.6,2.6065,26.0,98.0,0.45685272851040637,5.941623247098443,2.790269513684032,0.011,0.6875,18
grid,10,0.2,1.0,13,2.6,2.6005,26.0,98.0,0.45685272851040637,5.941623247098443,2.826731970449828,0.011,0.664,19
grid,10,0.2,1.5,13,2.6,2.615,26.0,98.0,0.45685272851040637,5.941623247098443,2.770784285832048,0.0085,0.9905,0
grid,10,0.2,1.5,13,2.6,2.628,26.0,98.0,0.45685272851040637,5.941623247098443,2.8640758623479745,0.009,0.984,1
grid,10,0.2,1.5,13,2.6,2.6,26.0,98.0,0.45685272851040637,5.941623247098443,2.8254858998296277,0.011,0.9835,2
grid,10,0.2,1.5,13,2.6,2.6,26.0,98.0,0.45685272851040637,5.941623247098443,2.9512543910044053,0.008,0.983,3
grid,10,0.2,1.5,13,2.6,2.6145,26.0,98.0,0.45685272851040637,5.941623247098443,2.864282938841922,0.0065,0.9895,4
grid,10,0.2,1.5,13,2.6,2.6055,26.0,98.0,0.45685272851040637,5.941623247098443,2.7822756117260976,0.011,0.991,5
grid,10,0.2,1.5,13,2.6,2.599,26.0,98.0,0.45685272851040637,5.941623247098443,2.9423071991430976,0.0075,0.9875,6
grid,10,0.2,1.5,13,2.6,2.618,26.0,98.0,0.45685272851040637,5.941623247098443,2.957710335007079,0.009,0.982,7
grid,10,0.2,1.5,13,2.6,2.611,26.0,98.0,0.45685272851040637,5.941623247098443,2.7964857165863926,0.011,0.9895,8
grid,10,0.2,1.5,13,2.6,2.5835,26.0,98.0,0.45685272851040637,5.941623247098443,2.7927896020498615,0.009,0.9885,9
grid,10,0.2,1.5,13,2.6,2.575,26.0,98.0,0.45685272851040637,5.941623247098443,2.8457650138012913,0.0075,0.987,10
grid,10,0.2,1.5,13,2.6,2.5995,26.0,98.0,0.45685272851040637,5.941623247098443,2.6605898391518017,0.014,0.9885,11
grid,10,0.2,1.5,13,2.6,2.6145,26.0,98.0,0.45685272851040637,5.941623247098443,2.845339753643359,0.011,0.9875,12
grid,10,0.2,1.5,13,2.6,2.5975,26.0,98.0,0.45685272851040637,5.941623247098443,2.785877389216946,0.0105,0.988,13
grid,10,0.2,1.5,13,2.6,2.6215,26.0,98.0,0.45685272851040637,5.941623247098443,2.8010387108512904,0.0135,0.9885,14
grid,10,0.2,1.5,13,2.6,2.5995,26.0,98.0,0.45685272851040637,5.941623247098443,2.9676383526118255,0.0035,0.98,15
grid,10,0.2,1.5,13,2.6,2.601,26.0,98.0,0.45685272851040637,5.941623247098443,2.7469788546436025,0.0105,0.987,16
grid,10,0.2,1.5,13,2.6,2.582,26.0,98.0,0.45685272851040637,5.941623247098443,2.715803448567372,0.0125,0.9885,17
grid,10,0.2,1.5,13,2.6,2.584,26.0,98.0,0.45685272851040637,5.941623247098443,2.774380534410506,0.0085,0.9905,18
grid,10,0.2,1.5,13,2.6,2.607,26.0,98.0,0.45685272851040637,5.941623247098443,2.8254747964427467,0.008,0.987,19
grid,10,0.2,2.0,13,2.6,2.603,26.0,98.0,0.45685272851040637,5.941623247098443,2.8067370817284227,0.0115,1.0,0
grid,10,0.2,2.0,13,2.6,2.6015,26.0,98.0,0.45685272851040637,5.941623247098443,2.8306167466099192,0.0145,1.0,1
grid,10,0.2,2.0,13,2.6,2.5915,26.0,98.0,0.45685272851040637,5.941623247098443,2.8205139057419037,0.0055,1.0,2
grid,10,0.2,2.0,13,2.6,2.6015,26.0,98.0,0.45685272851040637,5.941623247098443,2.804106352712269,0.009,1.0,3
grid,10,0.2,2.0,13,2.6,2.585,26.0,98.0,0.45685272851040637,5.941623247098443,2.7937467580133726,0.0095,1.0,4
grid,10,0.2,2.0,13,2.6,2.569,26.0,98.0,0.45685272851040637,5.941623247098443,2.9030956307261424,0.01,1.0,5
grid,10,0.2,2.0,13,2.6,2.5885,26.0,98.0,0.45685272851040637,5.941623247098443,2.712762020030778,0.0135,1.0,6
grid,10,0.2,2.0,13,2.6,2.605,26.0,98.0,0.45685272851040637,5.941623247098443,2.6230506138465013,0.012,1.0,7
grid,10,0.2,2.0,13,2.6,2.607,26.0,98.0,0.45685272851040637,5.941623247098443,2.728937539172989,0.0115,1.0,8
grid,10,0.2,2.0,13,2.6,2.6045,26.0,98.0,0.45685272851040637,5.941623247098443,2.7602248067959674,0.011,1.0,9
grid,10,0.2,2.0,13,2.6,2.5755,26.0,98.0,0.45685272851040637,5.941623247098443,2.7269688292486194,0.0115,1.0,10
grid,10,0.2,2.0,13,2.6,2.605,26.0,98.0,0.45685272851040637,5.941623247098443,2.723408530386543,0.008,1.0,11
grid,10,0.2,2.0,13,2.6,2.609,26.0,98.0,0.45685272851040637,5.941623247098443,2.7283207922226453,0.0095,0.9995,12
grid,10,0.2,2.0,13,2.6,2.602,26.0,98.0,0.45685272851040637,5.941623247098443,2.9191499588286733,0.005,1.0,13
grid,10,0.2,2.0,13,2.6,2.562,26.0,98.0,0.45685272851040637,5.941623247098443,2.81297116562798,0.008,1.0,14
grid,10,0.2,2.0,13,2.6,2.575,26.0,98.0,0.45685272851040637,5.941623247098443,2.7187238312638726,0.016,1.0,15
grid,10,0.2,2.0,13,2.6,2.621,26.0,98.0,0.45685272851040637,5.941623247098443,2.8873332542814887,0.0085,1.0,16
