split,graph_type,num_sensors,noise,amplitude,repetition,node_degree,trials,successes,observed_pd,num_edges,mean_degree,degree_std,degree_cv,trace_L,trace_L2,lambda_2,lambda_max,tau,pfa,R_mean,R_local,R_full
train,erdos_renyi,12,0.2,2.5,7,4.0,1484,1484,1.0,25,4.166666666666667,1.2801909579781012,0.30724582991474425,50.0,278.0,1.5706310920493798,8.488705628866276,4.717296413352734,0.0105,27.610316721353218,26.50590405249909,5.469844078234413
train,erdos_renyi,12,0.2,2.5,7,5.0,247,247,1.0,25,4.166666666666667,1.2801909579781012,0.30724582991474425,50.0,278.0,1.5706310920493798,8.488705628866276,4.717296413352734,0.0105,27.610316721353218,33.13238006562386,5.6226866279004275
train,erdos_renyi,12,0.2,2.5,7,6.0,258,258,1.0,25,4.166666666666667,1.2801909579781012,0.30724582991474425,50.0,278.0,1.5706310920493798,8.488705628866276,4.717296413352734,0.0105,27.610316721353218,39.758856078748636,5.726051764129565
train,erdos_renyi,12,0.2,2.5,7,7.0,228,228,1.0,25,4.166666666666667,1.2801909579781012,0.30724582991474425,50.0,278.0,1.5706310920493798,8.488705628866276,4.717296413352734,0.0105,27.610316721353218,46.38533209187341,5.800449061727551
train,erdos_renyi,12,0.2,2.5,8,3.0,992,992,1.0,28,4.666666666666667,1.5986105077709065,0.3425593945223371,56.0,348.0,1.84321327785343,9.822196592256752,5.1913137732152785,0.015,27.638991172147513,17.767922896380544,5.177740802414108
train,erdos_renyi,12,0.2,2.5,8,4.0,519,519,1.0,28,4.666666666666667,1.5986105077709065,0.3425593945223371,56.0,348.0,1.84321327785343,9.822196592256752,5.1913137732152785,0.015,27.638991172147513,23.690563861840726,5.4407511673137225
train,erdos_renyi,12,0.2,2.5,8,5.0,723,723,1.0,28,4.666666666666667,1.5986105077709065,0.3425593945223371,56.0,348.0,1.84321327785343,9.822196592256752,5.1913137732152785,0.015,27.638991172147513,29.61320482730091,5.602410014336145
train,erdos_renyi,12,0.2,2.5,8,6.0,275,275,1.0,28,4.666666666666667,1.5986105077709065,0.3425593945223371,56.0,348.0,1.84321327785343,9.822196592256752,5.1913137732152785,0.015,27.638991172147513,35.53584579276109,5.711157323106401
train,erdos_renyi,12,0.2,2.5,8,7.0,240,240,1.0,28,4.666666666666667,1.5986105077709065,0.3425593945223371,56.0,348.0,1.84321327785343,9.822196592256752,5.1913137732152785,0.015,27.638991172147513,41.45848675822127,5.789063182873207
train,erdos_renyi,12,0.2,2.5,8,8.0,251,251,1.0,28,4.666666666666667,1.5986105077709065,0.3425593945223371,56.0,348.0,1.84321327785343,9.822196592256752,5.1913137732152785,0.015,27.638991172147513,47.38112772368145,5.847509285664997
train,erdos_renyi,12,0.2,2.5,9,1.0,241,236,0.979253112033195,30,5.0,1.6832508230603465,0.3366501646120693,60.0,394.0,0.8880266469299645,9.126205497982768,5.50224785788021,0.02,27.8308789015272,5.56617578030544,3.4611301951348477
train,erdos_renyi,12,0.2,2.5,9,3.0,255,255,1.0,30,5.0,1.6832508230603465,0.3366501646120693,60.0,394.0,0.8880266469299645,9.126205497982768,5.50224785788021,0.02,27.8308789015272,16.69852734091632,5.148923146450158
train,erdos_renyi,12,0.2,2.5,9,4.0,504,504,1.0,30,5.0,1.6832508230603465,0.3366501646120693,60.0,394.0,0.8880266469299645,9.126205497982768,5.50224785788021,0.02,27.8308789015272,22.26470312122176,5.421883824123104
train,erdos_renyi,12,0.2,2.5,9,5.0,459,459,1.0,30,5.0,1.6832508230603465,0.3366501646120693,60.0,394.0,0.8880266469299645,9.126205497982768,5.50224785788021,0.02,27.8308789015272,27.8308789015272,5.589204212693476
train,erdos_renyi,12,0.2,2.5,9,6.0,1048,1048,1.0,30,5.0,1.6832508230603465,0.3366501646120693,60.0,394.0,0.8880266469299645,9.126205497982768,5.50224785788021,0.02,27.8308789015272,33.39705468183264,5.701432598788353
train,erdos_renyi,12,0.2,2.5,9,7.0,493,493,1.0,30,5.0,1.6832508230603465,0.3366501646120693,60.0,394.0,0.8880266469299645,9.126205497982768,5.50224785788021,0.02,27.8308789015272,38.96323046213808,5.781617439363824
train,erdos_renyi,12,0.3,0.75,0,4.0,757,48,0.06340819022457067,32,5.333333333333333,1.1785113019775793,0.2209708691207961,64.0,422.0,2.6040318460048004,9.614787319123547,13.75126273774553,0.0115,1.1473806513691904,0.8605354885268928,0.6819309069874763
train,erdos_renyi,12,0.3,0.75,0,5.0,1281,118,0.09211553473848556,32,5.333333333333333,1.1785113019775793,0.2209708691207961,64.0,422.0,2.6040318460048004,9.614787319123547,13.75126273774553,0.0115,1.1473806513691904,1.075669360658616,0.7827189765400381
train,erdos_renyi,12,0.3,0.75,0,6.0,473,47,0.09936575052854123,32,5.333333333333333,1.1785113019775793,0.2209708691207961,64.0,422.0,2.6040318460048004,9.614787319123547,13.75126273774553,0.0115,1.1473806513691904,1.2908032327903392,0.8616706103612306
train,erdos_renyi,12,0.3,0.75,0,7.0,259,39,0.15057915057915058,32,5.333333333333333,1.1785113019775793,0.2209708691207961,64.0,422.0,2.6040318460048004,9.614787319123547,13.75126273774553,0.0115,1.1473806513691904,1.5059371049220625,0.9235632238891385
train,erdos_renyi,12,0.3,0.75,0,8.0,230,51,0.2217391304347826,32,5.333333333333333,1.1785113019775793,0.2209708691207961,64.0,422.0,2.6040318460048004,9.614787319123547,13.75126273774553,0.0115,1.1473806513691904,1.7210709770537855,0.9723873019805175
train,erdos_renyi,12,0.3,0.75,1,2.0,236,9,0.038135593220338986,27,4.5,1.5,0.3333333333333333,54.0,324.0,1.277914653977939,9.27658475433685,11.433504684147092,0.0115,1.1048543456039808,0.4910463758239914,0.442495203377993
train,erdos_renyi,12,0.3,0.75,1,3.0,252,15,0.05952380952380952,27,4.5,1.5,0.3333333333333333,54.0,324.0,1.277914653977939,9.27658475433685,11.433504684147092,0.0115,1.1048543456039808,0.7365695637359871,0.6089716898077789
train,erdos_renyi,12,0.3,0.75,1,4.0,1526,127,0.08322411533420708,27,4.5,1.5,0.3333333333333333,54.0,324.0,1.277914653977939,9.27658475433685,11.433504684147092,0.0115,1.1048543456039808,0.9820927516479828,0.7378516701261941
train,erdos_renyi,12,0.3,0.75,1,5.0,221,31,0.14027149321266968,27,4.5,1.5,0.3333333333333333,54.0,324.0,1.277914653977939,9.27658475433685,11.433504684147092,0.0115,1.1048543456039808,1.2276159395599786,0.8357885861874069
train,erdos_renyi,12,0.3,0.75,1,6.0,511,98,0.1917808219178082,27,4.5,1.5,0.3333333333333333,54.0,324.0,1.277914653977939,9.27658475433685,11.433504684147092,0.0115,1.1048543456039808,1.4731391274719743,0.910044071468044
train,erdos_renyi,12,0.3,0.75,1,8.0,254,72,0.28346456692913385,27,4.5,1.5,0.3333333333333333,54.0,324.0,1.277914653977939,9.27658475433685,11.433504684147092,0.0115,1.1048543456039808,1.9641855032959656,1.0105651043180541
train,erdos_renyi,12,0.3,0.75,2,2.0,275,7,0.025454545454545455,25,4.166666666666667,1.0671873729054748,0.25612496949731395,50.0,272.0,1.5791197105382706,8.135564488483759,11.07901392404754,0.011,1.116527247021542,0.5359330785703401,0.47449351125070216
train,erdos_renyi,12,0.3,0.75,2,3.0,494,19,0.038461538461538464,25,4.166666666666667,1.0671873729054748,0.25612496949731395,50.0,272.0,1.5791197105382706,8.135564488483759,11.07901392404754,0.011,1.116527247021542,0.8038996178555101,0.6454016163951696
train,erdos_renyi,12,0.3,0.75,2,4.0,1022,80,0.07827788649706457,25,4.166666666666667,1.0671873729054748,0.25612496949731395,50.0,272.0,1.5791197105382706,8.135564488483759,11.07901392404754,0.011,1.116527247021542,1.0718661571406802,0.7737305757377162
train,erdos_renyi,12,0.3,0.75,2,5.0,973,135,0.13874614594039056,25,4.166666666666667,1.0671873729054748,0.25612496949731395,50.0,272.0,1.5791197105382706,8.135564488483759,11.07901392404754,0.011,1.116527247021542,1.3398326964258502,0.8687261277340104
train,erdos_renyi,12,0.3,0.75,2,6.0,236,48,0.2033898305084746,25,4.166666666666667,1.0671873729054748,0.25612496949731395,50.0,272.0,1.5791197105382706,8.135564488483759,11.07901392404754,0.011,1.116527247021542,1.6077992357110202,0.9392627718480456
train,erdos_renyi,12,0.3,0.75,3,3.0,509,13,0.025540275049115914,32,5.333333333333333,1.3123346456686351,0.2460627460628691,64.0,426.0,2.0505232016067025,8.952126746251375,13.914325028206836,0.01,1.1419811830458861,0.6423644154633109,0.5524271728019903
train,erdos_renyi,12,0.3,0.75,3,4.0,248,20,0.08064516129032258,32,5.333333333333333,1.3123346456686351,0.2460627460628691,64.0,426.0,2.0505232016067025,8.952126746251375,13.914325028206836,0.01,1.1419811830458861,0.8564858872844147,0.6799103665255265
train,erdos_renyi,12,0.3,0.75,3,5.0,492,27,0.054878048780487805,32,5.333333333333333,1.3123346456686351,0.2460627460628691,64.0,426.0,2.0505232016067025,8.952126746251375,13.914325028206836,0.01,1.1419811830458861,1.0706073591055183,0.7807621760373558
train,erdos_renyi,12,0.3,0.75,3,6.0,1251,137,0.10951239008792965,32,5.333333333333333,1.3123346456686351,0.2460627460628691,64.0,426.0,2.0505232016067025,8.952126746251375,13.914325028206836,0.01,1.1419811830458861,1.2847288309266218,0.8598565649588537
train,erdos_renyi,12,0.3,0.75,3,7.0,500,72,0.144,32,5.333333333333333,1.3123346456686351,0.2460627460628691,64.0,426.0,2.0505232016067025,8.952126746251375,13.914325028206836,0.01,1.1419811830458861,1.4988503027477256,0.9219213324148835
train,erdos_renyi,12,0.3,0.75,4,1.0,240,3,0.0125,20,3.3333333333333335,1.247219128924647,0.3741657386773941,40.0,192.0,0.5209980542967243,7.296525894568858,9.097914597233924,0.0085,1.0631465897496433,0.318943976924893,0.3000096004608246
train,erdos_renyi,12,0.3,0.75,4,2.0,476,21,0.04411764705882353,20,3.3333333333333335,1.247219128924647,0.3741657386773941,40.0,192.0,0.5209980542967243,7.296525894568858,9.097914597233924,0.0085,1.0631465897496433,0.637887953849786,0.5409279030098944
train,erdos_renyi,12,0.3,0.75,4,3.0,1011,75,0.07418397626112759,20,3.3333333333333335,1.247219128924647,0.3741657386773941,40.0,192.0,0.5209980542967243,7.296525894568858,9.097914597233924,0.0085,1.0631465897496433,0.956831930774679,0.7169241683455055
train,erdos_renyi,12,0.3,0.75,4,4.0,508,63,0.12401574803149606,20,3.3333333333333335,1.247219128924647,0.3741657386773941,40.0,192.0,0.5209980542967243,7.296525894568858,9.097914597233924,0.0085,1.0631465897496433,1.275775907699572,0.8408409924953907
train,erdos_renyi,12,0.3,0.75,4,5.0,765,131,0.17124183006535948,20,3.3333333333333335,1.247219128924647,0.3741657386773941,40.0,192.0,0.5209980542967243,7.296525894568858,9.097914597233924,0.0085,1.0631465897496433,1.594719884624465,0.9279904233070292
train,erdos_renyi,12,0.3,0.75,5,2.0,494,7,0.01417004048582996,27,4.5,1.8027756377319946,0.40061680838488767,54.0,336.0,1.6068104637780496,9.32378819214204,12.360685838318922,0.008,1.0849454294209588,0.48219796863153724,0.43598756650947235
train,erdos_renyi,12,0.3,0.75,5,3.0,509,14,0.0275049115913556,27,4.5,1.8027756377319946,0.40061680838488767,54.0,336.0,1.6068104637780496,9.32378819214204,12.360685838318922,0.008,1.0849454294209588,0.7232969529473059,0.6014065304058602
train,erdos_renyi,12,0.3,0.75,5,4.0,502,27,0.053784860557768925,27,4.5,1.8027756377319946,0.40061680838488767,54.0,336.0,1.6068104637780496,9.32378819214204,12.360685838318922,0.008,1.0849454294209588,0.9643959372630745,0.7302577972962325
train,erdos_renyi,12,0.3,0.75,5,5.0,772,85,0.11010362694300518,27,4.5,1.8027756377319946,0.40061680838488767,54.0,336.0,1.6068104637780496,9.32378819214204,12.360685838318922,0.008,1.0849454294209588,1.205494921578843,0.8287055043497188
train,erdos_renyi,12,0.3,0.75,5,6.0,232,26,0.11206896551724138,27,4.5,1.8027756377319946,0.40061680838488767,54.0,336.0,1.6068104637780496,9.32378819214204,12.360685838318922,0.008,1.0849454294209588,1.4465939058946118,0.9036800488347747
train,erdos_renyi,12,0.3,0.75,5,7.0,227,34,0.14977973568281938,27,4.5,1.8027756377319946,0.40061680838488767,54.0,336.0,1.6068104637780496,9.32378819214204,12.360685838318922,0.008,1.0849454294209588,1.6876928902103805,0.961132320670696
train,erdos_renyi,12,0.3,0.75,5,8.0,264,67,0.2537878787878788,27,4.5,1.8027756377319946,0.40061680838488767,54.0,336.0,1.6068104637780496,9.32378819214204,12.360685838318922,0.008,1.0849454294209588,1.928791874526149,1.0056474833864122
train,erdos_renyi,12,0.3,0.75,6,2.0,227,3,0.013215859030837005,32,5.333333333333333,1.699673171197595,0.3186887195995491,64.0,440.0,1.7980769609478762,10.326879926603782,13.776835468337772,0.0085,1.1236664374387368,0.4213749140395263,0.3894855955310974
train,erdos_renyi,12,0.3,0.75,6,3.0,250,9,0.036,32,5.333333333333333,1.699673171197595,0.3186887195995491,64.0,440.0,1.7980769609478762,10.326879926603782,13.776835468337772,0.0085,1.1236664374387368,0.6320623710592895,0.5458336028808581
train,erdos_renyi,12,0.3,0.75,6,4.0,272,15,0.05514705882352941,32,5.333333333333333,1.699673171197595,0.3186887195995491,64.0,440.0,1.7980769609478762,10.326879926603782,13.776835468337772,0.0085,1.1236664374387368,0.8427498280790526,0.6729773775727069
train,erdos_renyi,12,0.3,0.75,6,5.0,517,43,0.08317214700193423,32,5.333333333333333,1.699673171197595,0.3186887195995491,64.0,440.0,1.7980769609478762,10.326879926603782,13.776835468337772,0.0085,1.1236664374387368,1.0534372850988158,0.7740271947157343
train,erdos_renyi,12,0.3,0.75,6,6.0,1483,192,0.1294672960215779,32,5.333333333333333,1.699673171197595,0.3186887195995491,64.0,440.0,1.7980769609478762,10.326879926603782,13.776835468337772,0.0085,1.1236664374387368,1.264124742118579,0.8535964755112226
train,erdos_renyi,12,0.3,0.75,6,9.0,251,56,0.22310756972111553,32,5.333333333333333,1.699673171197595,0.3186887195995491,64.0,440.0,1.7980769609478762,10.326879926603782,13.776835468337772,0.0085,1.1236664374387368,1.8961871131778685,1.005426570098197
train,erdos_renyi,12,0.3,0.75,7,3.0,722,18,0.024930747922437674,30,5.0,1.7320508075688772,0.34641016151377546,60.0,396.0,1.906252648797443,9.413011198745831,13.992318543637797,0.0025,1.1104203976854712,0.6662522386112827,0.5674008118770023
train,erdos_renyi,12,0.3,0.75,7,4.0,510,13,0.025490196078431372,30,5.0,1.7320508075688772,0.34641016151377546,60.0,396.0,1.906252648797443,9.413011198745831,13.992318543637797,0.0025,1.1104203976854712,0.8883363181483769,0.6955186050933215
train,erdos_renyi,12,0.3,0.75,7,5.0,1003,52,0.0518444666001994,30,5.0,1.7320508075688772,0.34641016151377546,60.0,396.0,1.906252648797443,9.413011198745831,13.992318543637797,0.0025,1.1104203976854712,1.1104203976854712,0.795807146403691
train,erdos_renyi,12,0.3,0.75,7,7.0,237,34,0.14345991561181434,30,5.0,1.7320508075688772,0.34641016151377546,60.0,396.0,1.906252648797443,9.413011198745831,13.992318543637797,0.0025,1.1104203976854712,1.5545885567596596,0.9344536881277073
train,erdos_renyi,12,0.3,0.75,7,8.0,528,87,0.16477272727272727,30,5.0,1.7320508075688772,0.34641016151377546,60.0,396.0,1.906252648797443,9.413011198745831,13.992318543637797,0.0025,1.1104203976854712,1.7766726362967538,0.9820927516479828
train,erdos_renyi,12,0.3,0.75,8,2.0,240,8,0.03333333333333333,29,4.833333333333333,1.5184055965240495,0.3141528820394585,58.0,366.0,1.570554612185069,9.229779256554037,12.64890706672741,0.01,1.1165321280043026,0.462013294346608,0.42089689356342114
train,erdos_renyi,12,0.3,0.75,8,3.0,256,13,0.05078125,29,4.833333333333333,1.5184055965240495,0.3141528820394585,58.0,366.0,1.570554612185069,9.229779256554037,12.64890706672741,0.01,1.1165321280043026,0.693019941519912,0.5836620059668972
train,erdos_renyi,12,0.3,0.75,8,4.0,770,62,0.08051948051948052,29,4.833333333333333,1.5184055965240495,0.3141528820394585,58.0,366.0,1.570554612185069,9.229779256554037,12.64890706672741,0.01,1.1165321280043026,0.924026588693216,0.7122536028727372
train,erdos_renyi,12,0.3,0.75,8,5.0,729,82,0.11248285322359397,29,4.833333333333333,1.5184055965240495,0.3141528820394585,58.0,366.0,1.570554612185069,9.229779256554037,12.64890706672741,0.01,1.1165321280043026,1.15503323586652,0.8117567710408299
train,erdos_renyi,12,0.3,0.75,8,6.0,721,100,0.13869625520110956,29,4.833333333333333,1.5184055965240495,0.3141528820394585,58.0,366.0,1.570554612185069,9.229779256554037,12.64890706672741,0.01,1.1165321280043026,1.386039883039824,0.8883363181483769
train,erdos_renyi,12,0.3,0.75,8,8.0,284,58,0.20422535211267606,29,4.833333333333333,1.5184055965240495,0.3141528820394585,58.0,366.0,1.570554612185069,9.229779256554037,12.64890706672741,0.01,1.1165321280043026,1.848053177386432,0.9936607918964554
train,erdos_renyi,12,0.3,0.75,9,2.0,254,3,0.011811023622047244,25,4.166666666666667,0.9860132971832694,0.23664319132398462,50.0,270.0,1.5387627198777223,7.619803210006732,11.650956419362254,0.0085,1.1206549034164979,0.537914353639919,0.4758668672668006
train,erdos_renyi,12,0.3,0.75,9,3.0,500,16,0.032,25,4.166666666666667,0.9860132971832694,0.23664319132398462,50.0,270.0,1.5387627198777223,7.619803210006732,11.650956419362254,0.0085,1.1206549034164979,0.8068715304598785,0.6469364618834571
train,erdos_renyi,12,0.3,0.75,9,4.0,742,44,0.05929919137466307,25,4.166666666666667,0.9860132971832694,0.23664319132398462,50.0,270.0,1.5387627198777223,7.619803210006732,11.650956419362254,0.0085,1.1206549034164979,1.075828707279838,0.7752170911825529
train,erdos_renyi,12,0.3,0.75,9,5.0,1504,150,0.09973404255319149,25,4.166666666666667,0.9860132971832694,0.23664319132398462,50.0,270.0,1.5387627198777223,7.619803210006732,11.650956419362254,0.0085,1.1206549034164979,1.3447858840997975,0.8700719474839134
train,erdos_renyi,12,0.3,1.25,0,1.0,251,6,0.02390438247011952,28,4.666666666666667,1.4337208778404378,0.3072259023943795,56.0,342.0,0.8403435122506897,8.743429345633972,12.17035934679054,0.0105,3.0978204805052707,0.6638186743939866,0.605211145635019
train,erdos_renyi,12,0.3,1.25,0,4.0,972,372,0.38271604938271603,28,4.666666666666667,1.4337208778404378,0.3072259023943795,56.0,342.0,0.8403435122506897,8.743429345633972,12.17035934679054,0.0105,3.0978204805052707,2.6552746975759463,1.5252797204620383
train,erdos_renyi,12,0.3,1.25,0,5.0,1000,508,0.508,28,4.666666666666667,1.4337208778404378,0.3072259023943795,56.0,342.0,0.8403435122506897,8.743429345633972,12.17035934679054,0.0105,3.0978204805052707,3.319093371969933,1.6501247708358837
train,erdos_renyi,12,0.3,1.25,0,6.0,507,316,0.6232741617357002,28,4.666666666666667,1.4337208778404378,0.3072259023943795,56.0,342.0,0.8403435122506897,8.743429345633972,12.17035934679054,0.0105,3.0978204805052707,3.9829120463639196,1.7359503824053915
train,erdos_renyi,12,0.3,1.25,0,7.0,270,181,0.6703703703703704,28,4.666666666666667,1.4337208778404378,0.3072259023943795,56.0,342.0,0.8403435122506897,8.743429345633972,12.17035934679054,0.0105,3.0978204805052707,4.6467307207579065,1.797133053825188
train,erdos_renyi,12,0.3,1.25,1,2.0,255,31,0.12156862745098039,30,5.0,1.5275252316519468,0.30550504633038933,60.0,388.0,1.5774565521985224,9.055591846641724,12.708035719497316,0.008,3.116137841222822,1.2464551364891288,1.0054210451159413
train,erdos_renyi,12,0.3,1.25,1,3.0,255,58,0.22745098039215686,30,5.0,1.5275252316519468,0.30550504633038933,60.0,388.0,1.5774565521985224,9.055591846641724,12.708035719497316,0.008,3.116137841222822,1.8696827047336932,1.2983021250457734
train,erdos_renyi,12,0.3,1.25,1,4.0,476,157,0.32983193277310924,30,5.0,1.5275252316519468,0.30550504633038933,60.0,388.0,1.5774565521985224,9.055591846641724,12.708035719497316,0.008,3.116137841222822,2.4929102729782575,1.49251842848955
train,erdos_renyi,12,0.3,1.25,1,5.0,1000,527,0.527,30,5.0,1.5275252316519468,0.30550504633038933,60.0,388.0,1.5774565521985224,9.055591846641724,12.708035719497316,0.008,3.116137841222822,3.116137841222822,1.6233610716027662
train,erdos_renyi,12,0.3,1.25,1,6.0,249,160,0.642570281124498,30,5.0,1.5275252316519468,0.30550504633038933,60.0,388.0,1.5774565521985224,9.055591846641724,12.708035719497316,0.008,3.116137841222822,3.7393654094673865,1.7141890395486317
train,erdos_renyi,12,0.3,1.25,1,7.0,765,534,0.6980392156862745,30,5.0,1.5275252316519468,0.30550504633038933,60.0,388.0,1.5774565521985224,9.055591846641724,12.708035719497316,0.008,3.116137841222822,4.362592977711951,1.7793234590173215
train,erdos_renyi,12,0.3,1.25,2,2.0,491,66,0.13441955193482688,27,4.5,1.5,0.3333333333333333,54.0,324.0,1.3673177380242207,9.13153294324333,11.59585886678679,0.014,3.0690398488999464,1.3640177106221985,1.0641446934804208
train,erdos_renyi,12,0.3,1.25,2,4.0,1270,533,0.4196850393700787,27,4.5,1.5,0.3333333333333333,54.0,324.0,1.3673177380242207,9.13153294324333,11.59585886678679,0.014,3.0690398488999464,2.728035421244397,1.5386995909714172
train,erdos_renyi,12,0.3,1.25,2,5.0,255,136,0.5333333333333333,27,4.5,1.5,0.3333333333333333,54.0,324.0,1.3673177380242207,9.13153294324333,11.59585886678679,0.014,3.0690398488999464,3.410044276555496,1.6609638044867872
train,erdos_renyi,12,0.3,1.25,2,6.0,733,488,0.6657571623465212,27,4.5,1.5,0.3333333333333333,54.0,324.0,1.3673177380242207,9.13153294324333,11.59585886678679,0.014,3.0690398488999464,4.092053131866595,1.7446941482586982
train,erdos_renyi,12,0.3,1.25,2,7.0,251,172,0.6852589641434262,27,4.5,1.5,0.3333333333333333,54.0,324.0,1.3673177380242207,9.13153294324333,11.59585886678679,0.014,3.0690398488999464,4.774061987177694,1.8042490485853746
train,erdos_renyi,12,0.3,1.25,3,2.0,488,54,0.11065573770491803,25,4.166666666666667,1.2801909579781015,0.3072458299147443,50.0,278.0,1.1511590409590726,8.46907096999079,11.20164068286019,0.01,3.0678129690392475,1.4725502251388387,1.1133340606880728
train,erdos_renyi,12,0.3,1.25,3,3.0,276,69,0.25,25,4.166666666666667,1.2801909579781015,0.3072458299147443,50.0,278.0,1.1511590409590726,8.46907096999079,11.20164068286019,0.01,3.0678129690392475,2.208825337708258,1.3973189327909434
train,erdos_renyi,12,0.3,1.25,3,4.0,1001,404,0.4035964035964036,25,4.166666666666667,1.2801909579781015,0.3072458299147443,50.0,278.0,1.1511590409590726,8.46907096999079,11.20164068286019,0.01,3.0678129690392475,2.9451004502776774,1.5746720186377616
train,erdos_renyi,12,0.3,1.25,3,5.0,740,412,0.5567567567567567,25,4.166666666666667,1.2801909579781015,0.3072458299147443,50.0,278.0,1.1511590409590726,8.46907096999079,11.20164068286019,0.01,3.0678129690392475,3.6813755628470965,1.6896641885920403
train,erdos_renyi,12,0.3,1.25,3,6.0,495,333,0.6727272727272727,25,4.166666666666667,1.2801909579781015,0.3072458299147443,50.0,278.0,1.1511590409590726,8.46907096999079,11.20164068286019,0.01,3.0678129690392475,4.417650675416516,1.7676538267413806
train,erdos_renyi,12,0.3,1.25,4,1.0,267,8,0.0299625468164794,33,5.5,1.8027756377319946,0.32777738867854445,66.0,468.0,0.9259589433215298,9.43139350139704,14.08743009157023,0.0105,3.121061178414387,0.5674656688026157,0.5295362916897871
train,erdos_renyi,12,0.3,1.25,4,4.0,488,136,0.2786885245901639,33,5.5,1.8027756377319946,0.32777738867854445,66.0,468.0,0.9259589433215298,9.43139350139704,14.08743009157023,0.0105,3.121061178414387,2.269862675210463,1.4402451019955937
train,erdos_renyi,12,0.3,1.25,4,5.0,475,190,0.4,33,5.5,1.8027756377319946,0.32777738867854445,66.0,468.0,0.9259589433215298,9.43139350139704,14.08743009157023,0.0105,3.121061178414387,2.8373283440130788,1.579763189891658
train,erdos_renyi,12,0.3,1.25,4,6.0,769,411,0.5344603381014305,33,5.5,1.8027756377319946,0.32777738867854445,66.0,468.0,0.9259589433215298,9.43139350139704,14.08743009157023,0.0105,3.121061178414387,3.4047940128156946,1.6782167417223066
train,erdos_renyi,12,0.3,1.25,4,7.0,765,502,0.6562091503267974,33,5.5,1.8027756377319946,0.32777738867854445,66.0,468.0,0.9259589433215298,9.43139350139704,14.08743009157023,0.0105,3.121061178414387,3.9722596816183104,1.7495723168335815
train,erdos_renyi,12,0.3,1.25,4,8.0,236,174,0.7372881355932204,33,5.5,1.8027756377319946,0.32777738867854445,66.0,468.0,0.9259589433215298,9.43139350139704,14.08743009157023,0.0105,3.121061178414387,4.539725350420926,1.8026879571221008
train,erdos_renyi,12,0.3,1.25,5,2.0,237,25,0.10548523206751055,28,4.666666666666667,1.49071198499986,0.31943828249996997,56.0,344.0,1.7037179092697599,8.900320051401323,12.047382541240806,0.0125,3.088802061134933,1.3237723119149711,1.0447007044620409
train,erdos_renyi,12,0.3,1.25,5,3.0,529,109,0.2060491493383743,28,4.666666666666667,1.49071198499986,0.31943828249996997,56.0,344.0,1.7037179092697599,8.900320051401323,12.047382541240806,0.0125,3.088802061134933,1.9856584678724567,1.3353237726692662
train,erdos_renyi,12,0.3,1.25,5,4.0,737,298,0.4043419267299864,28,4.666666666666667,1.49071198499986,0.31943828249996997,56.0,344.0,1.7037179092697599,8.900320051401323,12.047382541240806,0.0125,3.088802061134933,2.6475446238299423,1.5238102005057956
train,erdos_renyi,12,0.3,1.25,5,5.0,261,141,0.5402298850574713,28,4.666666666666667,1.49071198499986,0.31943828249996997,56.0,344.0,1.7037179092697599,8.900320051401323,12.047382541240806,0.0125,3.088802061134933,3.309430779787428,1.6489334882085795
train,erdos_renyi,12,0.3,1.25,5,6.0,982,629,0.6405295315682281,28,4.666666666666667,1.49071198499986,0.31943828249996997,56.0,344.0,1.7037179092697599,8.900320051401323,12.047382541240806,0.0125,3.088802061134933,3.9713169357449134,1.7349869467290708
train,erdos_renyi,12,0.3,1.25,5,7.0,254,190,0.7480314960629921,28,4.666666666666667,1.49071198499986,0.31943828249996997,56.0,344.0,1.7037179092697599,8.900320051401323,12.047382541240806,0.0125,3.088802061134933,4.633203091702399,1.79634757446443
train,erdos_renyi,12,0.3,1.25,6,2.0,487,32,0.06570841889117043,24,4.0,1.224744871391589,0.30618621784789724,48.0,258.0,1.1326721737838144,7.537076805070212,10.975491943791138,0.0075,3.0571212025195273,1.5285606012597637,1.1369576404819275
train,erdos_renyi,12,0.3,1.25,6,3.0,511,117,0.22896281800391388,24,4.0,1.224744871391589,0.30618621784789724,48.0,258.0,1.1326721737838144,7.537076805070212,10.975491943791138,0.0075,3.0571212025195273,2.2928409018896456,1.417878923126226
train,erdos_renyi,12,0.3,1.25,6,4.0,734,294,0.40054495912806537,24,4.0,1.224744871391589,0.30618621784789724,48.0,258.0,1.1326721737838144,7.537076805070212,10.975491943791138,0.0075,3.0571212025195273,3.0571212025195273,1.5911190798853738
train,erdos_renyi,12,0.3,1.25,6,5.0,1010,576,0.5702970297029702,24,4.0,1.224744871391589,0.30618621784789724,48.0,258.0,1.1326721737838144,7.537076805070212,10.975491943791138,0.0075,3.0571212025195273,3.821401503149409,1.7026153044155934
train,erdos_renyi,12,0.3,1.25,6,6.0,258,177,0.686046511627907,24,4.0,1.224744871391589,0.30618621784789724,48.0,258.0,1.1326721737838144,7.537076805070212,10.975491943791138,0.0075,3.0571212025195273,4.585681803779291,1.7779230097288627
train,erdos_renyi,12,0.3,1.25,7,4.0,497,119,0.23943661971830985,35,5.833333333333333,1.2801909579781012,0.2194613070819602,70.0,498.0,2.6676200429695323,10.1714640095773,15.192767722094057,0.0095,3.20896249542198,2.2004314254322153,1.4220125614837589
