split,graph_type,num_sensors,noise,amplitude,repetition,node_degree,trials,successes,observed_pd,num_edges,mean_degree,degree_std,degree_cv,trace_L,trace_L2,lambda_2,lambda_max,tau,pfa,R_mean,R_local,R_full
train,path,12,0.1,0.75,0,1.0,510,411,0.8058823529411765,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.598022641329365,0.0075,9.115048351232836,4.971844555217911,2.3396915553966644
train,path,12,0.1,0.75,0,2.0,2490,2456,0.9863453815261044,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.598022641329365,0.0075,9.115048351232836,9.943689110435821,2.926276134652736
train,path,12,0.1,0.75,1,1.0,506,420,0.8300395256916996,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5705085908258347,0.011,9.115048351232836,4.971844555217911,2.3396915553966644
train,path,12,0.1,0.75,1,2.0,2494,2481,0.9947874899759422,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5705085908258347,0.011,9.115048351232836,9.943689110435821,2.926276134652736
train,path,12,0.1,0.75,2,1.0,492,375,0.7621951219512195,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5954635696349675,0.0095,9.115048351232836,4.971844555217911,2.3396915553966644
train,path,12,0.1,0.75,2,2.0,2508,2475,0.9868421052631579,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5954635696349675,0.0095,9.115048351232836,9.943689110435821,2.926276134652736
train,path,12,0.1,0.75,3,1.0,494,387,0.7834008097165992,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5914206056766351,0.0075,9.115048351232836,4.971844555217911,2.3396915553966644
train,path,12,0.1,0.75,3,2.0,2506,2480,0.9896249002394254,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5914206056766351,0.0075,9.115048351232836,9.943689110435821,2.926276134652736
train,path,12,0.1,0.75,4,1.0,465,335,0.7204301075268817,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5892295517467769,0.0095,9.115048351232836,4.971844555217911,2.3396915553966644
train,path,12,0.1,0.75,4,2.0,2535,2503,0.9873767258382643,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5892295517467769,0.0095,9.115048351232836,9.943689110435821,2.926276134652736
train,path,12,0.1,0.75,5,1.0,492,424,0.8617886178861789,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5407661484825089,0.0125,9.115048351232836,4.971844555217911,2.3396915553966644
train,path,12,0.1,0.75,5,2.0,2508,2498,0.9960127591706539,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5407661484825089,0.0125,9.115048351232836,9.943689110435821,2.926276134652736
train,path,12,0.1,0.75,6,1.0,487,388,0.7967145790554415,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5658164710715461,0.0135,9.115048351232836,4.971844555217911,2.3396915553966644
train,path,12,0.1,0.75,6,2.0,2513,2495,0.9928372463191405,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5658164710715461,0.0135,9.115048351232836,9.943689110435821,2.926276134652736
train,path,12,0.1,0.75,7,1.0,512,440,0.859375,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5460067426889762,0.0125,9.115048351232836,4.971844555217911,2.3396915553966644
train,path,12,0.1,0.75,7,2.0,2488,2474,0.9943729903536977,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5460067426889762,0.0125,9.115048351232836,9.943689110435821,2.926276134652736
train,path,12,0.1,0.75,8,1.0,520,420,0.8076923076923077,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5490849810981029,0.014,9.115048351232836,4.971844555217911,2.3396915553966644
train,path,12,0.1,0.75,8,2.0,2480,2468,0.9951612903225806,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5490849810981029,0.014,9.115048351232836,9.943689110435821,2.926276134652736
train,path,12,0.1,0.75,9,1.0,497,395,0.7947686116700201,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5807597206455015,0.0055,9.115048351232836,4.971844555217911,2.3396915553966644
train,path,12,0.1,0.75,9,2.0,2503,2483,0.9920095884938074,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5807597206455015,0.0055,9.115048351232836,9.943689110435821,2.926276134652736
train,path,12,0.1,1.25,0,1.0,479,479,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5908047103731957,0.0065,25.319578753424544,13.810679320049752,4.209159831565354
train,path,12,0.1,1.25,0,2.0,2521,2521,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5908047103731957,0.0065,25.319578753424544,27.621358640099505,5.018178660695031
train,path,12,0.1,1.25,1,1.0,522,522,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5623785325345037,0.0095,25.319578753424544,13.810679320049752,4.209159831565354
train,path,12,0.1,1.25,1,2.0,2478,2478,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5623785325345037,0.0095,25.319578753424544,27.621358640099505,5.018178660695031
train,path,12,0.1,1.25,2,1.0,520,520,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5741469498179458,0.0105,25.319578753424544,13.810679320049752,4.209159831565354
train,path,12,0.1,1.25,2,2.0,2480,2480,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5741469498179458,0.0105,25.319578753424544,27.621358640099505,5.018178660695031
train,path,12,0.1,1.25,3,1.0,534,534,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5948925101572798,0.0095,25.319578753424544,13.810679320049752,4.209159831565354
train,path,12,0.1,1.25,3,2.0,2466,2466,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5948925101572798,0.0095,25.319578753424544,27.621358640099505,5.018178660695031
train,path,12,0.1,1.25,4,1.0,497,497,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5841328495055428,0.0095,25.319578753424544,13.810679320049752,4.209159831565354
train,path,12,0.1,1.25,4,2.0,2503,2503,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5841328495055428,0.0095,25.319578753424544,27.621358640099505,5.018178660695031
train,path,12,0.1,1.25,5,1.0,483,483,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5791034272388778,0.011,25.319578753424544,13.810679320049752,4.209159831565354
train,path,12,0.1,1.25,5,2.0,2517,2517,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5791034272388778,0.011,25.319578753424544,27.621358640099505,5.018178660695031
train,path,12,0.1,1.25,6,1.0,521,521,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5918793680334522,0.0075,25.319578753424544,13.810679320049752,4.209159831565354
train,path,12,0.1,1.25,6,2.0,2479,2479,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5918793680334522,0.0075,25.319578753424544,27.621358640099505,5.018178660695031
train,path,12,0.1,1.25,7,1.0,488,488,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5969489821863851,0.009,25.319578753424544,13.810679320049752,4.209159831565354
train,path,12,0.1,1.25,7,2.0,2512,2512,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5969489821863851,0.009,25.319578753424544,27.621358640099505,5.018178660695031
train,path,12,0.1,1.25,8,1.0,528,528,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.6241401593981674,0.0035,25.319578753424544,13.810679320049752,4.209159831565354
train,path,12,0.1,1.25,8,2.0,2472,2472,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.6241401593981674,0.0035,25.319578753424544,27.621358640099505,5.018178660695031
train,path,12,0.1,1.25,9,1.0,527,527,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5681503149709973,0.0065,25.319578753424544,13.810679320049752,4.209159831565354
train,path,12,0.1,1.25,9,2.0,2473,2473,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5681503149709973,0.0065,25.319578753424544,27.621358640099505,5.018178660695031
train,path,12,0.1,1.75,0,1.0,480,480,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.609462458331636,0.0065,49.626374356712105,27.068931467297514,6.031629281075631
train,path,12,0.1,1.75,0,2.0,2520,2520,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.609462458331636,0.0065,49.626374356712105,54.13786293459503,7.082936734068564
train,path,12,0.1,1.75,1,1.0,533,533,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5726901958139093,0.01,49.626374356712105,27.068931467297514,6.031629281075631
train,path,12,0.1,1.75,1,2.0,2467,2467,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5726901958139093,0.01,49.626374356712105,54.13786293459503,7.082936734068564
train,path,12,0.1,1.75,2,1.0,528,528,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5784273197341436,0.014,49.626374356712105,27.068931467297514,6.031629281075631
train,path,12,0.1,1.75,2,2.0,2472,2472,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5784273197341436,0.014,49.626374356712105,54.13786293459503,7.082936734068564
train,path,12,0.1,1.75,3,1.0,492,492,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5857144130682967,0.0095,49.626374356712105,27.068931467297514,6.031629281075631
train,path,12,0.1,1.75,3,2.0,2508,2508,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5857144130682967,0.0095,49.626374356712105,54.13786293459503,7.082936734068564
train,path,12,0.1,1.75,4,1.0,493,493,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5335105311548635,0.016,49.626374356712105,27.068931467297514,6.031629281075631
train,path,12,0.1,1.75,4,2.0,2507,2507,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5335105311548635,0.016,49.626374356712105,54.13786293459503,7.082936734068564
train,path,12,0.1,1.75,5,1.0,504,504,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5550576417713103,0.012,49.626374356712105,27.068931467297514,6.031629281075631
train,path,12,0.1,1.75,5,2.0,2496,2496,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5550576417713103,0.012,49.626374356712105,54.13786293459503,7.082936734068564
train,path,12,0.1,1.75,6,1.0,478,478,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5729844987562003,0.011,49.626374356712105,27.068931467297514,6.031629281075631
train,path,12,0.1,1.75,6,2.0,2522,2522,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5729844987562003,0.011,49.626374356712105,54.13786293459503,7.082936734068564
train,path,12,0.1,1.75,7,1.0,506,506,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5928049950687787,0.0075,49.626374356712105,27.068931467297514,6.031629281075631
train,path,12,0.1,1.75,7,2.0,2494,2494,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5928049950687787,0.0075,49.626374356712105,54.13786293459503,7.082936734068564
train,path,12,0.1,1.75,8,1.0,548,548,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5810286270571163,0.0115,49.626374356712105,27.068931467297514,6.031629281075631
train,path,12,0.1,1.75,8,2.0,2452,2452,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5810286270571163,0.0115,49.626374356712105,54.13786293459503,7.082936734068564
train,path,12,0.1,1.75,9,1.0,519,519,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5646934322660925,0.01,49.626374356712105,27.068931467297514,6.031629281075631
train,path,12,0.1,1.75,9,2.0,2481,2481,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5646934322660925,0.01,49.626374356712105,54.13786293459503,7.082936734068564
train,path,12,0.1,2.5,0,1.0,496,496,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5309049202483596,0.0185,101.27831501369818,55.24271728019901,8.727824585592899
train,path,12,0.1,2.5,0,2.0,2504,2504,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5309049202483596,0.0185,101.27831501369818,110.48543456039802,10.162937507616206
train,path,12,0.1,2.5,1,1.0,486,486,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5557851610661358,0.0125,101.27831501369818,55.24271728019901,8.727824585592899
train,path,12,0.1,2.5,1,2.0,2514,2514,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5557851610661358,0.0125,101.27831501369818,110.48543456039802,10.162937507616206
train,path,12,0.1,2.5,2,1.0,504,504,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5521631741988854,0.013,101.27831501369818,55.24271728019901,8.727824585592899
train,path,12,0.1,2.5,2,2.0,2496,2496,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5521631741988854,0.013,101.27831501369818,110.48543456039802,10.162937507616206
train,path,12,0.1,2.5,3,1.0,472,472,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5570072252079771,0.0145,101.27831501369818,55.24271728019901,8.727824585592899
train,path,12,0.1,2.5,3,2.0,2528,2528,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5570072252079771,0.0145,101.27831501369818,110.48543456039802,10.162937507616206
train,path,12,0.1,2.5,4,1.0,509,509,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5689697812879504,0.007,101.27831501369818,55.24271728019901,8.727824585592899
train,path,12,0.1,2.5,4,2.0,2491,2491,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5689697812879504,0.007,101.27831501369818,110.48543456039802,10.162937507616206
train,path,12,0.1,2.5,5,1.0,493,493,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5622447014810201,0.011,101.27831501369818,55.24271728019901,8.727824585592899
train,path,12,0.1,2.5,5,2.0,2507,2507,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5622447014810201,0.011,101.27831501369818,110.48543456039802,10.162937507616206
train,path,12,0.1,2.5,6,1.0,505,505,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.571453295224501,0.009,101.27831501369818,55.24271728019901,8.727824585592899
train,path,12,0.1,2.5,6,2.0,2495,2495,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.571453295224501,0.009,101.27831501369818,110.48543456039802,10.162937507616206
train,path,12,0.1,2.5,7,1.0,465,465,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5543281535536347,0.0095,101.27831501369818,55.24271728019901,8.727824585592899
train,path,12,0.1,2.5,7,2.0,2535,2535,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5543281535536347,0.0095,101.27831501369818,110.48543456039802,10.162937507616206
train,path,12,0.1,2.5,8,1.0,461,461,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.6172944101569909,0.0045,101.27831501369818,55.24271728019901,8.727824585592899
train,path,12,0.1,2.5,8,2.0,2539,2539,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.6172944101569909,0.0045,101.27831501369818,110.48543456039802,10.162937507616206
train,path,12,0.1,2.5,9,1.0,472,472,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5691451114429343,0.008,101.27831501369818,55.24271728019901,8.727824585592899
train,path,12,0.1,2.5,9,2.0,2528,2528,1.0,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,0.5691451114429343,0.008,101.27831501369818,110.48543456039802,10.162937507616206
train,path,12,0.2,0.75,0,1.0,510,50,0.09803921568627451,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.269984194261586,0.0135,2.278762087808209,1.2429611388044777,0.9067863940581952
train,path,12,0.2,0.75,0,2.0,2490,836,0.3357429718875502,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.269984194261586,0.0135,2.278762087808209,2.4859222776089553,1.3035649912293417
train,path,12,0.2,0.75,1,1.0,520,54,0.10384615384615385,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.2621369452388596,0.008,2.278762087808209,1.2429611388044777,0.9067863940581952
train,path,12,0.2,0.75,1,2.0,2480,813,0.3278225806451613,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.2621369452388596,0.008,2.278762087808209,2.4859222776089553,1.3035649912293417
train,path,12,0.2,0.75,2,1.0,521,48,0.09213051823416507,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.2862829846833264,0.0085,2.278762087808209,1.2429611388044777,0.9067863940581952
train,path,12,0.2,0.75,2,2.0,2479,781,0.3150463896732553,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.2862829846833264,0.0085,2.278762087808209,2.4859222776089553,1.3035649912293417
train,path,12,0.2,0.75,3,1.0,480,40,0.08333333333333333,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.289826788982155,0.0115,2.278762087808209,1.2429611388044777,0.9067863940581952
train,path,12,0.2,0.75,3,2.0,2520,835,0.33134920634920634,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.289826788982155,0.0115,2.278762087808209,2.4859222776089553,1.3035649912293417
train,path,12,0.2,0.75,4,1.0,503,49,0.09741550695825049,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.2651830141552027,0.0105,2.278762087808209,1.2429611388044777,0.9067863940581952
train,path,12,0.2,0.75,4,2.0,2497,853,0.34160993191830197,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.2651830141552027,0.0105,2.278762087808209,2.4859222776089553,1.3035649912293417
train,path,12,0.2,0.75,5,1.0,513,38,0.07407407407407407,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.3480639299822723,0.0065,2.278762087808209,1.2429611388044777,0.9067863940581952
train,path,12,0.2,0.75,5,2.0,2487,748,0.3007639726578207,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.3480639299822723,0.0065,2.278762087808209,2.4859222776089553,1.3035649912293417
train,path,12,0.2,0.75,6,1.0,483,44,0.09109730848861283,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.2364205289602612,0.0125,2.278762087808209,1.2429611388044777,0.9067863940581952
train,path,12,0.2,0.75,6,2.0,2517,930,0.3694874851013111,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.2364205289602612,0.0125,2.278762087808209,2.4859222776089553,1.3035649912293417
train,path,12,0.2,0.75,7,1.0,487,38,0.07802874743326489,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.2730360322106837,0.0125,2.278762087808209,1.2429611388044777,0.9067863940581952
train,path,12,0.2,0.75,7,2.0,2513,836,0.3326701153999204,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.2730360322106837,0.0125,2.278762087808209,2.4859222776089553,1.3035649912293417
train,path,12,0.2,0.75,8,1.0,483,82,0.16977225672877846,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.144091257972584,0.012,2.278762087808209,1.2429611388044777,0.9067863940581952
train,path,12,0.2,0.75,8,2.0,2517,999,0.39690107270560193,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.144091257972584,0.012,2.278762087808209,2.4859222776089553,1.3035649912293417
train,path,12,0.2,0.75,9,1.0,455,37,0.08131868131868132,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.3872769462499734,0.006,2.278762087808209,1.2429611388044777,0.9067863940581952
train,path,12,0.2,0.75,9,2.0,2545,722,0.2836935166994106,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.3872769462499734,0.006,2.278762087808209,2.4859222776089553,1.3035649912293417
train,path,12,0.2,1.25,0,1.0,504,226,0.44841269841269843,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.491245928095994,0.0035,6.329894688356136,3.452669830012438,1.8611744343976442
train,path,12,0.2,1.25,0,2.0,2496,2238,0.8966346153846154,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.491245928095994,0.0035,6.329894688356136,6.905339660024876,2.3933890696781828
train,path,12,0.2,1.25,1,1.0,511,284,0.5557729941291585,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.26083840875893,0.0095,6.329894688356136,3.452669830012438,1.8611744343976442
train,path,12,0.2,1.25,1,2.0,2489,2307,0.9268782643631981,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.26083840875893,0.0095,6.329894688356136,6.905339660024876,2.3933890696781828
train,path,12,0.2,1.25,2,1.0,493,265,0.537525354969574,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.4030277102528443,0.0075,6.329894688356136,3.452669830012438,1.8611744343976442
train,path,12,0.2,1.25,2,2.0,2507,2290,0.9134423613881133,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.4030277102528443,0.0075,6.329894688356136,6.905339660024876,2.3933890696781828
train,path,12,0.2,1.25,3,1.0,466,293,0.628755364806867,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.125346134278585,0.0155,6.329894688356136,3.452669830012438,1.8611744343976442
train,path,12,0.2,1.25,3,2.0,2534,2405,0.9490923441199685,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.125346134278585,0.0155,6.329894688356136,6.905339660024876,2.3933890696781828
train,path,12,0.2,1.25,4,1.0,496,290,0.5846774193548387,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.1656641048459497,0.0195,6.329894688356136,3.452669830012438,1.8611744343976442
train,path,12,0.2,1.25,4,2.0,2504,2356,0.9408945686900958,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.1656641048459497,0.0195,6.329894688356136,6.905339660024876,2.3933890696781828
train,path,12,0.2,1.25,5,1.0,504,307,0.6091269841269841,11,1.8333333333333333,0.3726779962499649,0.20327890704543541,22.0,64.0,0.06814834742186336,3.9318516525781355,2.1431897780622253,0.0165,6.329894688356136,3.452669830012438,1.8611744343976442
