graph_type,num_sensors,noise,amplitude,num_edges_mean,num_edges_ci95,mean_degree_mean,mean_degree_ci95,mean_anomaly_degree_mean,mean_anomaly_degree_ci95,trace_L_mean,trace_L_ci95,trace_L2_mean,trace_L2_ci95,lambda_2_mean,lambda_2_ci95,lambda_max_mean,lambda_max_ci95,tau_mean,tau_ci95,pfa_mean,pfa_ci95,pd_mean,pd_ci95,gesnr,log_gesnr,pd_predicted,residual,abs_residual
grid,40,0.1,3.0,67.0,0.0,3.35,0.0,3.348324999999999,0.0102197046280315,134.0,0.0,602.0,0.0,0.1974165699222627,1.2480428867764377e-17,7.512389811858588,3.9937372376846e-16,2.300181364282144,0.0177783143492955,0.0095,0.001176859335153,1.0,0.0,86.84741004117892,4.46415267118522,0.9998335814971973,0.0001664185028027454,0.0001664185028027454
grid,40,0.2,0.5,67.0,0.0,3.35,0.0,3.34935,0.0088008089460721,134.0,0.0,602.0,0.0,0.1974165699222627,1.2480428867764377e-17,7.512389811858588,3.9937372376846e-16,9.217500867865766,0.0804806658262216,0.010125,0.0009796775785403,0.0451,0.0039184523260566,0.6032916392305246,-0.5053545520260713,0.017549851734791365,0.027550148265208636,0.027550148265208636
grid,40,0.2,1.0,67.0,0.0,3.35,0.0,3.35085,0.0055318968099368,134.0,0.0,602.0,0.0,0.1974165699222627,1.2480428867764377e-17,7.512389811858588,3.9937372376846e-16,9.17284614827138,0.1000320403710534,0.009925,0.0011881336758037,0.384075,0.0177808890473955,2.414247288955294,0.8813875569297227,0.38370425081706105,0.0003707491829389453,0.0003707491829389453
grid,40,0.2,1.5,67.0,0.0,3.35,0.0,3.3441,0.0043766917571199,134.0,0.0,602.0,0.0,0.1974165699222627,1.2480428867764377e-17,7.512389811858588,3.9937372376846e-16,9.160413723259268,0.0825323646706661,0.0107,0.0013251473800854,0.892775,0.0066979989902719,5.421113988313309,1.6903013272316967,0.8316826630466031,0.061092336953396886,0.061092336953396886
grid,40,0.2,2.0,67.0,0.0,3.35,0.0,3.3507000000000007,0.0063141690956467,134.0,0.0,602.0,0.0,0.1974165699222627,1.2480428867764377e-17,7.512389811858588,3.9937372376846e-16,9.145080508127217,0.0678557503681109,0.0103,0.000960199979171,0.996125,0.0005547135344149,9.6565568630079,2.267637152286462,0.9558932372576425,0.04023176274235751,0.04023176274235751
grid,40,0.2,3.0,67.0,0.0,3.35,0.0,3.3493000000000004,0.0061982273187369,134.0,0.0,602.0,0.0,0.1974165699222627,1.2480428867764377e-17,7.512389811858588,3.9937372376846e-16,9.118764650350702,0.0714624740092786,0.01095,0.0009667579025305,1.0,0.0,21.71817479268893,3.078149458048947,0.9942430927740785,0.0057569072259214815,0.0057569072259214815
grid,40,0.3,0.5,67.0,0.0,3.35,0.0,3.3518,0.0082233990155179,134.0,0.0,602.0,0.0,0.1974165699222627,1.2480428867764377e-17,7.512389811858588,3.9937372376846e-16,20.732406357854437,0.1538918278150677,0.009225,0.0012487033063816,0.020175,0.0017360913600747,0.2683257502862576,-1.3155535504337659,0.0022384067450766905,0.01793659325492331,0.01793659325492331
grid,40,0.3,1.0,67.0,0.0,3.35,0.0,3.355625,0.0058125062761709,134.0,0.0,602.0,0.0,0.1974165699222627,1.2480428867764377e-17,7.512389811858588,3.9937372376846e-16,20.559741883379804,0.161552754420078,0.011325,0.0011987223681025,0.1048,0.0060559175757444,1.074527830782652,0.07188133791218579,0.07263995661869263,0.032160043381307374,0.032160043381307374
grid,40,0.3,1.5,67.0,0.0,3.35,0.0,3.3486499999999992,0.0082836319392681,134.0,0.0,602.0,0.0,0.1974165699222627,1.2480428867764377e-17,7.512389811858588,3.9937372376846e-16,20.5199518097232,0.1693949383016395,0.01045,0.0018194359449826,0.391375,0.0141794421889393,2.4126622153066077,0.8807307914758593,0.38330661612887157,0.008068383871128404,0.008068383871128404
grid,40,0.3,2.0,67.0,0.0,3.35,0.0,3.348475,0.0064480703723141,134.0,0.0,602.0,0.0,0.1974165699222627,1.2480428867764377e-17,7.512389811858588,3.9937372376846e-16,20.66041981287805,0.1526462405002364,0.00975,0.0014281408599257,0.7702,0.0098204554937774,4.288953119827085,1.456042675147911,0.7306088202256554,0.039591179774344565,0.039591179774344565
grid,40,0.3,3.0,67.0,0.0,3.35,0.0,3.3534999999999995,0.0067219262590108,134.0,0.0,602.0,0.0,0.1974165699222627,1.2480428867764377e-17,7.512389811858588,3.9937372376846e-16,20.62678851413857,0.1877306411698614,0.0114,0.0014770323019665,0.9961,0.0006616193849384,9.664626328855759,2.268472449611363,0.9559833332377243,0.040116666762275655,0.040116666762275655
grid,80,0.1,0.5,142.0,0.0,3.5499999999999994,1.9968686188423e-16,3.5518500000000004,0.0042462632736882,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692e-16,4.208315946839903,0.0284858975148458,0.0098,0.0014011637268619,0.22885,0.0112757394996141,1.7268869192697502,0.5463203188909059,0.20884686902024993,0.020003130979750067,0.020003130979750067
grid,80,0.1,1.0,142.0,0.0,3.5499999999999994,1.9968686188423e-16,3.552225,0.00622348734105,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692e-16,4.171643766441273,0.0236066648922709,0.011125,0.0016458150276574,0.98245,0.0019207947368348,6.908276967555485,1.9327202532206367,0.9018881839021169,0.08056181609788315,0.08056181609788315
grid,80,0.1,1.5,142.0,0.0,3.5499999999999994,1.9968686188423e-16,3.556549999999999,0.0054452346911868,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692e-16,4.190123502966137,0.0265264835777481,0.010775,0.0014280966169585,1.0,0.0,15.562548264864635,2.744867275576881,0.9865881910355663,0.013411808964433725,0.013411808964433725
grid,80,0.1,2.0,142.0,0.0,3.5499999999999994,1.9968686188423e-16,3.5519,0.0047738649463841,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692e-16,4.197350996755126,0.0223242849706011,0.010425,0.0010974595304851,1.0,0.0,27.63057966323679,3.3189231182026564,0.9968842074333393,0.0031157925666607245,0.0031157925666607245
grid,80,0.1,3.0,142.0,0.0,3.5499999999999994,1.9968686188423e-16,3.548350000000001,0.0059458670475691,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692e-16,4.166267503760492,0.0220238635802044,0.011475,0.0011949212482308,1.0,0.0,62.106668693686245,4.128853369545689,0.9996073537624882,0.0003926462375117845,0.0003926462375117845
grid,80,0.2,0.5,142.0,0.0,3.5499999999999994,1.9968686188423e-16,3.550025,0.0059298524832987,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692e-16,16.74665199917695,0.0902538866759236,0.0095,0.0016071622588636,0.032225,0.0032350743829405,0.43149990396417326,-0.8404879910214295,0.007515760001877359,0.024709239998122638,0.024709239998122638
grid,80,0.2,1.0,142.0,0.0,3.5499999999999994,1.9968686188423e-16,3.54585,0.0057803387443989,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692e-16,16.730151028516048,0.1415843420489168,0.01,0.0014325582563703,0.2372,0.0143888494401229,1.7239697573638086,0.5446296299552748,0.20813240943361078,0.029067590566389218,0.029067590566389218
grid,80,0.2,1.5,142.0,0.0,3.5499999999999994,1.9968686188423e-16,3.5509250000000008,0.0066467879500275,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692e-16,16.69924876956528,0.1038579020687821,0.011125,0.001261590370587,0.769525,0.0106494355150624,3.884483677820815,1.3569900735256053,0.6778832871935839,0.09164171280641609,0.09164171280641609
grid,80,0.2,2.0,142.0,0.0,3.5499999999999994,1.9968686188423e-16,3.5476,0.0052676829221604,284.0,0.0,1322.0,0.0,0.1200140901580395,0.0,7.758055654248767,7.9874744753692e-16,16.638633241156352,0.1197432004223363,0.01185,0.0015561890698281,0.98295,0.0019260507180292,6.899282385012166,1.931417404022463,0.9015925707986403,0.08135742920135969,0.08135742920135969
