graph_type,n,noise_model,sigma,amplitude,pattern,repetition,detector,signal_location,alpha,threshold,pfa,pd,mean_degree,degree_cv,trace_L,trace_L2,lambda2,lambda_max,signal_norm,signal_euclidean_energy,signal_graph_energy,signal_mahalanobis_energy,signal_max_abs,rayleigh_quotient
star,20,iid,0.15,0.75,high_frequency,0,laplacian,lambda_max,0.01,3.4865344691875135,0.0085,0.9912,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,0.7499999999999999,0.5624999999999999,11.250000000000004,24.99999999999999,0.7310095758606723,20.00000000000001
star,20,iid,0.15,0.75,high_frequency,0,euclidean,lambda_max,0.01,0.8407728255129566,0.0105,0.7369,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,0.7499999999999999,0.5624999999999999,11.250000000000004,24.99999999999999,0.7310095758606723,20.00000000000001
star,20,iid,0.15,0.75,high_frequency,0,max_abs,lambda_max,0.01,0.5219239770172388,0.0113,0.9186,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,0.7499999999999999,0.5624999999999999,11.250000000000004,24.99999999999999,0.7310095758606723,20.00000000000001
star,20,iid,0.15,0.75,high_frequency,0,mahalanobis,lambda_max,0.01,37.36768113390918,0.0105,0.7369,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,0.7499999999999999,0.5624999999999999,11.250000000000004,24.99999999999999,0.7310095758606723,20.00000000000001
star,20,iid,0.15,1.5,constant,0,laplacian,all,0.01,3.4865344691875135,0.0085,0.0095,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.4999999999999998,2.2499999999999996,1.4895204919483638e-16,100.0,0.33541019662496846,6.620091075326063e-17
star,20,iid,0.15,1.5,constant,0,euclidean,all,0.01,0.8407728255129566,0.0105,1.0,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.4999999999999998,2.2499999999999996,1.4895204919483638e-16,100.0,0.33541019662496846,6.620091075326063e-17
star,20,iid,0.15,1.5,constant,0,max_abs,all,0.01,0.5219239770172388,0.0113,0.8944,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.4999999999999998,2.2499999999999996,1.4895204919483638e-16,100.0,0.33541019662496846,6.620091075326063e-17
star,20,iid,0.15,1.5,constant,0,mahalanobis,all,0.01,37.36768113390918,0.0105,1.0,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.4999999999999998,2.2499999999999996,1.4895204919483638e-16,100.0,0.33541019662496846,6.620091075326063e-17
star,20,iid,0.15,1.5,fiedler,0,laplacian,fiedler,0.01,3.4865344691875135,0.0085,0.2496,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.5000000000000002,2.2500000000000004,2.2500000000000004,100.00000000000001,1.0488937493193442,1.0
star,20,iid,0.15,1.5,fiedler,0,euclidean,fiedler,0.01,0.8407728255129566,0.0105,1.0,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.5000000000000002,2.2500000000000004,2.2500000000000004,100.00000000000001,1.0488937493193442,1.0
star,20,iid,0.15,1.5,fiedler,0,max_abs,fiedler,0.01,0.5219239770172388,0.0113,1.0,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.5000000000000002,2.2500000000000004,2.2500000000000004,100.00000000000001,1.0488937493193442,1.0
star,20,iid,0.15,1.5,fiedler,0,mahalanobis,fiedler,0.01,37.36768113390918,0.0105,1.0,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.5000000000000002,2.2500000000000004,2.2500000000000004,100.00000000000001,1.0488937493193442,1.0
star,20,iid,0.15,1.5,cluster,0,laplacian,16;0;1;2,0.01,3.4865344691875135,0.0085,0.9848,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.5,2.25,9.0,99.99999999999999,0.75,4.0
star,20,iid,0.15,1.5,cluster,0,euclidean,16;0;1;2,0.01,0.8407728255129566,0.0105,1.0,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.5,2.25,9.0,99.99999999999999,0.75,4.0
star,20,iid,0.15,1.5,cluster,0,max_abs,16;0;1;2,0.01,0.5219239770172388,0.0113,1.0,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.5,2.25,9.0,99.99999999999999,0.75,4.0
star,20,iid,0.15,1.5,cluster,0,mahalanobis,16;0;1;2,0.01,37.36768113390918,0.0105,1.0,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.5,2.25,9.0,99.99999999999999,0.75,4.0
star,20,iid,0.15,1.5,point,0,laplacian,11,0.01,3.4865344691875135,0.0085,0.2414,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.5,2.25,2.25,99.99999999999999,1.5,1.0
star,20,iid,0.15,1.5,point,0,euclidean,11,0.01,0.8407728255129566,0.0105,1.0,1.9,2.0647416048350564,38.0,418.0,0.999999999999999,20.0,1.5,2.25,2.25,99.99999999999999,1.5,1.0
