graph_type,n,noise_model,sigma,amplitude,pattern,repetition,detector,signal_location,alpha,threshold,pfa,pd,mean_degree,degree_cv,trace_L,trace_L2,lambda2,lambda_max,signal_norm,signal_euclidean_energy,signal_graph_energy,signal_mahalanobis_energy,signal_max_abs,rayleigh_quotient
star,60,correlated,0.15,0.75,cluster,2,max_abs,7;0;1;2;3;4;5;6;8;9;10;11,0.01,0.5810373312879868,0.0105,0.1006,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,2.25,21.537806271350245,0.21650635094610968,3.999999999999999
star,60,correlated,0.15,0.75,cluster,2,mahalanobis,7;0;1;2;3;4;5;6;8;9;10;11,0.01,87.49331557062358,0.012,0.3324,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,2.25,21.537806271350245,0.21650635094610968,3.999999999999999
star,60,correlated,0.15,0.75,point,2,laplacian,14,0.01,14.273978515712031,0.0092,0.0109,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.75,0.5625,0.5625,25.830606559795612,0.75,1.0
star,60,correlated,0.15,0.75,point,2,euclidean,14,0.01,2.0077991642147537,0.0131,0.383,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.75,0.5625,0.5625,25.830606559795612,0.75,1.0
star,60,correlated,0.15,0.75,point,2,max_abs,14,0.01,0.5810373312879868,0.0105,0.876,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.75,0.5625,0.5625,25.830606559795612,0.75,1.0
star,60,correlated,0.15,0.75,point,2,mahalanobis,14,0.01,87.49331557062358,0.012,0.4466,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.75,0.5625,0.5625,25.830606559795612,0.75,1.0
star,60,correlated,0.15,0.75,edge_bipolar,2,laplacian,0-56,0.01,14.273978515712031,0.0092,0.6491,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7499999999999999,0.5624999999999999,17.437499999999996,31.40905384478978,0.5303300858899106,31.0
star,60,correlated,0.15,0.75,edge_bipolar,2,euclidean,0-56,0.01,2.0077991642147537,0.0131,0.3668,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7499999999999999,0.5624999999999999,17.437499999999996,31.40905384478978,0.5303300858899106,31.0
star,60,correlated,0.15,0.75,edge_bipolar,2,max_abs,0-56,0.01,0.5810373312879868,0.0105,0.6381,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7499999999999999,0.5624999999999999,17.437499999999996,31.40905384478978,0.5303300858899106,31.0
star,60,correlated,0.15,0.75,edge_bipolar,2,mahalanobis,0-56,0.01,87.49331557062358,0.012,0.5772,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7499999999999999,0.5624999999999999,17.437499999999996,31.40905384478978,0.5303300858899106,31.0
star,60,correlated,0.15,0.75,high_frequency,2,laplacian,lambda_max,0.01,14.273978515712031,0.0092,0.9403,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,33.750000000000014,36.88696044970732,0.7437237390321758,60.000000000000014
star,60,correlated,0.15,0.75,high_frequency,2,euclidean,lambda_max,0.01,2.0077991642147537,0.0131,0.36,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,33.750000000000014,36.88696044970732,0.7437237390321758,60.000000000000014
star,60,correlated,0.15,0.75,high_frequency,2,max_abs,lambda_max,0.01,0.5810373312879868,0.0105,0.7931,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,33.750000000000014,36.88696044970732,0.7437237390321758,60.000000000000014
star,60,correlated,0.15,0.75,high_frequency,2,mahalanobis,lambda_max,0.01,87.49331557062358,0.012,0.698,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,33.750000000000014,36.88696044970732,0.7437237390321758,60.000000000000014
star,60,correlated,0.15,1.5,constant,2,laplacian,all,0.01,14.273978515712031,0.0092,0.0102,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000004,2.2500000000000013,1.7199501139797033e-16,100.09264080255994,0.19364916731037085,7.644222728798677e-17
star,60,correlated,0.15,1.5,constant,2,euclidean,all,0.01,2.0077991642147537,0.0131,0.9979,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000004,2.2500000000000013,1.7199501139797033e-16,100.09264080255994,0.19364916731037085,7.644222728798677e-17
star,60,correlated,0.15,1.5,constant,2,max_abs,all,0.01,0.5810373312879868,0.0105,0.2577,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000004,2.2500000000000013,1.7199501139797033e-16,100.09264080255994,0.19364916731037085,7.644222728798677e-17
star,60,correlated,0.15,1.5,constant,2,mahalanobis,all,0.01,87.49331557062358,0.012,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000004,2.2500000000000013,1.7199501139797033e-16,100.09264080255994,0.19364916731037085,7.644222728798677e-17
star,60,correlated,0.15,1.5,fiedler,2,laplacian,fiedler,0.01,14.273978515712031,0.0092,0.0201,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5,2.25,2.25,102.96901563467358,1.1568842554426533,1.0
star,60,correlated,0.15,1.5,fiedler,2,euclidean,fiedler,0.01,2.0077991642147537,0.0131,0.9999,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5,2.25,2.25,102.96901563467358,1.1568842554426533,1.0
star,60,correlated,0.15,1.5,fiedler,2,max_abs,fiedler,0.01,0.5810373312879868,0.0105,0.9999,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5,2.25,2.25,102.96901563467358,1.1568842554426533,1.0
star,60,correlated,0.15,1.5,fiedler,2,mahalanobis,fiedler,0.01,87.49331557062358,0.012,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5,2.25,2.25,102.96901563467358,1.1568842554426533,1.0
star,60,correlated,0.15,1.5,cluster,2,laplacian,51;0;1;2;3;4;5;6;7;8;9;10,0.01,14.273978515712031,0.0092,0.3185,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000002,2.2500000000000004,9.0,86.15122508540095,0.43301270189221935,3.999999999999999
star,60,correlated,0.15,1.5,cluster,2,euclidean,51;0;1;2;3;4;5;6;7;8;9;10,0.01,2.0077991642147537,0.0131,0.999,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000002,2.2500000000000004,9.0,86.15122508540095,0.43301270189221935,3.999999999999999
star,60,correlated,0.15,1.5,cluster,2,max_abs,51;0;1;2;3;4;5;6;7;8;9;10,0.01,0.5810373312879868,0.0105,0.8617,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000002,2.2500000000000004,9.0,86.15122508540095,0.43301270189221935,3.999999999999999
star,60,correlated,0.15,1.5,cluster,2,mahalanobis,51;0;1;2;3;4;5;6;7;8;9;10,0.01,87.49331557062358,0.012,0.9984,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000002,2.2500000000000004,9.0,86.15122508540095,0.43301270189221935,3.999999999999999
star,60,correlated,0.15,1.5,point,2,laplacian,38,0.01,14.273978515712031,0.0092,0.0198,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5,2.25,2.25,103.32242623918211,1.5,1.0
star,60,correlated,0.15,1.5,point,2,euclidean,38,0.01,2.0077991642147537,0.0131,0.9998,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5,2.25,2.25,103.32242623918211,1.5,1.0
star,60,correlated,0.15,1.5,point,2,max_abs,38,0.01,0.5810373312879868,0.0105,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5,2.25,2.25,103.32242623918211,1.5,1.0
star,60,correlated,0.15,1.5,point,2,mahalanobis,38,0.01,87.49331557062358,0.012,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5,2.25,2.25,103.32242623918211,1.5,1.0
star,60,correlated,0.15,1.5,edge_bipolar,2,laplacian,0-59,0.01,14.273978515712031,0.0092,0.9995,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.4999999999999998,2.2499999999999996,69.74999999999999,125.63621537915913,1.0606601717798212,31.0
star,60,correlated,0.15,1.5,edge_bipolar,2,euclidean,0-59,0.01,2.0077991642147537,0.0131,0.9995,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.4999999999999998,2.2499999999999996,69.74999999999999,125.63621537915913,1.0606601717798212,31.0
star,60,correlated,0.15,1.5,edge_bipolar,2,max_abs,0-59,0.01,0.5810373312879868,0.0105,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.4999999999999998,2.2499999999999996,69.74999999999999,125.63621537915913,1.0606601717798212,31.0
star,60,correlated,0.15,1.5,edge_bipolar,2,mahalanobis,0-59,0.01,87.49331557062358,0.012,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.4999999999999998,2.2499999999999996,69.74999999999999,125.63621537915913,1.0606601717798212,31.0
star,60,correlated,0.15,1.5,high_frequency,2,laplacian,lambda_max,0.01,14.273978515712031,0.0092,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000002,2.2500000000000004,135.00000000000006,147.54784179882927,1.4874474780643516,60.000000000000014
star,60,correlated,0.15,1.5,high_frequency,2,euclidean,lambda_max,0.01,2.0077991642147537,0.0131,0.9998,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000002,2.2500000000000004,135.00000000000006,147.54784179882927,1.4874474780643516,60.000000000000014
star,60,correlated,0.15,1.5,high_frequency,2,max_abs,lambda_max,0.01,0.5810373312879868,0.0105,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000002,2.2500000000000004,135.00000000000006,147.54784179882927,1.4874474780643516,60.000000000000014
star,60,correlated,0.15,1.5,high_frequency,2,mahalanobis,lambda_max,0.01,87.49331557062358,0.012,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000002,2.2500000000000004,135.00000000000006,147.54784179882927,1.4874474780643516,60.000000000000014
star,60,correlated,0.15,3.0,constant,2,laplacian,all,0.01,14.273978515712031,0.0092,0.0116,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.000000000000001,9.000000000000005,6.879800455918813e-16,400.37056321023977,0.3872983346207417,7.644222728798677e-17
star,60,correlated,0.15,3.0,constant,2,euclidean,all,0.01,2.0077991642147537,0.0131,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.000000000000001,9.000000000000005,6.879800455918813e-16,400.37056321023977,0.3872983346207417,7.644222728798677e-17
star,60,correlated,0.15,3.0,constant,2,max_abs,all,0.01,0.5810373312879868,0.0105,0.9953,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.000000000000001,9.000000000000005,6.879800455918813e-16,400.37056321023977,0.3872983346207417,7.644222728798677e-17
star,60,correlated,0.15,3.0,constant,2,mahalanobis,all,0.01,87.49331557062358,0.012,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.000000000000001,9.000000000000005,6.879800455918813e-16,400.37056321023977,0.3872983346207417,7.644222728798677e-17
star,60,correlated,0.15,3.0,fiedler,2,laplacian,fiedler,0.01,14.273978515712031,0.0092,0.1653,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0,9.0,9.0,411.8760625386943,2.3137685108853066,1.0
star,60,correlated,0.15,3.0,fiedler,2,euclidean,fiedler,0.01,2.0077991642147537,0.0131,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0,9.0,9.0,411.8760625386943,2.3137685108853066,1.0
star,60,correlated,0.15,3.0,fiedler,2,max_abs,fiedler,0.01,0.5810373312879868,0.0105,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0,9.0,9.0,411.8760625386943,2.3137685108853066,1.0
star,60,correlated,0.15,3.0,fiedler,2,mahalanobis,fiedler,0.01,87.49331557062358,0.012,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0,9.0,9.0,411.8760625386943,2.3137685108853066,1.0
star,60,correlated,0.15,3.0,cluster,2,laplacian,14;0;1;2;3;4;5;6;7;8;9;10,0.01,14.273978515712031,0.0092,0.9808,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0000000000000004,9.000000000000002,36.0,344.6049003416039,0.8660254037844387,3.999999999999999
star,60,correlated,0.15,3.0,cluster,2,euclidean,14;0;1;2;3;4;5;6;7;8;9;10,0.01,2.0077991642147537,0.0131,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0000000000000004,9.000000000000002,36.0,344.6049003416039,0.8660254037844387,3.999999999999999
star,60,correlated,0.15,3.0,cluster,2,max_abs,14;0;1;2;3;4;5;6;7;8;9;10,0.01,0.5810373312879868,0.0105,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0000000000000004,9.000000000000002,36.0,344.6049003416039,0.8660254037844387,3.999999999999999
star,60,correlated,0.15,3.0,cluster,2,mahalanobis,14;0;1;2;3;4;5;6;7;8;9;10,0.01,87.49331557062358,0.012,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0000000000000004,9.000000000000002,36.0,344.6049003416039,0.8660254037844387,3.999999999999999
star,60,correlated,0.15,3.0,point,2,laplacian,33,0.01,14.273978515712031,0.0092,0.1695,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0,9.0,9.0,413.28970495672877,3.0,1.0
star,60,correlated,0.15,3.0,point,2,euclidean,33,0.01,2.0077991642147537,0.0131,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0,9.0,9.0,413.28970495672877,3.0,1.0
star,60,correlated,0.15,3.0,point,2,max_abs,33,0.01,0.5810373312879868,0.0105,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0,9.0,9.0,413.28970495672877,3.0,1.0
star,60,correlated,0.15,3.0,point,2,mahalanobis,33,0.01,87.49331557062358,0.012,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0,9.0,9.0,413.28970495672877,3.0,1.0
star,60,correlated,0.15,3.0,edge_bipolar,2,laplacian,0-27,0.01,14.273978515712031,0.0092,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,2.9999999999999996,8.999999999999998,278.99999999999994,502.5448615166374,2.1213203435596424,31.0
star,60,correlated,0.15,3.0,edge_bipolar,2,euclidean,0-27,0.01,2.0077991642147537,0.0131,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,2.9999999999999996,8.999999999999998,278.99999999999994,502.5448615166374,2.1213203435596424,31.0
star,60,correlated,0.15,3.0,edge_bipolar,2,max_abs,0-27,0.01,0.5810373312879868,0.0105,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,2.9999999999999996,8.999999999999998,278.99999999999994,502.5448615166374,2.1213203435596424,31.0
star,60,correlated,0.15,3.0,edge_bipolar,2,mahalanobis,0-27,0.01,87.49331557062358,0.012,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,2.9999999999999996,8.999999999999998,278.99999999999994,502.5448615166374,2.1213203435596424,31.0
star,60,correlated,0.15,3.0,high_frequency,2,laplacian,lambda_max,0.01,14.273978515712031,0.0092,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0000000000000004,9.000000000000002,540.0000000000002,590.1913671953171,2.9748949561287032,60.000000000000014
star,60,correlated,0.15,3.0,high_frequency,2,euclidean,lambda_max,0.01,2.0077991642147537,0.0131,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0000000000000004,9.000000000000002,540.0000000000002,590.1913671953171,2.9748949561287032,60.000000000000014
star,60,correlated,0.15,3.0,high_frequency,2,max_abs,lambda_max,0.01,0.5810373312879868,0.0105,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0000000000000004,9.000000000000002,540.0000000000002,590.1913671953171,2.9748949561287032,60.000000000000014
star,60,correlated,0.15,3.0,high_frequency,2,mahalanobis,lambda_max,0.01,87.49331557062358,0.012,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,3.0000000000000004,9.000000000000002,540.0000000000002,590.1913671953171,2.9748949561287032,60.000000000000014
star,60,correlated,0.15,0.75,constant,3,laplacian,all,0.01,14.205855063354942,0.0115,0.0115,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000002,0.5625000000000003,4.2998752849492583e-17,25.023160200639985,0.09682458365518543,7.644222728798677e-17
star,60,correlated,0.15,0.75,constant,3,euclidean,all,0.01,2.0398496116523175,0.0107,0.3378,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000002,0.5625000000000003,4.2998752849492583e-17,25.023160200639985,0.09682458365518543,7.644222728798677e-17
star,60,correlated,0.15,0.75,constant,3,max_abs,all,0.01,0.574629131972857,0.0143,0.046,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000002,0.5625000000000003,4.2998752849492583e-17,25.023160200639985,0.09682458365518543,7.644222728798677e-17
star,60,correlated,0.15,0.75,constant,3,mahalanobis,all,0.01,88.42058494247304,0.0099,0.3927,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000002,0.5625000000000003,4.2998752849492583e-17,25.023160200639985,0.09682458365518543,7.644222728798677e-17
star,60,correlated,0.15,0.75,fiedler,3,laplacian,fiedler,0.01,14.205855063354942,0.0115,0.0132,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.75,0.5625,0.5625,25.742253908668395,0.5784421277213266,1.0
star,60,correlated,0.15,0.75,fiedler,3,euclidean,fiedler,0.01,2.0398496116523175,0.0107,0.3458,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.75,0.5625,0.5625,25.742253908668395,0.5784421277213266,1.0
star,60,correlated,0.15,0.75,fiedler,3,max_abs,fiedler,0.01,0.574629131972857,0.0143,0.5348,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.75,0.5625,0.5625,25.742253908668395,0.5784421277213266,1.0
star,60,correlated,0.15,0.75,fiedler,3,mahalanobis,fiedler,0.01,88.42058494247304,0.0099,0.4177,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.75,0.5625,0.5625,25.742253908668395,0.5784421277213266,1.0
star,60,correlated,0.15,0.75,cluster,3,laplacian,23;0;1;2;3;4;5;6;7;8;9;10,0.01,14.205855063354942,0.0115,0.0597,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,2.25,21.53780627135024,0.21650635094610968,3.999999999999999
star,60,correlated,0.15,0.75,cluster,3,euclidean,23;0;1;2;3;4;5;6;7;8;9;10,0.01,2.0398496116523175,0.0107,0.3337,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,2.25,21.53780627135024,0.21650635094610968,3.999999999999999
star,60,correlated,0.15,0.75,cluster,3,max_abs,23;0;1;2;3;4;5;6;7;8;9;10,0.01,0.574629131972857,0.0143,0.1206,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,2.25,21.53780627135024,0.21650635094610968,3.999999999999999
star,60,correlated,0.15,0.75,cluster,3,mahalanobis,23;0;1;2;3;4;5;6;7;8;9;10,0.01,88.42058494247304,0.0099,0.2956,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,2.25,21.53780627135024,0.21650635094610968,3.999999999999999
star,60,correlated,0.15,0.75,point,3,laplacian,35,0.01,14.205855063354942,0.0115,0.0117,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.75,0.5625,0.5625,25.830606559795562,0.75,1.0
star,60,correlated,0.15,0.75,point,3,euclidean,35,0.01,2.0398496116523175,0.0107,0.3326,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.75,0.5625,0.5625,25.830606559795562,0.75,1.0
star,60,correlated,0.15,0.75,point,3,max_abs,35,0.01,0.574629131972857,0.0143,0.8819,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.75,0.5625,0.5625,25.830606559795562,0.75,1.0
star,60,correlated,0.15,0.75,point,3,mahalanobis,35,0.01,88.42058494247304,0.0099,0.4098,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.75,0.5625,0.5625,25.830606559795562,0.75,1.0
star,60,correlated,0.15,0.75,edge_bipolar,3,laplacian,0-37,0.01,14.205855063354942,0.0115,0.6631,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7499999999999999,0.5624999999999999,17.437499999999996,31.409053844789817,0.5303300858899106,31.0
star,60,correlated,0.15,0.75,edge_bipolar,3,euclidean,0-37,0.01,2.0398496116523175,0.0107,0.3305,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7499999999999999,0.5624999999999999,17.437499999999996,31.409053844789817,0.5303300858899106,31.0
star,60,correlated,0.15,0.75,edge_bipolar,3,max_abs,0-37,0.01,0.574629131972857,0.0143,0.6666,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7499999999999999,0.5624999999999999,17.437499999999996,31.409053844789817,0.5303300858899106,31.0
star,60,correlated,0.15,0.75,edge_bipolar,3,mahalanobis,0-37,0.01,88.42058494247304,0.0099,0.5539,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7499999999999999,0.5624999999999999,17.437499999999996,31.409053844789817,0.5303300858899106,31.0
star,60,correlated,0.15,0.75,high_frequency,3,laplacian,lambda_max,0.01,14.205855063354942,0.0115,0.9443,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,33.750000000000014,36.88696044970732,0.7437237390321758,60.000000000000014
star,60,correlated,0.15,0.75,high_frequency,3,euclidean,lambda_max,0.01,2.0398496116523175,0.0107,0.3219,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,33.750000000000014,36.88696044970732,0.7437237390321758,60.000000000000014
star,60,correlated,0.15,0.75,high_frequency,3,max_abs,lambda_max,0.01,0.574629131972857,0.0143,0.7992,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,33.750000000000014,36.88696044970732,0.7437237390321758,60.000000000000014
star,60,correlated,0.15,0.75,high_frequency,3,mahalanobis,lambda_max,0.01,88.42058494247304,0.0099,0.6891,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,0.7500000000000001,0.5625000000000001,33.750000000000014,36.88696044970732,0.7437237390321758,60.000000000000014
star,60,correlated,0.15,1.5,constant,3,laplacian,all,0.01,14.205855063354942,0.0115,0.0117,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000004,2.2500000000000013,1.7199501139797033e-16,100.09264080255994,0.19364916731037085,7.644222728798677e-17
star,60,correlated,0.15,1.5,constant,3,euclidean,all,0.01,2.0398496116523175,0.0107,0.9966,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000004,2.2500000000000013,1.7199501139797033e-16,100.09264080255994,0.19364916731037085,7.644222728798677e-17
star,60,correlated,0.15,1.5,constant,3,max_abs,all,0.01,0.574629131972857,0.0143,0.2812,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000004,2.2500000000000013,1.7199501139797033e-16,100.09264080255994,0.19364916731037085,7.644222728798677e-17
star,60,correlated,0.15,1.5,constant,3,mahalanobis,all,0.01,88.42058494247304,0.0099,0.9999,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000004,2.2500000000000013,1.7199501139797033e-16,100.09264080255994,0.19364916731037085,7.644222728798677e-17
star,60,correlated,0.15,1.5,fiedler,3,laplacian,fiedler,0.01,14.205855063354942,0.0115,0.0233,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5,2.25,2.25,102.96901563467358,1.1568842554426533,1.0
star,60,correlated,0.15,1.5,fiedler,3,euclidean,fiedler,0.01,2.0398496116523175,0.0107,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5,2.25,2.25,102.96901563467358,1.1568842554426533,1.0
star,60,correlated,0.15,1.5,fiedler,3,max_abs,fiedler,0.01,0.574629131972857,0.0143,0.9999,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5,2.25,2.25,102.96901563467358,1.1568842554426533,1.0
star,60,correlated,0.15,1.5,fiedler,3,mahalanobis,fiedler,0.01,88.42058494247304,0.0099,1.0,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5,2.25,2.25,102.96901563467358,1.1568842554426533,1.0
star,60,correlated,0.15,1.5,cluster,3,laplacian,22;0;1;2;3;4;5;6;7;8;9;10,0.01,14.205855063354942,0.0115,0.3215,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000002,2.2500000000000004,9.0,86.15122508540097,0.43301270189221935,3.999999999999999
star,60,correlated,0.15,1.5,cluster,3,euclidean,22;0;1;2;3;4;5;6;7;8;9;10,0.01,2.0398496116523175,0.0107,0.9996,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000002,2.2500000000000004,9.0,86.15122508540097,0.43301270189221935,3.999999999999999
star,60,correlated,0.15,1.5,cluster,3,max_abs,22;0;1;2;3;4;5;6;7;8;9;10,0.01,0.574629131972857,0.0143,0.8795,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000002,2.2500000000000004,9.0,86.15122508540097,0.43301270189221935,3.999999999999999
star,60,correlated,0.15,1.5,cluster,3,mahalanobis,22;0;1;2;3;4;5;6;7;8;9;10,0.01,88.42058494247304,0.0099,0.9993,1.9666666666666666,3.775478418443893,118.0,3658.0,0.9999999999999986,60.0,1.5000000000000002,2.2500000000000004,9.0,86.15122508540097,0.43301270189221935,3.999999999999999
