graph_type,n,noise_model,sigma,amplitude,pattern,signal_norm_mean,graph_energy_mean,rayleigh_mean,normalized_rayleigh_mean,pfa_mc_mean,pfa_theory_mean,pd_mc_mean,pd_theory_mean,theoretical_mean_shift_mean,empirical_mean_shift_mean
barabasi_albert,40,correlated,0.3,1.5,cluster,1.4999999999999998,11.390625,5.0625,0.2616582829671393,0.009899999999999999,0.010000000111679369,0.3631,0.3692247660451287,11.390625,11.319601168214396
barabasi_albert,40,correlated,0.3,1.5,constant,1.4999999999999998,-1.974843826074394e-17,-8.777083671441751e-18,-4.175203269808504e-19,0.009899999999999999,0.010000000111679369,0.0104,0.010000000111679369,-1.974843826074394e-17,0.04485952986841468
barabasi_albert,40,correlated,0.3,1.5,edge_bipolar,1.4999999999999998,18.281249999999996,8.125,0.4188676951585648,0.009899999999999999,0.010000000111679369,0.6379,0.6385672328412749,18.281249999999996,18.3916873904677
barabasi_albert,40,correlated,0.3,1.5,fiedler,1.5,3.177941360243261,1.4124183823303382,0.07317385952562377,0.009899999999999999,0.010000000111679369,0.032850000000000004,0.03411098373049183,3.177941360243261,3.141107817076616
barabasi_albert,40,correlated,0.3,1.5,high_frequency,1.5,43.51370813925666,19.339425839669623,1.0000000000000002,0.009899999999999999,0.010000000111679369,0.9863,0.986328380093796,43.51370813925666,43.6257299774523
barabasi_albert,40,correlated,0.3,1.5,point,1.5,7.3125,3.25,0.16877073426484301,0.009899999999999999,0.010000000111679369,0.14105,0.14361470381736818,7.3125,7.30019719457938
barabasi_albert,40,correlated,0.3,3.0,cluster,2.9999999999999996,51.46875,5.718750000000001,0.2951685727222676,0.009899999999999999,0.010000000111679369,0.99985,0.9997413352483302,51.46875,51.162899873374734
barabasi_albert,40,correlated,0.3,3.0,constant,2.9999999999999996,-7.899375304297576e-17,-8.777083671441751e-18,-4.175203269808504e-19,0.009899999999999999,0.010000000111679369,0.00835,0.010000000111679369,-7.899375304297576e-17,-0.00869882084097462
barabasi_albert,40,correlated,0.3,3.0,edge_bipolar,2.9999999999999996,61.874999999999986,6.875,0.35810176041760006,0.009899999999999999,0.010000000111679369,1.0,0.9999899055202589,61.874999999999986,61.968175431709774
barabasi_albert,40,correlated,0.3,3.0,fiedler,3.0,12.711765440973045,1.4124183823303382,0.07317385952562377,0.009899999999999999,0.010000000111679369,0.43715,0.44175121548033164,12.711765440973045,12.677584065791859
barabasi_albert,40,correlated,0.3,3.0,high_frequency,3.0,174.05483255702663,19.339425839669623,1.0000000000000002,0.009899999999999999,0.010000000111679369,1.0,0.9999999999999933,174.05483255702663,174.11884239958482
barabasi_albert,40,correlated,0.3,3.0,point,3.0,36.0,4.0,0.21134915192381548,0.009899999999999999,0.010000000111679369,0.99325,0.9932030776087526,36.0,35.9995981431025
barabasi_albert,40,iid,0.15,0.75,cluster,0.7499999999999999,2.970703125,5.281250000000001,0.27816436913100206,0.0106,0.009999999997358733,0.28185000000000004,0.284045753098806,2.970703125,2.991939138722006
barabasi_albert,40,iid,0.15,0.75,constant,0.7499999999999999,-2.715410260852292e-17,-4.827396019292964e-17,-2.5891186174413797e-18,0.0106,0.009999999997358733,0.0112,0.009999999997358733,-2.715410260852292e-17,0.011855616635044308
barabasi_albert,40,iid,0.15,0.75,edge_bipolar,0.7499999999999999,3.6562499999999996,6.5,0.3404138200116159,0.0106,0.009999999997358733,0.389,0.3877461938590004,3.6562499999999996,3.657138122998968
barabasi_albert,40,iid,0.15,0.75,fiedler,0.75,0.7111676889048215,1.2642981136085711,0.06681922604286758,0.0106,0.009999999997358733,0.0248,0.023281208333529174,0.7111676889048215,0.7131478486043148
barabasi_albert,40,iid,0.15,0.75,high_frequency,0.7500000000000001,10.751322858202107,19.113462859025958,0.9999999999999998,0.0106,0.009999999997358733,0.9484,0.947545742009257,10.751322858202107,10.720070405965496
barabasi_albert,40,iid,0.15,0.75,point,0.75,3.515625,6.25,0.3127383356310995,0.0106,0.009999999997358733,0.351,0.3501637689912028,3.515625,3.5176508707213516
barabasi_albert,40,iid,0.15,1.5,cluster,1.4999999999999998,12.585937499999998,5.59375,0.296278572723533,0.0106,0.009999999997358733,0.9946,0.9947060277628514,12.585937499999998,12.554615767653546
barabasi_albert,40,iid,0.15,1.5,constant,1.4999999999999998,-1.0861641043409168e-16,-4.827396019292964e-17,-2.5891186174413797e-18,0.0106,0.009999999997358733,0.0092,0.009999999997358733,-1.0861641043409168e-16,0.006733090489093874
barabasi_albert,40,iid,0.15,1.5,edge_bipolar,1.4999999999999998,19.968749999999996,8.875,0.4619027958795869,0.0106,0.009999999997358733,1.0,0.9999457393987143,19.968749999999996,19.95813531315142
barabasi_albert,40,iid,0.15,1.5,fiedler,1.5,2.844670755619286,1.2642981136085711,0.06681922604286758,0.0106,0.009999999997358733,0.2087,0.21228670489034673,2.844670755619286,2.829923570583827
barabasi_albert,40,iid,0.15,1.5,high_frequency,1.5000000000000002,43.00529143280843,19.113462859025958,0.9999999999999998,0.0106,0.009999999997358733,1.0,0.9999999998468616,43.00529143280843,43.07256229713276
barabasi_albert,40,iid,0.15,1.5,point,1.5,15.1875,6.75,0.34364411955278984,0.0106,0.009999999997358733,0.96265,0.9607904279569338,15.1875,15.163582695860601
